source_period_code,snapshot_date,outlet_code,outlet_name,item_code,item_name,category_name,super_category_name,canonical_uom,average_unit_cost,current_stock_qty,closing_value,forecast_required_qty,required_qty_with_safety,valid_open_po_qty,valid_open_po_count,open_po_value,shortage_qty,days_cover,stockout_risk_severity,risk_severity,risk_severity_rank,risk_type,shortage_cost_value,total_risk_value,criticality,primary_vendor,alternate_vendor,vendor_mapping_status,action_id,recommended_action,action_owner,due_band
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING011,Tortilla,Bakery,Raw Material,pcs,15.24,667.296,10169.59,7.3604,8.46446,645.0,2.0,10097.4,0.0,1248.03978,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING011,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING012,Croissant Base,Bakery,Raw Material,pcs,0.0,37.948,0.0,24.6488,28.34612,270.0,1.0,10964.7,0.0,87.453994,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING012,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING013,Brownie Base,Dessert Inputs,Raw Material,pcs,33.56,640.696,21501.76,4.2562,4.89463,0.0,0.0,0.0,0.0,1053.726799,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING013,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING014,Cake Base,Dessert Inputs,Raw Material,pcs,46.49,324.7111,15095.82,30.518935,35.096775,43.96,1.0,2111.84,0.0,84.560542,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING014,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING015,Cheesecake Base,Dessert Inputs,Raw Material,pcs,70.96,316.412,22452.6,2.4878,2.86097,0.0,0.0,0.0,0.0,890.298255,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING015,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,litre,254.25,13.6953,3482.03,2.974474,3.420645,0.0,0.0,0.0,0.0,32.22993,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING016,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,litre,243.9,100.4279,24494.36,0.850788,0.978406,0.0,0.0,0.0,0.0,826.287452,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING017,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,litre,240.0,21.3872,5132.93,0.586246,0.674183,0.0,0.0,0.0,0.0,255.371133,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING018,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,litre,89.51,41.9468,3754.66,7.43639,8.551848,20.99,1.0,1878.81,0.0,59.243479,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING019,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING020,Tea Leaves,Tea Inputs,Raw Material,kg,615.77,25.3087,15584.34,0.103687,0.11924,0.0,0.0,0.0,0.0,1708.614436,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING020,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING021,Matcha Powder,Tea Inputs,Raw Material,kg,2158.58,13.3,28709.11,0.0,0.0,0.0,0.0,0.0,0.0,,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING021,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING022,Ice,Beverage Inputs,Raw Material,kg,12.0,217.5575,2610.69,18.348606,21.100897,0.0,0.0,0.0,0.0,82.998267,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING022,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING023,Lemon,Produce,Raw Material,kg,116.37,71.6412,8336.89,0.843735,0.970296,0.0,0.0,0.0,0.0,594.366942,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING023,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,litre,391.4,46.8809,18349.18,0.398881,0.458713,0.0,0.0,0.0,0.0,822.717735,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING024,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,kg,420.0,18.7977,7895.03,0.832529,0.957408,0.0,0.0,0.0,0.0,158.053271,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING025,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING026,Banana,Produce,Raw Material,kg,72.0,42.141,3034.15,0.640675,0.736776,0.0,0.0,0.0,0.0,460.43172,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING026,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING027,Butter,Dairy,Raw Material,kg,525.55,42.1895,22172.69,0.57363,0.659674,22.04,1.0,11087.22,0.0,783.791817,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING027,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING028,Lettuce,Produce,Raw Material,kg,95.0,14.9599,1421.19,0.685752,0.788615,0.0,0.0,0.0,0.0,152.707247,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING028,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING029,Onion,Produce,Raw Material,kg,41.9,260.6623,10921.75,0.147208,0.169289,58.47,2.0,2482.27,0.0,15175.303652,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING029,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING030,Capsicum,Produce,Raw Material,kg,85.17,57.8996,4931.31,0.18401,0.211611,8.9,1.0,758.01,0.0,2541.151024,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING030,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING031,Tomato,Produce,Raw Material,kg,54.97,140.5031,7723.46,0.746884,0.858917,77.08,2.0,4156.85,0.0,2039.247996,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING031,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,kg,341.63,32.5892,11133.45,0.187786,0.215954,12.23,1.0,4178.13,0.0,1670.701756,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING032,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,kg,280.19,15.5962,4369.9,0.541802,0.623072,0.0,0.0,0.0,0.0,201.500548,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING033,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING034,Salsa,Syrups & Sauces,Raw Material,kg,187.86,36.0139,6765.57,0.028808,0.033129,0.0,0.0,0.0,0.0,8751.09954,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING034,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING035,Aioli,Syrups & Sauces,Raw Material,kg,310.0,17.4439,5407.61,0.125842,0.144718,0.0,0.0,0.0,0.0,970.322309,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING035,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING036,Cold Cup,Packaging,Consumable,pcs,3.18,5030.514,15997.03,135.3015,155.596725,1585.97,2.0,5172.92,0.0,342.31245,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING036,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING037,Hot Cup,Packaging,Consumable,pcs,2.88,2548.8,7340.54,300.435,345.50025,0.0,0.0,0.0,0.0,59.38589,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING037,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING038,Lid,Packaging,Consumable,pcs,1.1,69.156,76.07,435.7365,501.096975,0.0,0.0,0.0,431.940975,1.110974,RED,RED,3,STOCKOUT,475.14,475.14,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING038,Monitor,Procurement,Due today
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING039,Straw,Packaging,Consumable,pcs,0.55,1657.676,911.72,135.3015,155.596725,0.0,0.0,0.0,0.0,85.762035,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING039,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING040,Napkin,Packaging,Consumable,pcs,0.33,2530.193,834.96,627.563,721.69745,0.0,0.0,0.0,0.0,28.222427,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING040,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING041,Dessert Box,Packaging,Consumable,pcs,5.17,1881.889,9729.37,60.8091,69.930465,0.0,0.0,0.0,0.0,216.632428,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING041,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING042,Sandwich Box,Packaging,Consumable,pcs,6.73,626.38,4215.54,47.6676,54.81774,0.0,0.0,0.0,0.0,91.984073,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING042,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT001,ABNAH Cafe Connaught Place,ING043,Wrap Packaging,Packaging,Consumable,pcs,5.89,1023.584,6028.91,7.3604,8.46446,0.0,0.0,0.0,0.0,973.464486,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT001:ING043,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING001,Coffee Beans,Coffee Inputs,Raw Material,kg,1005.92,6.8295,6869.93,7.323603,8.422143,0.0,0.0,0.0,1.592643,6.52773,RED,RED,3,STOCKOUT,1602.07,1602.07,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING001,Monitor,Procurement,Due today
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING002,Milk,Dairy,Raw Material,litre,71.95,9.7979,704.96,61.382982,70.590429,41.55,1.0,2989.52,19.242529,5.855618,RED,RED,3,STOCKOUT,1384.5,1384.5,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING002,Expedite existing PO,Procurement,Due today
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING003,Oat Milk,Dairy Alternative,Raw Material,litre,185.0,17.3755,3214.47,3.060554,3.519638,0.0,0.0,0.0,0.0,39.740676,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING003,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING004,Cream,Dairy,Raw Material,litre,215.36,33.7053,7258.77,1.764267,2.028906,10.99,1.0,2434.61,0.0,177.335508,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING004,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING005,Paneer,Dairy,Raw Material,kg,362.26,88.1753,31942.38,2.138798,2.459618,67.22,2.0,25340.43,0.0,508.588048,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING005,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING006,Cheese,Dairy,Raw Material,kg,0.0,15.077,0.0,1.549788,1.782257,23.57,1.0,11059.28,0.0,174.558658,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING006,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING007,Chicken,Protein,Raw Material,kg,327.71,182.7602,59892.35,2.602037,2.992343,37.83,1.0,12347.71,0.0,593.431761,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING007,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING008,Egg,Protein,Raw Material,pcs,7.1,658.012,4671.89,6.2558,7.19417,0.0,0.0,0.0,0.0,736.290163,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING008,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING009,Bread,Bakery,Raw Material,pcs,11.84,1162.032,13758.46,57.9826,66.67999,0.0,0.0,0.0,0.0,140.287328,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING009,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING010,Bagel,Bakery,Raw Material,pcs,27.8,676.296,18801.03,5.2456,6.03244,0.0,0.0,0.0,0.0,902.484368,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING010,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING011,Tortilla,Bakery,Raw Material,pcs,15.47,1491.865,23079.15,14.6072,16.79828,0.0,0.0,0.0,0.0,714.925174,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING011,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING012,Croissant Base,Bakery,Raw Material,pcs,42.5,586.98,24946.65,36.9033,42.438795,0.0,0.0,0.0,0.0,111.341262,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING012,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING013,Brownie Base,Dessert Inputs,Raw Material,pcs,34.0,163.259,5550.81,4.4453,5.112095,0.0,0.0,0.0,0.0,257.083436,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING013,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING014,Cake Base,Dessert Inputs,Raw Material,pcs,45.71,191.283,8743.55,37.91844,43.606206,0.0,0.0,0.0,0.0,35.312133,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING014,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING015,Cheesecake Base,Dessert Inputs,Raw Material,pcs,72.0,60.744,4373.57,4.9538,5.69687,0.0,0.0,0.0,0.0,85.834713,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING015,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,litre,262.64,72.9135,19150.0,3.238637,3.724433,18.25,1.0,4620.9,0.0,197.041055,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING016,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,litre,250.0,19.4036,4850.9,1.060738,1.219849,0.0,0.0,0.0,0.0,128.047824,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING017,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,litre,241.71,73.526,17771.97,0.426383,0.490341,0.0,0.0,0.0,0.0,1207.087274,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING018,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,litre,89.48,49.242,4406.17,7.277455,8.369073,0.0,0.0,0.0,0.0,47.364636,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING019,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING020,Tea Leaves,Tea Inputs,Raw Material,kg,620.0,12.7727,7919.07,0.167529,0.192659,0.0,0.0,0.0,0.0,533.691504,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING020,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING021,Matcha Powder,Tea Inputs,Raw Material,kg,2085.57,22.63,47196.45,0.0,0.0,0.0,0.0,0.0,0.0,,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING021,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING022,Ice,Beverage Inputs,Raw Material,kg,12.14,986.7735,11979.43,24.608929,28.300268,0.0,0.0,0.0,0.0,280.687332,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING022,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING023,Lemon,Produce,Raw Material,kg,105.67,49.4892,5229.52,1.076504,1.237979,0.0,0.0,0.0,0.0,321.805142,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING023,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,litre,405.03,28.1395,11397.34,0.641553,0.737786,14.67,1.0,6023.94,0.0,467.095623,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING024,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,kg,417.53,108.5461,45321.25,0.850894,0.978528,0.0,0.0,0.0,0.0,892.969865,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING025,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING026,Banana,Produce,Raw Material,kg,71.94,181.8363,13081.3,0.918542,1.056323,0.0,0.0,0.0,0.0,1385.733151,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING026,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING027,Butter,Dairy,Raw Material,kg,537.38,26.3041,14135.3,0.918542,1.056324,4.84,1.0,2502.67,0.0,237.341985,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING027,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING028,Lettuce,Produce,Raw Material,kg,95.0,14.4297,1370.82,0.801977,0.922274,0.0,0.0,0.0,0.0,125.948624,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING028,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING029,Onion,Produce,Raw Material,kg,42.0,43.708,1835.74,0.292144,0.335966,0.0,0.0,0.0,0.0,1047.278055,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING029,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING030,Capsicum,Produce,Raw Material,kg,84.33,69.472,5858.57,0.36518,0.419957,13.3,1.0,1178.91,0.0,1586.625774,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING030,Monitor,Supply Chain,Monitor
month_01,2026-01-31,OUT002,ABNAH Cafe Hauz Khas,ING031,Tomato,Produce,Raw Material,kg,54.0,42.1035,2273.59,0.648013,0.745215,0.0,0.0,0.0,0.0,454.812635,GREEN,GREEN,1,HEALTHY,0.0,0.0,,,,vendor_item_approval_mapping_unavailable,month_01:OUT002:ING031,Monitor,Supply Chain,Monitor
