source_period_code,outlet_code,outlet_name,source_period_start,source_period_end,deployment_name,store_name,vendor_name,po_number,pr_number,pr_deployment,po_date,expected_delivery_date,po_close_or_partial_receive_date,po_status,item_code,item_name,item_brand,category_name,super_category_name,comment,processed_qty,remaining_balance_qty,ordered_qty,unit,unit_price,subtotal,item_discount_amt,bill_discount_amt,new_subtotal,tax_amt,total_item_cost,is_open_po,open_po_value,processed_po_value,missing_expected_delivery_flag,delayed_po_flag,receipt_date,received_qty,receipt_subtotal,receipt_total,return_qty,return_value,return_source_available,eligible_closed_line_flag,on_time_flag,in_full_flag,otif_success_flag,lead_time_deviation_days
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,BeanCraft Roasters Delhi,PO-20260104-OUT001-0004,,,2026-01-04,2026-01-06,2026-01-05,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,8.03,0.0,8.03,kg,956.95,7684.31,0,0,7684.31,384.21,8068.52,False,0.0,7684.31,False,False,2026-01-05,8.03,7684.31,7987.84,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260104-OUT001-0004,,,2026-01-04,2026-01-06,2026-01-06,Partially Received,ING002,Milk,,Dairy,Raw Material,,117.44,35.38,152.82,litre,75.17,11487.48,0,0,11487.48,574.37,12061.85,True,2659.51,8827.96,False,True,2026-01-06,117.44,8827.96,9269.36,0.0,0.0,False,False,True,False,False,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260104-OUT001-0004,,,2026-01-04,2026-01-07,2026-01-08,Closed,ING008,Egg,,Protein,Raw Material,,335.0,0.0,335.0,pcs,7.32,2452.2,0,0,2452.2,122.61,2574.81,False,0.0,2452.2,False,False,2026-01-08,335.0,2452.2,2574.81,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260104-OUT001-0004,,,2026-01-04,2026-01-05,2026-01-06,Closed,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,17.71,0.0,17.71,litre,381.18,6750.7,0,0,6750.7,1215.13,7965.83,False,0.0,6750.7,False,False,2026-01-06,17.71,6750.7,7965.83,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260104-OUT001-0004,,,2026-01-04,2026-01-07,,Pending,ING031,Tomato,,Produce,Raw Material,,0.0,58.6,58.6,kg,53.73,3148.58,0,0,3148.58,157.43,3306.01,True,3148.58,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260104-OUT001-0004,,,2026-01-04,2026-01-07,2026-01-06,Closed,ING036,Cold Cup,,Packaging,Consumable,,1555.0,0.0,1555.0,pcs,3.2,4976.0,0,0,4976.0,895.68,5871.68,False,0.0,4976.0,False,False,2026-01-06,1555.0,4976.0,5871.68,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-06,2026-01-07,Closed,ING005,Paneer,,Dairy,Raw Material,,30.98,0.0,30.98,kg,371.83,11519.29,0,0,11519.29,575.96,12095.25,False,0.0,11519.29,False,False,2026-01-07,30.98,11519.29,12095.25,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-06,2026-01-06,Closed,ING014,Cake Base,,Dessert Inputs,Raw Material,,215.0,0.0,215.0,pcs,45.71,9827.65,0,0,9827.65,1768.98,11596.63,False,0.0,9827.65,False,False,2026-01-06,215.0,9827.65,11596.63,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-05,2026-01-07,Closed,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,23.77,0.0,23.77,litre,254.12,6040.43,0,0,6040.43,1087.28,7127.71,False,0.0,6040.43,False,False,2026-01-07,23.77,6040.43,7127.71,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,TeaLeaf Traders NCR,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-07,2026-01-07,Closed,ING021,Matcha Powder,,Tea Inputs,Raw Material,,8.69,0.0,8.69,kg,2082.5,18096.92,0,0,18096.92,3257.45,21354.37,False,0.0,18096.92,False,False,2026-01-07,8.69,18096.92,21354.37,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-05,2026-01-06,Closed,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,22.55,0.0,22.55,kg,408.33,9207.84,0,0,9207.84,1657.41,10865.25,False,0.0,9207.84,False,False,2026-01-06,22.55,9207.84,10865.25,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-07,2026-01-08,Closed,ING026,Banana,,Produce,Raw Material,,68.08,0.0,68.08,kg,73.69,5016.82,0,0,5016.82,250.84,5267.66,False,0.0,5016.82,False,False,2026-01-08,68.08,5016.82,5267.66,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,SpiceRoot Foods,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-07,2026-01-09,Closed,ING034,Salsa,,Syrups & Sauces,Raw Material,,23.04,0.0,23.04,kg,192.56,4436.58,0,0,4436.58,798.58,5235.16,False,0.0,4436.58,False,False,2026-01-09,23.04,4436.58,5235.16,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260104-OUT002-0005,,,2026-01-04,2026-01-07,,Pending,ING038,Lid,,Packaging,Consumable,,0.0,945.0,945.0,pcs,1.14,1077.3,0,0,1077.3,193.91,1271.21,True,1077.3,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-07,2026-01-07,Partially Received,ING005,Paneer,,Dairy,Raw Material,,10.75,12.5,23.25,kg,377.98,8788.03,0,0,8788.03,439.4,9227.43,True,4724.75,4063.29,False,True,2026-01-07,10.75,4063.29,4266.45,0.0,0.0,False,False,True,False,False,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-05,,Cancelled,ING011,Tortilla,,Bakery,Raw Material,,0.0,0.0,335.0,pcs,14.4,4824.0,0,0,4824.0,241.2,5065.2,False,0.0,0.0,False,False,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-06,,Pending,ING028,Lettuce,,Produce,Raw Material,,0.0,26.07,26.07,kg,100.36,2616.39,0,0,2616.39,130.82,2747.21,True,2616.39,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-07,2026-01-07,Closed,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,21.02,0.0,21.02,kg,290.76,6111.78,0,0,6111.78,1100.12,7211.9,False,0.0,6111.78,False,False,2026-01-07,21.02,6111.78,7211.9,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260104-OUT003-0006,,,2026-01-04,2026-01-06,2026-01-07,Partially Received,ING038,Lid,,Packaging,Consumable,,926.46,203.54,1130.0,pcs,1.16,1310.8,0,0,1310.8,235.94,1546.74,True,236.11,1074.69,False,True,2026-01-07,926.46,1074.69,1268.13,0.0,0.0,False,False,False,False,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-09,2026-01-11,Closed,ING004,Cream,,Dairy,Raw Material,,21.44,0.0,21.44,litre,219.86,4713.8,0,0,4713.8,235.69,4949.49,False,0.0,4713.8,False,False,2026-01-11,21.44,4713.8,4949.49,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-08,,Pending,ING008,Egg,,Protein,Raw Material,,0.0,235.0,235.0,pcs,7.37,1731.95,0,0,1731.95,86.6,1818.55,True,1731.95,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-08,2026-01-08,Closed,ING010,Bagel,,Bakery,Raw Material,,100.0,0.0,100.0,pcs,29.55,2955.0,0,0,2955.0,147.75,3102.75,False,0.0,2955.0,False,False,2026-01-08,100.0,2955.0,3102.75,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-10,2026-01-10,Partially Received,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,35.63,20.99,56.62,litre,89.51,5068.06,0,0,5068.06,912.25,5980.31,True,1878.81,3189.24,False,True,2026-01-10,35.63,3189.24,3763.3,0.0,0.0,False,False,True,False,False,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-08,2026-01-10,Closed,ING027,Butter,,Dairy,Raw Material,,26.76,0.0,26.76,kg,537.38,14380.29,0,0,14380.29,1725.63,16105.92,False,0.0,14380.29,False,False,2026-01-10,26.76,14380.29,16105.92,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-09,2026-01-10,Closed,ING029,Onion,,Produce,Raw Material,,53.03,0.0,53.03,kg,41.81,2217.18,0,0,2217.18,110.86,2328.04,False,0.0,2217.18,False,False,2026-01-10,53.03,2217.18,2328.04,0.0,0.0,False,True,False,True,False,1.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260107-OUT001-0007,,,2026-01-07,2026-01-09,2026-01-08,Closed,ING039,Straw,,Packaging,Consumable,,1165.0,0.0,1165.0,pcs,0.55,640.75,0,0,640.75,115.33,756.08,False,0.0,640.75,False,False,2026-01-08,1165.0,640.75,756.08,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-09,2026-01-11,Partially Received,ING004,Cream,,Dairy,Raw Material,,19.05,10.99,30.04,litre,221.53,6654.76,0,0,6654.76,332.74,6987.5,True,2434.61,4220.15,False,True,2026-01-11,19.05,4220.15,4431.16,0.0,0.0,False,False,False,False,False,2.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-10,2026-01-12,Closed,ING007,Chicken,,Protein,Raw Material,,38.57,0.0,38.57,kg,327.72,12640.16,0,0,12640.16,632.01,13272.17,False,0.0,12640.16,False,False,2026-01-12,38.57,12640.16,13272.17,0.0,0.0,False,True,False,True,False,2.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-08,2026-01-07,Closed,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,42.48,0.0,42.48,litre,266.55,11323.04,0,0,11323.04,2038.15,13361.19,False,0.0,11323.04,False,False,2026-01-07,42.48,11323.04,13361.19,0.0,0.0,False,True,True,True,True,-1.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,Metro Wholesale Delhi,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-10,2026-01-10,Closed,ING022,Ice,,Beverage Inputs,Raw Material,,295.67,0.0,295.67,kg,12.57,3716.57,0,0,3716.57,185.83,3902.4,False,0.0,3716.57,False,False,2026-01-10,295.67,3716.57,3902.4,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-10,,Pending,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,0.0,14.67,14.67,litre,410.63,6023.94,0,0,6023.94,1084.31,7108.25,True,6023.94,0.0,False,True,,0.0,0.0,0.0,0.0,0.0,False,False,False,False,False,
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-08,2026-01-08,Closed,ING002,Milk,,Dairy,Raw Material,,102.59,0.0,102.59,litre,72.86,7474.71,0,0,7474.71,373.74,7848.45,False,0.0,7474.71,False,False,2026-01-08,102.59,7474.71,7848.45,0.0,0.0,False,True,True,True,True,0.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-10,2026-01-12,Partially Received,ING006,Cheese,,Dairy,Raw Material,,17.12,13.99,31.11,kg,483.83,15051.95,0,0,15051.95,752.6,15804.55,True,6768.78,8283.17,False,True,2026-01-12,17.12,8283.17,8697.33,0.0,0.0,False,False,False,False,False,2.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260107-OUT003-0009,,,2026-01-07,2026-01-09,2026-01-12,Closed,ING026,Banana,,Produce,Raw Material,,61.24,0.0,61.24,kg,71.81,4397.64,0,0,4397.64,219.88,4617.52,False,0.0,4397.64,False,False,2026-01-12,61.24,4397.64,4617.52,0.0,0.0,False,True,False,True,False,3.0
