Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260219-OUT003-0054,,,2026-02-19,2026-02-20,2026-02-22,Closed,ING035,Aioli,,Syrups & Sauces,Raw Material,,17.45,0.0,17.45,kg,318.13,5551.37,0,0,5551.37,999.25,6550.62,
ABNAH Cafe Saket Premium,Main Store,BeanCraft Roasters Delhi,PO-20260222-OUT003-0057,,,2026-02-22,2026-02-24,2026-02-24,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,11.3,0.0,11.3,kg,1008.31,11393.9,0,0,11393.9,569.7,11963.6,
ABNAH Cafe Saket Premium,Main Store,NorthStar Poultry,PO-20260222-OUT003-0057,,,2026-02-22,2026-02-24,2026-02-26,Closed,ING008,Egg,,Protein,Raw Material,,225.0,0.0,225.0,pcs,7.34,1651.5,0,0,1651.5,82.58,1734.08,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT003-0057,,,2026-02-22,2026-02-24,2026-02-24,Closed,ING010,Bagel,,Bakery,Raw Material,,215.0,0.0,215.0,pcs,29.18,6273.7,0,0,6273.7,313.69,6587.39,
ABNAH Cafe Saket Premium,Main Store,ChocoCraft Ingredients,PO-20260222-OUT003-0057,,,2026-02-22,2026-02-25,2026-02-24,Closed,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,44.86,0.0,44.86,litre,264.5,11865.47,0,0,11865.47,2135.78,14001.25,
ABNAH Cafe Saket Premium,Main Store,TeaLeaf Traders NCR,PO-20260222-OUT003-0057,,,2026-02-22,2026-02-24,2026-02-24,Partially Received,ING020,Tea Leaves,,Tea Inputs,Raw Material,,16.2,7.08,23.28,kg,631.86,14709.7,0,0,14709.7,735.49,15445.19,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260222-OUT003-0057,,,2026-02-22,2026-02-25,2026-02-26,Closed,ING040,Napkin,,Packaging,Consumable,,1670.0,0.0,1670.0,pcs,0.31,517.7,0,0,517.7,93.19,610.89,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-27,,Pending,ING002,Milk,,Dairy,Raw Material,,0.0,84.19,84.19,litre,73.49,6187.12,0,0,6187.12,309.36,6496.48,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-28,2026-02-28,Closed,ING005,Paneer,,Dairy,Raw Material,,46.59,0.0,46.59,kg,354.1,16497.52,0,0,16497.52,824.88,17322.4,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-28,2026-03-01,Closed,ING014,Cake Base,,Dessert Inputs,Raw Material,,165.0,0.0,165.0,pcs,48.31,7971.15,0,0,7971.15,1434.81,9405.96,
ABNAH Cafe Saket Premium,Main Store,Metro Wholesale Delhi,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-27,2026-02-27,Closed,ING022,Ice,,Beverage Inputs,Raw Material,,511.39,0.0,511.39,kg,12.39,6336.12,0,0,6336.12,316.81,6652.93,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-27,2026-03-02,Closed,ING031,Tomato,,Produce,Raw Material,,38.85,0.0,38.85,kg,53.79,2089.74,0,0,2089.74,104.49,2194.23,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-26,2026-02-28,Closed,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,19.56,0.0,19.56,kg,334.15,6535.97,0,0,6535.97,1176.47,7712.44,
ABNAH Cafe Saket Premium,Main Store,SpiceRoot Foods,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-28,2026-02-28,Closed,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,26.59,0.0,26.59,kg,295.8,7865.32,0,0,7865.32,1415.76,9281.08,
ABNAH Cafe Saket Premium,Main Store,PackPro Disposables,PO-20260225-OUT003-0060,,,2026-02-25,2026-02-28,2026-02-27,Partially Received,ING040,Napkin,,Packaging,Consumable,,1985.03,439.97,2425.0,pcs,0.34,824.5,0,0,824.5,148.41,972.91,
ABNAH Cafe Saket Premium,Main Store,BeanCraft Roasters Delhi,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-02,,Pending,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,0.0,10.47,10.47,kg,1014.32,10619.93,0,0,10619.93,531.0,11150.93,
ABNAH Cafe Saket Premium,Main Store,FreshDairy Foods NCR,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-03,2026-03-03,Closed,ING006,Cheese,,Dairy,Raw Material,,15.98,0.0,15.98,kg,483.37,7724.25,0,0,7724.25,386.21,8110.46,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-03,2026-03-04,Closed,ING010,Bagel,,Bakery,Raw Material,,125.0,0.0,125.0,pcs,28.98,3622.5,0,0,3622.5,181.12,3803.62,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-03,2026-03-02,Closed,ING012,Croissant Base,,Bakery,Raw Material,,255.0,0.0,255.0,pcs,43.94,11204.7,0,0,11204.7,560.24,11764.94,
ABNAH Cafe Saket Premium,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-02,2026-03-03,Closed,ING014,Cake Base,,Dessert Inputs,Raw Material,,180.0,0.0,180.0,pcs,48.45,8721.0,0,0,8721.0,1569.78,10290.78,
ABNAH Cafe Saket Premium,Main Store,SweetBase Foods,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-02,2026-03-04,Closed,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,25.1,0.0,25.1,litre,251.83,6320.93,0,0,6320.93,1137.77,7458.7,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-02,2026-03-05,Closed,ING028,Lettuce,,Produce,Raw Material,,28.69,0.0,28.69,kg,94.01,2697.15,0,0,2697.15,134.86,2832.01,
ABNAH Cafe Saket Premium,Main Store,GreenLeaf Produce Delhi,PO-20260228-OUT003-0063,,,2026-02-28,2026-03-02,2026-03-04,Closed,ING031,Tomato,,Produce,Raw Material,,72.21,0.0,72.21,kg,54.44,3931.11,0,0,3931.11,196.56,4127.67,
