Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260204-OUT001-0037,,,2026-02-04,2026-02-05,2026-02-05,Closed,ING020,Tea Leaves,,Tea Inputs,Raw Material,,15.64,0.0,15.64,kg,611.66,9566.36,0,0,9566.36,478.32,10044.68,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260204-OUT001-0037,,,2026-02-04,2026-02-07,2026-02-08,Closed,ING027,Butter,,Dairy,Raw Material,,24.28,0.0,24.28,kg,560.57,13610.64,0,0,13610.64,1633.28,15243.92,
ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260204-OUT001-0037,,,2026-02-04,2026-02-06,2026-02-09,Closed,ING031,Tomato,,Produce,Raw Material,,78.13,0.0,78.13,kg,55.24,4315.9,0,0,4315.9,215.79,4531.69,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260207-OUT001-0040,,,2026-02-07,2026-02-08,2026-02-08,Closed,ING002,Milk,,Dairy,Raw Material,,135.7,0.0,135.7,litre,71.81,9744.62,0,0,9744.62,487.23,10231.85,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT001-0040,,,2026-02-07,2026-02-10,2026-02-09,Closed,ING010,Bagel,,Bakery,Raw Material,,205.0,0.0,205.0,pcs,27.64,5666.2,0,0,5666.2,283.31,5949.51,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT001-0040,,,2026-02-07,2026-02-09,2026-02-10,Closed,ING011,Tortilla,,Bakery,Raw Material,,260.0,0.0,260.0,pcs,15.76,4097.6,0,0,4097.6,204.88,4302.48,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260207-OUT001-0040,,,2026-02-07,2026-02-10,2026-02-09,Closed,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,65.0,0.0,65.0,pcs,71.1,4621.5,0,0,4621.5,831.87,5453.37,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260207-OUT001-0040,,,2026-02-07,2026-02-09,2026-02-09,Closed,ING038,Lid,,Packaging,Consumable,,1880.0,0.0,1880.0,pcs,1.09,2049.2,0,0,2049.2,368.86,2418.06,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260210-OUT001-0043,,,2026-02-10,2026-02-12,2026-02-12,Closed,ING002,Milk,,Dairy,Raw Material,,172.97,0.0,172.97,litre,76.08,13159.56,0,0,13159.56,657.98,13817.54,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260210-OUT001-0043,,,2026-02-10,2026-02-12,2026-02-12,Closed,ING004,Cream,,Dairy,Raw Material,,33.55,0.0,33.55,litre,212.05,7114.28,0,0,7114.28,355.71,7469.99,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260210-OUT001-0043,,,2026-02-10,2026-02-12,2026-02-12,Closed,ING011,Tortilla,,Bakery,Raw Material,,430.0,0.0,430.0,pcs,15.4,6622.0,0,0,6622.0,331.1,6953.1,
ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260210-OUT001-0043,,,2026-02-10,2026-02-12,,Pending,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,0.0,76.92,76.92,litre,91.05,7003.57,0,0,7003.57,1260.64,8264.21,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260210-OUT001-0043,,,2026-02-10,2026-02-13,2026-02-13,Partially Received,ING027,Butter,,Dairy,Raw Material,,14.84,8.86,23.7,kg,534.02,12656.27,0,0,12656.27,1518.75,14175.02,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260210-OUT001-0043,,,2026-02-10,2026-02-13,2026-02-13,Closed,ING042,Sandwich Box,,Packaging,Consumable,,675.0,0.0,675.0,pcs,6.37,4299.75,0,0,4299.75,773.96,5073.71,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-15,2026-02-16,Closed,ING004,Cream,,Dairy,Raw Material,,17.65,0.0,17.65,litre,218.43,3855.29,0,0,3855.29,192.76,4048.05,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-16,2026-02-16,Closed,ING005,Paneer,,Dairy,Raw Material,,41.98,0.0,41.98,kg,375.14,15748.38,0,0,15748.38,787.41,16535.79,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-14,2026-02-15,Closed,ING006,Cheese,,Dairy,Raw Material,,28.44,0.0,28.44,kg,490.46,13948.68,0,0,13948.68,697.43,14646.11,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-14,2026-02-14,Partially Received,ING010,Bagel,,Bakery,Raw Material,,86.16,33.84,120.0,pcs,28.35,3402.0,0,0,3402.0,170.1,3572.1,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-14,2026-02-13,Closed,ING014,Cake Base,,Dessert Inputs,Raw Material,,130.0,0.0,130.0,pcs,46.11,5994.3,0,0,5994.3,1078.97,7073.27,
ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-16,2026-02-17,Closed,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,32.49,0.0,32.49,litre,239.43,7779.08,0,0,7779.08,1400.23,9179.31,
ABNAH Cafe Connaught Place,Main Store,Metro Wholesale Delhi,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-15,2026-02-14,Closed,ING022,Ice,,Beverage Inputs,Raw Material,,462.49,0.0,462.49,kg,12.48,5771.88,0,0,5771.88,288.59,6060.47,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260213-OUT001-0046,,,2026-02-13,2026-02-15,2026-02-15,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,430.0,0.0,430.0,pcs,5.73,2463.9,0,0,2463.9,443.5,2907.4,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260216-OUT001-0049,,,2026-02-16,2026-02-19,2026-02-19,Closed,ING011,Tortilla,,Bakery,Raw Material,,290.0,0.0,290.0,pcs,14.75,4277.5,0,0,4277.5,213.88,4491.38,
ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260216-OUT001-0049,,,2026-02-16,2026-02-19,2026-02-21,Closed,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,28.33,0.0,28.33,litre,91.09,2580.58,0,0,2580.58,464.5,3045.08,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260216-OUT001-0049,,,2026-02-16,2026-02-17,2026-02-17,Closed,ING027,Butter,,Dairy,Raw Material,,27.68,0.0,27.68,kg,525.43,14543.9,0,0,14543.9,1745.27,16289.17,
ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260216-OUT001-0049,,,2026-02-16,2026-02-18,2026-02-20,Closed,ING031,Tomato,,Produce,Raw Material,,76.6,0.0,76.6,kg,51.61,3953.33,0,0,3953.33,197.67,4151.0,
ABNAH Cafe Connaught Place,Main Store,SpiceRoot Foods,PO-20260216-OUT001-0049,,,2026-02-16,2026-02-19,2026-02-19,Closed,ING035,Aioli,,Syrups & Sauces,Raw Material,,21.32,0.0,21.32,kg,308.98,6587.45,0,0,6587.45,1185.74,7773.19,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260216-OUT001-0049,,,2026-02-16,2026-02-18,2026-02-18,Closed,ING042,Sandwich Box,,Packaging,Consumable,,425.0,0.0,425.0,pcs,6.7,2847.5,0,0,2847.5,512.55,3360.05,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260219-OUT001-0052,,,2026-02-19,2026-02-20,2026-02-20,Closed,ING004,Cream,,Dairy,Raw Material,,34.94,0.0,34.94,litre,218.09,7620.06,0,0,7620.06,381.0,8001.06,
ABNAH Cafe Connaught Place,Main Store,NorthStar Poultry,PO-20260219-OUT001-0052,,,2026-02-19,2026-02-21,2026-02-21,Closed,ING007,Chicken,,Protein,Raw Material,,28.39,0.0,28.39,kg,321.49,9127.1,0,0,9127.1,456.36,9583.46,
ABNAH Cafe Connaught Place,Main Store,SweetBase Foods,PO-20260219-OUT001-0052,,,2026-02-19,2026-02-22,2026-02-22,Closed,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,38.03,0.0,38.03,litre,91.14,3466.05,0,0,3466.05,623.89,4089.94,
ABNAH Cafe Connaught Place,Main Store,GreenLeaf Produce Delhi,PO-20260219-OUT001-0052,,,2026-02-19,2026-02-21,2026-02-24,Closed,ING026,Banana,,Produce,Raw Material,,79.15,0.0,79.15,kg,71.68,5673.47,0,0,5673.47,283.67,5957.14,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260219-OUT001-0052,,,2026-02-19,2026-02-20,2026-02-20,Closed,ING042,Sandwich Box,,Packaging,Consumable,,635.0,0.0,635.0,pcs,6.58,4178.3,0,0,4178.3,752.09,4930.39,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-23,2026-02-25,Partially Received,ING005,Paneer,,Dairy,Raw Material,,13.48,9.05,22.53,kg,373.49,8414.73,0,0,8414.73,420.73,8835.46,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-25,2026-02-27,Closed,ING006,Cheese,,Dairy,Raw Material,,15.98,0.0,15.98,kg,475.71,7601.85,0,0,7601.85,380.09,7981.94,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-25,2026-02-24,Closed,ING010,Bagel,,Bakery,Raw Material,,215.0,0.0,215.0,pcs,29.86,6419.9,0,0,6419.9,321.0,6740.9,
ABNAH Cafe Connaught Place,Main Store,ChocoCraft Ingredients,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-25,2026-02-26,Closed,ING013,Brownie Base,,Dessert Inputs,Raw Material,,255.0,0.0,255.0,pcs,35.77,9121.35,0,0,9121.35,1641.84,10763.19,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-24,2026-02-24,Partially Received,ING027,Butter,,Dairy,Raw Material,,12.98,15.68,28.66,kg,521.81,14955.07,0,0,14955.07,1794.61,16749.68,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-23,2026-02-22,Closed,ING040,Napkin,,Packaging,Consumable,,1415.0,0.0,1415.0,pcs,0.32,452.8,0,0,452.8,81.5,534.3,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260222-OUT001-0055,,,2026-02-22,2026-02-23,2026-02-22,Closed,ING042,Sandwich Box,,Packaging,Consumable,,665.0,0.0,665.0,pcs,6.72,4468.8,0,0,4468.8,804.38,5273.18,
ABNAH Cafe Connaught Place,Main Store,BeanCraft Roasters Delhi,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-27,2026-02-26,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,7.21,0.0,7.21,kg,989.38,7133.43,0,0,7133.43,356.67,7490.1,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-28,2026-02-27,Partially Received,ING009,Bread,,Bakery,Raw Material,,171.92,163.08,335.0,pcs,12.62,4227.7,0,0,4227.7,211.38,4439.08,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-28,2026-03-01,Closed,ING011,Tortilla,,Bakery,Raw Material,,230.0,0.0,230.0,pcs,14.72,3385.6,0,0,3385.6,169.28,3554.88,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-26,2026-02-27,Closed,ING012,Croissant Base,,Bakery,Raw Material,,190.0,0.0,190.0,pcs,40.73,7738.7,0,0,7738.7,386.94,8125.64,
ABNAH Cafe Connaught Place,Main Store,TeaLeaf Traders NCR,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-26,2026-02-27,Closed,ING020,Tea Leaves,,Tea Inputs,Raw Material,,21.67,0.0,21.67,kg,645.96,13997.95,0,0,13997.95,699.9,14697.85,
ABNAH Cafe Connaught Place,Main Store,SpiceRoot Foods,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-28,,Pending,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,0.0,14.47,14.47,kg,280.12,4053.34,0,0,4053.34,729.6,4782.94,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-28,2026-02-28,Closed,ING036,Cold Cup,,Packaging,Consumable,,1070.0,0.0,1070.0,pcs,3.33,3563.1,0,0,3563.1,641.36,4204.46,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260225-OUT001-0058,,,2026-02-25,2026-02-27,2026-02-27,Closed,ING041,Dessert Box,,Packaging,Consumable,,430.0,0.0,430.0,pcs,5.01,2154.3,0,0,2154.3,387.78,2542.08,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260228-OUT001-0061,,,2026-02-28,2026-03-03,2026-03-05,Closed,ING002,Milk,,Dairy,Raw Material,,76.71,0.0,76.71,litre,70.56,5412.66,0,0,5412.66,270.63,5683.29,
ABNAH Cafe Connaught Place,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT001-0061,,,2026-02-28,2026-03-02,2026-03-01,Closed,ING014,Cake Base,,Dessert Inputs,Raw Material,,210.0,0.0,210.0,pcs,45.13,9477.3,0,0,9477.3,1705.91,11183.21,
ABNAH Cafe Connaught Place,Main Store,FreshDairy Foods NCR,PO-20260228-OUT001-0061,,,2026-02-28,2026-03-03,2026-03-03,Closed,ING027,Butter,,Dairy,Raw Material,,31.09,0.0,31.09,kg,515.91,16039.64,0,0,16039.64,1924.76,17964.4,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260228-OUT001-0061,,,2026-02-28,2026-03-01,2026-03-02,Closed,ING036,Cold Cup,,Packaging,Consumable,,1435.0,0.0,1435.0,pcs,3.28,4706.8,0,0,4706.8,847.22,5554.02,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260228-OUT001-0061,,,2026-02-28,2026-03-02,2026-03-01,Partially Received,ING041,Dessert Box,,Packaging,Consumable,,296.82,253.18,550.0,pcs,5.09,2799.5,0,0,2799.5,503.91,3303.41,
ABNAH Cafe Connaught Place,Main Store,PackPro Disposables,PO-20260228-OUT001-0061,,,2026-02-28,2026-03-02,2026-03-03,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,465.0,0.0,465.0,pcs,6.04,2808.6,0,0,2808.6,505.55,3314.15,
