Deployment,Date,Generation Date,Generation Time,Item Code,Item Name,Super Category Code,Super Category Name,Category Code,Category Name,Unit Name,Average Price,GK2 Main Store,Total Qty,Total Amt
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,297.12,87.1613,87.1613,25897.37
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,197.9,59.5256,59.5256,11780.12
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,316.2,16.3715,16.3715,5176.67
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.31,10180.5458,10180.5458,33697.61
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.95,12775.6376,12775.6376,37688.13
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.12,2402.6989,2402.6989,2691.02
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.58,2903.9846,2903.9846,1684.31
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.32,3847.9257,3847.9257,1231.34
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.24,2033.0957,2033.0957,10653.42
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.75,2525.3571,2525.3571,17046.16
ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.08,3523.787,3523.787,21424.62
