Deployment Name,Store/Kitchen Name,User Name,Vendor Name,Date,Transaction Number,Invoice Number,Batch Number,PR Number,PO Number,Invoice Date,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,MRP,Unit Price,Charges Name,Amount,Discount,GST/IGST Rate,GST/IGST Value,CESS Rate,CESS Value,Other Taxes Rate,Other Taxes Value,Total Tax,Item Charges Amount,Total,Source
ABNAH Cafe Hauz Khas,Main Store,ops.hk,SweetBase Foods,2026-02-04,GRN-OUT002-260204-00212,INV-2602-00212,,,PO-20260201-OUT002-0035,2026-02-04,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,10.8,litre,0,415.88,,4491.5,0.0,18.0,808.47,,,,,808.47,0,5299.97,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-02-01,GRN-OUT002-260201-00213,INV-2602-00213,,,PO-20260201-OUT002-0035,2026-02-01,ING037,Hot Cup,,Packaging,Consumable,,864.15,pcs,0,2.7,,2333.2,0.0,18.0,419.98,,,,,419.98,0,2753.18,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-02-03,GRN-OUT002-260203-00214,INV-2602-00214,,,PO-20260201-OUT002-0035,2026-02-03,ING040,Napkin,,Packaging,Consumable,,1436.26,pcs,0,0.32,,459.6,0.0,18.0,82.73,,,,,82.73,0,542.33,
ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-02-04,GRN-OUT002-260204-00215,INV-2602-00215,,,PO-20260201-OUT002-0035,2026-02-04,ING042,Sandwich Box,,Packaging,Consumable,,340.0,pcs,0,6.4,,2176.0,0.0,18.0,391.68,,,,,391.68,0,2567.68,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-02-03,GRN-OUT002-260203-00216,INV-2602-00216,,,PO-20260201-OUT002-0035,2026-02-03,ING043,Wrap Packaging,,Packaging,Consumable,,660.0,pcs,0,6.15,,4059.0,0.0,18.0,730.62,,,,,730.62,0,4789.62,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,BeanCraft Roasters Delhi,2026-02-06,GRN-OUT002-260206-00226,INV-2602-00226,,,PO-20260204-OUT002-0038,2026-02-06,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,11.06,kg,0,1016.58,,11243.37,0.0,5.0,562.17,,,,,562.17,0,11805.54,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,FreshDairy Foods NCR,2026-02-09,GRN-OUT002-260209-00227,INV-2602-00227,,,PO-20260204-OUT002-0038,2026-02-09,ING005,Paneer,,Dairy,Raw Material,,41.43,kg,0,364.53,,15102.48,0.0,5.0,755.12,,,,,755.12,0,15857.6,
ABNAH Cafe Hauz Khas,Main Store,store.manager,SweetBase Foods,2026-02-06,GRN-OUT002-260206-00228,INV-2602-00228,,,PO-20260204-OUT002-0038,2026-02-06,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,36.61,litre,0,249.14,,9121.02,0.0,18.0,1641.78,,,,,1641.78,0,10762.8,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,TeaLeaf Traders NCR,2026-02-05,GRN-OUT002-260205-00229,INV-2602-00229,,,PO-20260204-OUT002-0038,2026-02-05,ING021,Matcha Powder,,Tea Inputs,Raw Material,,10.56,kg,0,2134.18,,22536.94,0.0,18.0,4056.65,,,,,4056.65,0,26593.59,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,FrozenBerry Traders,2026-02-08,GRN-OUT002-260208-00230,INV-2602-00230,,,PO-20260204-OUT002-0038,2026-02-08,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,29.82,kg,0,419.09,,12497.26,0.0,18.0,2249.51,,,,,2249.51,0,14746.77,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-02-07,GRN-OUT002-260207-00231,INV-2602-00231,,,PO-20260204-OUT002-0038,2026-02-07,ING030,Capsicum,,Produce,Raw Material,,32.42,kg,0,87.24,,2828.32,0.0,5.0,141.42,,,,,141.42,0,2969.74,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-02-07,GRN-OUT002-260207-00232,INV-2602-00232,,,PO-20260204-OUT002-0038,2026-02-07,ING036,Cold Cup,,Packaging,Consumable,,1025.0,pcs,0,3.4,Freight,3485.0,0.0,18.0,627.3,,,,,627.3,0,4112.3,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-02-05,GRN-OUT002-260205-00233,INV-2602-00233,,,PO-20260204-OUT002-0038,2026-02-05,ING042,Sandwich Box,,Packaging,Consumable,,460.0,pcs,0,6.91,,3178.6,0.0,18.0,572.15,,,,,572.15,0,3750.75,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,Delhi Bakery Supply Co,2026-02-09,GRN-OUT002-260209-00246,INV-2602-00246,,,PO-20260207-OUT002-0041,2026-02-09,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,115.0,pcs,0,73.68,,8473.2,0.0,18.0,1525.18,,,,,1525.18,0,9998.38,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-02-09,GRN-OUT002-260209-00247,INV-2602-00247,,,PO-20260207-OUT002-0041,2026-02-09,ING030,Capsicum,,Produce,Raw Material,,15.55,kg,0,83.8,,1303.09,0.0,5.0,65.15,,,,,65.15,0,1368.24,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-02-09,GRN-OUT002-260209-00248,INV-2602-00248,,,PO-20260207-OUT002-0041,2026-02-09,ING040,Napkin,,Packaging,Consumable,,953.26,pcs,0,0.32,,305.04,0.0,18.0,54.91,,,,,54.91,0,359.95,
ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-02-08,GRN-OUT002-260208-00249,INV-2602-00249,,,PO-20260207-OUT002-0041,2026-02-08,ING041,Dessert Box,,Packaging,Consumable,,445.0,pcs,0,5.05,,2247.25,0.0,18.0,404.5,,,,,404.5,0,2651.75,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,FreshDairy Foods NCR,2026-02-14,GRN-OUT002-260214-00259,INV-2602-00259,,,PO-20260210-OUT002-0044,2026-02-14,ING004,Cream,,Dairy,Raw Material,,45.96,litre,0,208.06,,9562.44,0.0,5.0,478.12,,,,,478.12,0,10040.56,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,NorthStar Poultry,2026-02-13,GRN-OUT002-260213-00260,INV-2602-00260,,,PO-20260210-OUT002-0044,2026-02-13,ING008,Egg,,Protein,Raw Material,,360.0,pcs,0,7.11,,2559.6,0.0,5.0,127.98,,,,,127.98,0,2687.58,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-02-12,GRN-OUT002-260212-00261,INV-2602-00261,,,PO-20260210-OUT002-0044,2026-02-12,ING011,Tortilla,,Bakery,Raw Material,,425.0,pcs,0,15.71,,6676.75,0.0,5.0,333.84,,,,,333.84,0,7010.59,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-02-13,GRN-OUT002-260213-00262,INV-2602-00262,,,PO-20260210-OUT002-0044,2026-02-13,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,140.0,pcs,0,71.88,,10063.2,0.0,18.0,1811.38,,,,,1811.38,0,11874.58,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-02-14,GRN-OUT002-260214-00263,INV-2602-00263,,,PO-20260210-OUT002-0044,2026-02-14,ING028,Lettuce,,Produce,Raw Material,,30.37,kg,0,94.09,,2857.51,0.0,5.0,142.88,,,,,142.88,0,3000.39,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-02-10,GRN-OUT002-260210-00264,INV-2602-00264,,,PO-20260210-OUT002-0044,2026-02-10,ING037,Hot Cup,,Packaging,Consumable,,2405.0,pcs,0,2.87,,6902.35,0.0,18.0,1242.42,,,,,1242.42,0,8144.77,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,PackPro Disposables,2026-02-11,GRN-OUT002-260211-00265,INV-2602-00265,,,PO-20260210-OUT002-0044,2026-02-11,ING040,Napkin,,Packaging,Consumable,,1595.0,pcs,0,0.31,,494.45,0.0,18.0,89.0,,,,,89.0,0,583.45,
ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-02-16,GRN-OUT002-260216-00278,INV-2602-00278,,,PO-20260213-OUT002-0047,2026-02-16,ING005,Paneer,,Dairy,Raw Material,,40.71,kg,0,353.83,,14404.42,0.0,5.0,720.22,,,,,720.22,0,15124.64,
ABNAH Cafe Hauz Khas,Main Store,store.manager,Delhi Bakery Supply Co,2026-02-17,GRN-OUT002-260217-00279,INV-2602-00279,,,PO-20260213-OUT002-0047,2026-02-17,ING014,Cake Base,,Dessert Inputs,Raw Material,,175.0,pcs,0,44.98,Freight,7871.5,0.0,18.0,1416.87,,,,,1416.87,0,9288.37,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,SweetBase Foods,2026-02-14,GRN-OUT002-260214-00280,INV-2602-00280,,,PO-20260213-OUT002-0047,2026-02-14,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,69.06,litre,0,89.36,,6171.2,0.0,18.0,1110.82,,,,,1110.82,0,7282.02,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-02-14,GRN-OUT002-260214-00281,INV-2602-00281,,,PO-20260213-OUT002-0047,2026-02-14,ING038,Lid,,Packaging,Consumable,,2130.0,pcs,0,1.13,,2406.9,24.07,18.0,428.91,,,,,428.91,0,2811.74,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-02-14,GRN-OUT002-260214-00282,INV-2602-00282,,,PO-20260213-OUT002-0047,2026-02-14,ING040,Napkin,,Packaging,Consumable,,1829.86,pcs,0,0.34,,622.15,0.0,18.0,111.99,,,,,111.99,0,734.14,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-02-14,GRN-OUT002-260214-00283,INV-2602-00283,,,PO-20260213-OUT002-0047,2026-02-14,ING042,Sandwich Box,,Packaging,Consumable,,620.0,pcs,0,6.62,,4104.4,0.0,18.0,738.79,,,,,738.79,0,4843.19,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,BeanCraft Roasters Delhi,2026-02-18,GRN-OUT002-260218-00298,INV-2602-00298,,,PO-20260216-OUT002-0050,2026-02-18,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,16.07,kg,0,1010.79,,16243.4,0.0,5.0,812.17,,,,,812.17,0,17055.57,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,NorthStar Poultry,2026-02-19,GRN-OUT002-260219-00299,INV-2602-00299,,,PO-20260216-OUT002-0050,2026-02-19,ING008,Egg,,Protein,Raw Material,,270.0,pcs,0,6.97,,1881.9,0.0,5.0,94.09,,,,,94.09,0,1975.99,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-02-18,GRN-OUT002-260218-00300,INV-2602-00300,,,PO-20260216-OUT002-0050,2026-02-18,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,175.0,pcs,0,70.75,,12381.25,0.0,18.0,2228.62,,,,,2228.62,0,14609.87,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,SweetBase Foods,2026-02-20,GRN-OUT002-260220-00301,INV-2602-00301,,,PO-20260216-OUT002-0050,2026-02-20,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,71.91,litre,0,88.26,,6346.78,0.0,18.0,1142.42,,,,,1142.42,0,7489.2,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,FrozenBerry Traders,2026-02-19,GRN-OUT002-260219-00302,INV-2602-00302,,,PO-20260216-OUT002-0050,2026-02-19,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,27.26,kg,0,446.66,,12175.95,0.0,18.0,2191.67,,,,,2191.67,0,14367.62,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-02-21,GRN-OUT002-260221-00303,INV-2602-00303,,,PO-20260216-OUT002-0050,2026-02-21,ING030,Capsicum,,Produce,Raw Material,,34.57,kg,0,83.61,Freight,2890.4,0.0,5.0,144.52,,,,,144.52,0,3034.92,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-02-19,GRN-OUT002-260219-00304,INV-2602-00304,,,PO-20260216-OUT002-0050,2026-02-19,ING036,Cold Cup,,Packaging,Consumable,,1515.0,pcs,0,3.24,Freight,4908.6,0.0,18.0,883.55,,,,,883.55,0,5792.15,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,BeanCraft Roasters Delhi,2026-02-20,GRN-OUT002-260220-00317,INV-2602-00317,,,PO-20260219-OUT002-0053,2026-02-20,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,9.44,kg,0,956.53,,9029.64,0.0,5.0,451.48,,,,,451.48,0,9481.12,
ABNAH Cafe Hauz Khas,Main Store,store.manager,FreshDairy Foods NCR,2026-02-22,GRN-OUT002-260222-00318,INV-2602-00318,,,PO-20260219-OUT002-0053,2026-02-22,ING002,Milk,,Dairy,Raw Material,,189.7,litre,0,72.65,,13781.7,0.0,5.0,689.09,,,,,689.09,0,14470.79,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,FreshDairy Foods NCR,2026-02-23,GRN-OUT002-260223-00319,INV-2602-00319,,,PO-20260219-OUT002-0053,2026-02-23,ING004,Cream,,Dairy,Raw Material,,47.01,litre,0,214.17,,10068.13,0.0,5.0,503.41,,,,,503.41,0,10571.54,
ABNAH Cafe Hauz Khas,Main Store,store.manager,Metro Wholesale Delhi,2026-02-22,GRN-OUT002-260222-00320,INV-2602-00320,,,PO-20260219-OUT002-0053,2026-02-22,ING022,Ice,,Beverage Inputs,Raw Material,,254.62,kg,0,12.03,,3063.08,0.0,5.0,153.15,,,,,153.15,0,3216.23,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-02-22,GRN-OUT002-260222-00321,INV-2602-00321,,,PO-20260219-OUT002-0053,2026-02-22,ING023,Lemon,,Produce,Raw Material,,23.23,kg,0,106.18,,2466.56,0.0,5.0,123.33,,,,,123.33,0,2589.89,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-02-20,GRN-OUT002-260220-00322,INV-2602-00322,,,PO-20260219-OUT002-0053,2026-02-20,ING043,Wrap Packaging,,Packaging,Consumable,,430.0,pcs,0,5.71,,2455.3,0.0,18.0,441.95,,,,,441.95,0,2897.25,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-02-23,GRN-OUT002-260223-00338,INV-2602-00338,,,PO-20260222-OUT002-0056,2026-02-23,ING012,Croissant Base,,Bakery,Raw Material,,135.0,pcs,0,42.46,,5732.1,0.0,5.0,286.61,,,,,286.61,0,6018.71,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,SweetBase Foods,2026-02-27,GRN-OUT002-260227-00339,INV-2602-00339,,,PO-20260222-OUT002-0056,2026-02-27,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,25.04,litre,0,243.72,Freight,6102.75,0.0,18.0,1098.49,,,,,1098.49,0,7201.24,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,SweetBase Foods,2026-02-27,GRN-OUT002-260227-00340,INV-2602-00340,,,PO-20260222-OUT002-0056,2026-02-27,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,15.97,litre,0,379.42,,6059.34,0.0,18.0,1090.68,,,,,1090.68,0,7150.02,
ABNAH Cafe Hauz Khas,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-02-25,GRN-OUT002-260225-00341,INV-2602-00341,,,PO-20260222-OUT002-0056,2026-02-25,ING030,Capsicum,,Produce,Raw Material,,22.67,kg,0,80.61,,1827.43,0.0,5.0,91.37,,,,,91.37,0,1918.8,
ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-02-26,GRN-OUT002-260226-00342,INV-2602-00342,,,PO-20260222-OUT002-0056,2026-02-26,ING038,Lid,,Packaging,Consumable,,794.38,pcs,0,1.15,,913.54,0.0,18.0,164.44,,,,,164.44,0,1077.98,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,FreshDairy Foods NCR,2026-02-26,GRN-OUT002-260226-00357,INV-2602-00357,,,PO-20260225-OUT002-0059,2026-02-26,ING006,Cheese,,Dairy,Raw Material,,25.81,kg,0,473.08,,12210.19,0.0,5.0,610.51,,,,,610.51,0,12820.7,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,ChocoCraft Ingredients,2026-02-28,GRN-OUT002-260228-00358,INV-2602-00358,,,PO-20260225-OUT002-0059,2026-02-28,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,20.74,litre,0,267.04,,5538.41,0.0,18.0,996.91,,,,,996.91,0,6535.32,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,SweetBase Foods,2026-02-28,GRN-OUT002-260228-00359,INV-2602-00359,,,PO-20260225-OUT002-0059,2026-02-28,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,18.65,litre,0,413.53,,7712.33,0.0,18.0,1388.22,,,,,1388.22,0,9100.55,
ABNAH Cafe Hauz Khas,Main Store,ops.cp,PackPro Disposables,2026-02-27,GRN-OUT002-260227-00361,INV-2602-00361,,,PO-20260225-OUT002-0059,2026-02-27,ING036,Cold Cup,,Packaging,Consumable,,1163.06,pcs,0,3.39,,3942.77,0.0,18.0,709.7,,,,,709.7,0,4652.47,
ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-02-28,GRN-OUT002-260228-00362,INV-2602-00362,,,PO-20260225-OUT002-0059,2026-02-28,ING038,Lid,,Packaging,Consumable,,1104.23,pcs,0,1.15,,1269.86,0.0,18.0,228.57,,,,,228.57,0,1498.43,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-02-28,GRN-OUT002-260228-00377,INV-2602-00377,,,PO-20260228-OUT002-0062,2026-02-28,ING009,Bread,,Bakery,Raw Material,,294.29,pcs,0,11.83,,3481.45,0.0,5.0,174.07,,,,,174.07,0,3655.52,
