Deployment Name,Store/Kitchen Name,User Name,Vendor Name,Date,Transaction Number,Invoice Number,Batch Number,PR Number,PO Number,Invoice Date,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,MRP,Unit Price,Charges Name,Amount,Discount,GST/IGST Rate,GST/IGST Value,CESS Rate,CESS Value,Other Taxes Rate,Other Taxes Value,Total Tax,Item Charges Amount,Total,Source
ABNAH Cafe Connaught Place,Main Store,ops.cp,NorthStar Poultry,2026-03-08,GRN-OUT001-260308-00404,INV-2603-00404,,,PO-20260304-OUT001-0067,2026-03-08,ING008,Egg,,Protein,Raw Material,,505.0,pcs,0,7.61,,3843.05,0.0,5.0,192.15,,,,,192.15,0,4035.2,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,TeaLeaf Traders NCR,2026-03-07,GRN-OUT001-260307-00405,INV-2603-00405,,,PO-20260304-OUT001-0067,2026-03-07,ING021,Matcha Powder,,Tea Inputs,Raw Material,,6.76,kg,0,2233.15,,15096.09,0.0,18.0,2717.3,,,,,2717.3,0,17813.39,
ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-03-06,GRN-OUT001-260306-00406,INV-2603-00406,,,PO-20260304-OUT001-0067,2026-03-06,ING036,Cold Cup,,Packaging,Consumable,,2460.0,pcs,0,3.14,Freight,7724.4,0.0,18.0,1390.39,,,,,1390.39,0,9114.79,
ABNAH Cafe Connaught Place,Main Store,ops.hk,PackPro Disposables,2026-03-06,GRN-OUT001-260306-00407,INV-2603-00407,,,PO-20260304-OUT001-0067,2026-03-06,ING037,Hot Cup,,Packaging,Consumable,,1760.0,pcs,0,2.8,,4928.0,0.0,18.0,887.04,,,,,887.04,0,5815.04,
ABNAH Cafe Connaught Place,Main Store,store.manager,Delhi Bakery Supply Co,2026-03-08,GRN-OUT001-260308-00418,INV-2603-00418,,,PO-20260307-OUT001-0070,2026-03-08,ING009,Bread,,Bakery,Raw Material,,355.0,pcs,0,12.85,,4561.75,0.0,5.0,228.09,,,,,228.09,0,4789.84,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-09,GRN-OUT001-260309-00419,INV-2603-00419,,,PO-20260307-OUT001-0070,2026-03-09,ING010,Bagel,,Bakery,Raw Material,,175.0,pcs,0,29.33,,5132.75,0.0,5.0,256.64,,,,,256.64,0,5389.39,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-09,GRN-OUT001-260309-00420,INV-2603-00420,,,PO-20260307-OUT001-0070,2026-03-09,ING011,Tortilla,,Bakery,Raw Material,,200.0,pcs,0,15.22,,3044.0,30.44,5.0,150.68,,,,,150.68,0,3164.24,
ABNAH Cafe Connaught Place,Main Store,store.manager,ChocoCraft Ingredients,2026-03-08,GRN-OUT001-260308-00421,INV-2603-00421,,,PO-20260307-OUT001-0070,2026-03-08,ING013,Brownie Base,,Dessert Inputs,Raw Material,,195.0,pcs,0,34.97,,6819.15,0.0,18.0,1227.45,,,,,1227.45,0,8046.6,
ABNAH Cafe Connaught Place,Main Store,ops.hk,Delhi Bakery Supply Co,2026-03-09,GRN-OUT001-260309-00422,INV-2603-00422,,,PO-20260307-OUT001-0070,2026-03-09,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,70.0,pcs,0,76.25,,5337.5,0.0,18.0,960.75,,,,,960.75,0,6298.25,
ABNAH Cafe Connaught Place,Main Store,store.manager,SpiceRoot Foods,2026-03-11,GRN-OUT001-260311-00423,INV-2603-00423,,,PO-20260307-OUT001-0070,2026-03-11,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,13.91,kg,0,359.47,,5000.23,0.0,18.0,900.04,,,,,900.04,0,5900.27,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,SpiceRoot Foods,2026-03-09,GRN-OUT001-260309-00424,INV-2603-00424,,,PO-20260307-OUT001-0070,2026-03-09,ING035,Aioli,,Syrups & Sauces,Raw Material,,16.05,kg,0,310.68,,4986.41,0.0,18.0,897.55,,,,,897.55,0,5883.96,
ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-03-08,GRN-OUT001-260308-00425,INV-2603-00425,,,PO-20260307-OUT001-0070,2026-03-08,ING036,Cold Cup,,Packaging,Consumable,,448.74,pcs,0,3.14,,1409.04,0.0,18.0,253.63,,,,,253.63,0,1662.67,
ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-03-15,GRN-OUT001-260315-00440,INV-2603-00440,,,PO-20260310-OUT001-0073,2026-03-15,ING005,Paneer,,Dairy,Raw Material,,32.89,kg,0,389.15,,12799.14,0.0,5.0,639.96,,,,,639.96,0,13439.1,
ABNAH Cafe Connaught Place,Main Store,ops.cp,NorthStar Poultry,2026-03-13,GRN-OUT001-260313-00441,INV-2603-00441,,,PO-20260310-OUT001-0073,2026-03-13,ING007,Chicken,,Protein,Raw Material,,13.84,kg,0,347.6,,4810.78,0.0,5.0,240.54,,,,,240.54,0,5051.32,
ABNAH Cafe Connaught Place,Main Store,ops.hk,Delhi Bakery Supply Co,2026-03-11,GRN-OUT001-260311-00442,INV-2603-00442,,,PO-20260310-OUT001-0073,2026-03-11,ING012,Croissant Base,,Bakery,Raw Material,,125.62,pcs,0,42.73,,5367.74,0.0,5.0,268.39,,,,,268.39,0,5636.13,
ABNAH Cafe Connaught Place,Main Store,ops.hk,Delhi Bakery Supply Co,2026-03-10,GRN-OUT001-260310-00443,INV-2603-00443,,,PO-20260310-OUT001-0073,2026-03-10,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,130.0,pcs,0,70.51,,9166.3,0.0,18.0,1649.93,,,,,1649.93,0,10816.23,
ABNAH Cafe Connaught Place,Main Store,ops.saket,SweetBase Foods,2026-03-12,GRN-OUT001-260312-00444,INV-2603-00444,,,PO-20260310-OUT001-0073,2026-03-12,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,39.01,litre,0,264.55,,10320.1,0.0,18.0,1857.62,,,,,1857.62,0,12177.72,
ABNAH Cafe Connaught Place,Main Store,ops.hk,FreshDairy Foods NCR,2026-03-11,GRN-OUT001-260311-00445,INV-2603-00445,,,PO-20260310-OUT001-0073,2026-03-11,ING027,Butter,,Dairy,Raw Material,,18.13,kg,0,526.82,,9551.25,0.0,12.0,1146.15,,,,,1146.15,0,10697.4,
ABNAH Cafe Connaught Place,Main Store,ops.hk,PackPro Disposables,2026-03-14,GRN-OUT001-260314-00446,INV-2603-00446,,,PO-20260310-OUT001-0073,2026-03-14,ING038,Lid,,Packaging,Consumable,,995.0,pcs,0,1.14,Freight,1134.3,0.0,18.0,204.17,,,,,204.17,0,1338.47,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-03-16,GRN-OUT001-260316-00459,INV-2603-00459,,,PO-20260313-OUT001-0076,2026-03-16,ING006,Cheese,,Dairy,Raw Material,,24.18,kg,0,494.73,,11962.57,0.0,5.0,598.13,,,,,598.13,0,12560.7,
ABNAH Cafe Connaught Place,Main Store,ops.saket,NorthStar Poultry,2026-03-16,GRN-OUT001-260316-00460,INV-2603-00460,,,PO-20260313-OUT001-0076,2026-03-16,ING007,Chicken,,Protein,Raw Material,,51.13,kg,0,351.65,,17979.86,0.0,5.0,898.99,,,,,898.99,0,18878.85,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-15,GRN-OUT001-260315-00461,INV-2603-00461,,,PO-20260313-OUT001-0076,2026-03-15,ING011,Tortilla,,Bakery,Raw Material,,325.0,pcs,0,14.9,,4842.5,48.43,5.0,239.7,,,,,239.7,0,5033.77,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-13,GRN-OUT001-260313-00462,INV-2603-00462,,,PO-20260313-OUT001-0076,2026-03-13,ING014,Cake Base,,Dessert Inputs,Raw Material,,175.0,pcs,0,48.63,Freight,8510.25,0.0,18.0,1531.85,,,,,1531.85,0,10042.1,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-15,GRN-OUT001-260315-00463,INV-2603-00463,,,PO-20260313-OUT001-0076,2026-03-15,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,85.0,pcs,0,72.57,,6168.45,0.0,18.0,1110.32,,,,,1110.32,0,7278.77,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,SweetBase Foods,2026-03-17,GRN-OUT001-260317-00464,INV-2603-00464,,,PO-20260313-OUT001-0076,2026-03-17,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,36.71,litre,0,96.89,,3556.83,0.0,18.0,640.23,,,,,640.23,0,4197.06,
ABNAH Cafe Connaught Place,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-03-15,GRN-OUT001-260315-00465,INV-2603-00465,,,PO-20260313-OUT001-0076,2026-03-15,ING028,Lettuce,,Produce,Raw Material,,29.99,kg,0,100.23,,3005.9,0.0,5.0,150.29,,,,,150.29,0,3156.19,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-03-14,GRN-OUT001-260314-00466,INV-2603-00466,,,PO-20260313-OUT001-0076,2026-03-14,ING039,Straw,,Packaging,Consumable,,775.0,pcs,0,0.59,,457.25,0.0,18.0,82.31,,,,,82.31,0,539.56,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,TeaLeaf Traders NCR,2026-03-19,GRN-OUT001-260319-00480,INV-2603-00480,,,PO-20260316-OUT001-0079,2026-03-19,ING021,Matcha Powder,,Tea Inputs,Raw Material,,8.86,kg,0,2192.22,Freight,19423.07,0.0,18.0,3496.15,,,,,3496.15,0,22919.22,
ABNAH Cafe Connaught Place,Main Store,ops.cp,FrozenBerry Traders,2026-03-18,GRN-OUT001-260318-00481,INV-2603-00481,,,PO-20260316-OUT001-0079,2026-03-18,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,19.93,kg,0,419.14,,8353.46,0.0,18.0,1503.62,,,,,1503.62,0,9857.08,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,SpiceRoot Foods,2026-03-20,GRN-OUT001-260320-00482,INV-2603-00482,,,PO-20260316-OUT001-0079,2026-03-20,ING035,Aioli,,Syrups & Sauces,Raw Material,,25.25,kg,0,330.94,,8356.24,0.0,18.0,1504.12,,,,,1504.12,0,9860.36,
ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-03-18,GRN-OUT001-260318-00483,INV-2603-00483,,,PO-20260316-OUT001-0079,2026-03-18,ING038,Lid,,Packaging,Consumable,,951.22,pcs,0,1.12,,1065.37,0.0,18.0,191.77,,,,,191.77,0,1257.14,
ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-03-17,GRN-OUT001-260317-00484,INV-2603-00484,,,PO-20260316-OUT001-0079,2026-03-17,ING039,Straw,,Packaging,Consumable,,1445.0,pcs,0,0.57,,823.65,0.0,18.0,148.26,,,,,148.26,0,971.91,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-03-19,GRN-OUT001-260319-00485,INV-2603-00485,,,PO-20260316-OUT001-0079,2026-03-19,ING042,Sandwich Box,,Packaging,Consumable,,610.0,pcs,0,6.68,,4074.8,0.0,18.0,733.46,,,,,733.46,0,4808.26,
ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-03-23,GRN-OUT001-260323-00496,INV-2603-00496,,,PO-20260319-OUT001-0082,2026-03-23,ING006,Cheese,,Dairy,Raw Material,,9.09,kg,0,528.51,,4804.16,48.04,5.0,237.81,,,,,237.81,0,4993.93,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-20,GRN-OUT001-260320-00497,INV-2603-00497,,,PO-20260319-OUT001-0082,2026-03-20,ING009,Bread,,Bakery,Raw Material,,500.0,pcs,0,11.84,,5920.0,0.0,5.0,296.0,,,,,296.0,0,6216.0,
ABNAH Cafe Connaught Place,Main Store,ops.hk,Metro Wholesale Delhi,2026-03-21,GRN-OUT001-260321-00498,INV-2603-00498,,,PO-20260319-OUT001-0082,2026-03-21,ING022,Ice,,Beverage Inputs,Raw Material,,260.64,kg,0,12.7,,3310.13,0.0,5.0,165.51,,,,,165.51,0,3475.64,
ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-03-20,GRN-OUT001-260320-00499,INV-2603-00499,,,PO-20260319-OUT001-0082,2026-03-20,ING039,Straw,,Packaging,Consumable,,800.0,pcs,0,0.57,,456.0,0.0,18.0,82.08,,,,,82.08,0,538.08,
ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-03-20,GRN-OUT001-260320-00500,INV-2603-00500,,,PO-20260319-OUT001-0082,2026-03-20,ING041,Dessert Box,,Packaging,Consumable,,620.0,pcs,0,5.37,,3329.4,0.0,18.0,599.29,,,,,599.29,0,3928.69,
ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-03-23,GRN-OUT001-260323-00501,INV-2603-00501,,,PO-20260319-OUT001-0082,2026-03-23,ING042,Sandwich Box,,Packaging,Consumable,,505.0,pcs,0,6.36,,3211.8,0.0,18.0,578.12,,,,,578.12,0,3789.92,
ABNAH Cafe Connaught Place,Main Store,ops.hk,FreshDairy Foods NCR,2026-03-23,GRN-OUT001-260323-00514,INV-2603-00514,,,PO-20260322-OUT001-0085,2026-03-23,ING005,Paneer,,Dairy,Raw Material,,16.11,kg,0,366.98,,5912.05,0.0,5.0,295.6,,,,,295.6,0,6207.65,
ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-03-25,GRN-OUT001-260325-00515,INV-2603-00515,,,PO-20260322-OUT001-0085,2026-03-25,ING006,Cheese,,Dairy,Raw Material,,16.82,kg,0,483.11,,8125.91,0.0,5.0,406.3,,,,,406.3,0,8532.21,
ABNAH Cafe Connaught Place,Main Store,ops.hk,Delhi Bakery Supply Co,2026-03-25,GRN-OUT001-260325-00516,INV-2603-00516,,,PO-20260322-OUT001-0085,2026-03-25,ING009,Bread,,Bakery,Raw Material,,370.0,pcs,0,12.54,,4639.8,0.0,5.0,231.99,,,,,231.99,0,4871.79,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-23,GRN-OUT001-260323-00517,INV-2603-00517,,,PO-20260322-OUT001-0085,2026-03-23,ING012,Croissant Base,,Bakery,Raw Material,,170.0,pcs,0,41.76,,7099.2,0.0,5.0,354.96,,,,,354.96,0,7454.16,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-25,GRN-OUT001-260325-00518,INV-2603-00518,,,PO-20260322-OUT001-0085,2026-03-25,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,100.0,pcs,0,75.71,,7571.0,0.0,18.0,1362.78,,,,,1362.78,0,8933.78,
ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-03-25,GRN-OUT001-260325-00519,INV-2603-00519,,,PO-20260322-OUT001-0085,2026-03-25,ING043,Wrap Packaging,,Packaging,Consumable,,280.0,pcs,0,6.09,,1705.2,0.0,18.0,306.94,,,,,306.94,0,2012.14,
ABNAH Cafe Connaught Place,Main Store,ops.cp,BeanCraft Roasters Delhi,2026-03-26,GRN-OUT001-260326-00528,INV-2603-00528,,,PO-20260325-OUT001-0088,2026-03-26,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,14.17,kg,0,1017.34,,14415.71,144.16,5.0,713.58,,,,,713.58,0,14985.13,
ABNAH Cafe Connaught Place,Main Store,ops.cp,FreshDairy Foods NCR,2026-03-27,GRN-OUT001-260327-00529,INV-2603-00529,,,PO-20260325-OUT001-0088,2026-03-27,ING002,Milk,,Dairy,Raw Material,,157.48,litre,0,74.48,,11729.11,0.0,5.0,586.46,,,,,586.46,0,12315.57,
ABNAH Cafe Connaught Place,Main Store,store.manager,Delhi Bakery Supply Co,2026-03-27,GRN-OUT001-260327-00530,INV-2603-00530,,,PO-20260325-OUT001-0088,2026-03-27,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,115.0,pcs,0,76.63,,8812.45,0.0,18.0,1586.24,,,,,1586.24,0,10398.69,
ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-03-29,GRN-OUT001-260329-00531,INV-2603-00531,,,PO-20260325-OUT001-0088,2026-03-29,ING027,Butter,,Dairy,Raw Material,,16.38,kg,0,559.49,,9164.45,0.0,12.0,1099.73,,,,,1099.73,0,10264.18,
ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-03-26,GRN-OUT001-260326-00532,INV-2603-00532,,,PO-20260325-OUT001-0088,2026-03-26,ING040,Napkin,,Packaging,Consumable,,1755.0,pcs,0,0.35,,614.25,0.0,18.0,110.56,,,,,110.56,0,724.81,
ABNAH Cafe Connaught Place,Main Store,ops.cp,PackPro Disposables,2026-03-25,GRN-OUT001-260325-00533,INV-2603-00533,,,PO-20260325-OUT001-0088,2026-03-25,ING043,Wrap Packaging,,Packaging,Consumable,,610.0,pcs,0,5.76,Freight,3513.6,0.0,18.0,632.45,,,,,632.45,0,4146.05,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,FreshDairy Foods NCR,2026-03-31,GRN-OUT001-260331-00547,INV-2603-00547,,,PO-20260328-OUT001-0091,2026-03-31,ING002,Milk,,Dairy,Raw Material,,82.61,litre,0,74.86,,6184.18,0.0,5.0,309.21,,,,,309.21,0,6493.39,
ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-03-30,GRN-OUT001-260330-00548,INV-2603-00548,,,PO-20260328-OUT001-0091,2026-03-30,ING010,Bagel,,Bakery,Raw Material,,190.0,pcs,0,29.85,,5671.5,0.0,5.0,283.57,,,,,283.57,0,5955.07,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-03-31,GRN-OUT001-260331-00549,INV-2603-00549,,,PO-20260328-OUT001-0091,2026-03-31,ING011,Tortilla,,Bakery,Raw Material,,236.6,pcs,0,15.22,,3601.05,36.01,5.0,178.25,,,,,178.25,0,3743.29,
ABNAH Cafe Connaught Place,Main Store,store.manager,Delhi Bakery Supply Co,2026-03-29,GRN-OUT001-260329-00550,INV-2603-00550,,,PO-20260328-OUT001-0091,2026-03-29,ING014,Cake Base,,Dessert Inputs,Raw Material,,160.0,pcs,0,47.66,,7625.6,0.0,18.0,1372.61,,,,,1372.61,0,8998.21,
ABNAH Cafe Connaught Place,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-03-30,GRN-OUT001-260330-00551,INV-2603-00551,,,PO-20260328-OUT001-0091,2026-03-30,ING026,Banana,,Produce,Raw Material,,70.89,kg,0,77.88,,5520.91,0.0,5.0,276.05,,,,,276.05,0,5796.96,
ABNAH Cafe Connaught Place,Main Store,store.manager,GreenLeaf Produce Delhi,2026-03-31,GRN-OUT001-260331-00552,INV-2603-00552,,,PO-20260328-OUT001-0091,2026-03-31,ING029,Onion,,Produce,Raw Material,,76.16,kg,0,46.89,,3571.14,0.0,5.0,178.56,,,,,178.56,0,3749.7,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-03-31,GRN-OUT001-260331-00553,INV-2603-00553,,,PO-20260328-OUT001-0091,2026-03-31,ING041,Dessert Box,,Packaging,Consumable,,675.0,pcs,0,4.93,,3327.75,0.0,18.0,599.0,,,,,599.0,0,3926.75,
ABNAH Cafe Connaught Place,Main Store,ops.hk,PackPro Disposables,2026-03-31,GRN-OUT001-260331-00554,INV-2603-00554,,,PO-20260328-OUT001-0091,2026-03-31,ING043,Wrap Packaging,,Packaging,Consumable,,227.88,pcs,0,6.12,,1394.63,0.0,18.0,251.03,,,,,251.03,0,1645.66,
ABNAH Cafe Connaught Place,Main Store,store.manager,NorthStar Poultry,2026-03-31,GRN-OUT001-260331-00569,INV-2603-00569,,,PO-20260331-OUT001-0094,2026-03-31,ING008,Egg,,Protein,Raw Material,,520.0,pcs,0,7.56,,3931.2,39.31,5.0,194.59,,,,,194.59,0,4086.48,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,SweetBase Foods,2026-03-31,GRN-OUT001-260331-00570,INV-2603-00570,,,PO-20260331-OUT001-0094,2026-03-31,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,42.5,litre,0,261.2,,11101.0,0.0,18.0,1998.18,,,,,1998.18,0,13099.18,
ABNAH Cafe Connaught Place,Main Store,store.manager,Metro Wholesale Delhi,2026-03-31,GRN-OUT001-260331-00571,INV-2603-00571,,,PO-20260331-OUT001-0094,2026-03-31,ING022,Ice,,Beverage Inputs,Raw Material,,320.94,kg,0,12.45,,3995.7,0.0,5.0,199.78,,,,,199.78,0,4195.48,
ABNAH Cafe Connaught Place,Main Store,ops.saket,FreshDairy Foods NCR,2026-03-31,GRN-OUT001-260331-00572,INV-2603-00572,,,PO-20260331-OUT001-0094,2026-03-31,ING027,Butter,,Dairy,Raw Material,,18.41,kg,0,541.57,,9970.3,0.0,12.0,1196.44,,,,,1196.44,0,11166.74,
ABNAH Cafe Connaught Place,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-03-31,GRN-OUT001-260331-00573,INV-2603-00573,,,PO-20260331-OUT001-0094,2026-03-31,ING029,Onion,,Produce,Raw Material,,62.33,kg,0,44.57,,2778.05,0.0,5.0,138.9,,,,,138.9,0,2916.95,
ABNAH Cafe Connaught Place,Main Store,ops.saket,SpiceRoot Foods,2026-03-31,GRN-OUT001-260331-00574,INV-2603-00574,,,PO-20260331-OUT001-0094,2026-03-31,ING034,Salsa,,Syrups & Sauces,Raw Material,,21.31,kg,0,197.99,,4219.17,0.0,18.0,759.45,,,,,759.45,0,4978.62,
ABNAH Cafe Connaught Place,Main Store,store.manager,PackPro Disposables,2026-03-31,GRN-OUT001-260331-00575,INV-2603-00575,,,PO-20260331-OUT001-0094,2026-03-31,ING036,Cold Cup,,Packaging,Consumable,,2155.0,pcs,0,3.25,,7003.75,70.04,18.0,1248.07,,,,,1248.07,0,8181.78,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-03-31,GRN-OUT001-260331-00576,INV-2603-00576,,,PO-20260331-OUT001-0094,2026-03-31,ING039,Straw,,Packaging,Consumable,,1330.0,pcs,0,0.57,,758.1,0.0,18.0,136.46,,,,,136.46,0,894.56,
