row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260113_00062,ABNAH Cafe Hauz Khas,Main Store,ops.hk,FrozenBerry Traders,2026-01-13,GRN-20260113-00062,INV-260110-00062,2026-01-13,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,30.56,kg,460.66,407.57,12455.34,186.83,18,2208.33,2208.33,0.0,14476.84,0.0,0.0,14476.84
ENT_20260114_00078,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-14,GRN-20260114-00078,INV-260113-00078,2026-01-14,ING010,Bagel,Bakery,Raw Material,220.0,pcs,29.86,27.64,6080.8,0.0,5,304.04,304.04,18.0,6402.84,0.0,0.0,6402.84
ENT_20260114_00079,ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-14,GRN-20260114-00079,INV-260113-00079,2026-01-14,ING012,Croissant Base,Bakery,Raw Material,165.0,pcs,46.82,41.69,6878.85,0.0,5,343.94,343.94,25.0,7247.79,0.0,0.0,7247.79
ENT_20260114_00081,ABNAH Cafe Hauz Khas,Main Store,ops.cp,SpiceRoot Foods,2026-01-14,GRN-20260114-00081,INV-260113-00081,2026-01-14,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,17.35,kg,339.96,300.1,5206.74,78.1,18,923.16,923.16,12.0,6063.8,0.0,0.0,6063.8
ENT_20260115_00080,ABNAH Cafe Hauz Khas,Main Store,store.manager,SweetBase Foods,2026-01-15,GRN-20260115-00080,INV-260113-00080,2026-01-15,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,18.94,litre,447.35,410.4,7772.98,77.73,5,384.76,384.76,0.0,8080.01,0.0,0.0,8080.01
ENT_20260115_00082,ABNAH Cafe Hauz Khas,Main Store,ops.cp,NorthStar Poultry,2026-01-15,GRN-20260115-00082,INV-260113-00082,2026-01-15,ING007,Chicken,Protein,Raw Material,59.15,kg,379.99,325.47,19251.55,0.0,5,962.58,962.58,0.0,20214.13,0.0,0.0,20214.13
ENT_20260117_00095,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-01-17,GRN-20260117-00095,INV-260116-00095,2026-01-17,ING043,Wrap Packaging,Packaging,Consumable,530.0,pcs,6.44,5.87,3111.1,46.67,18,551.6,551.6,0.0,3616.03,0.0,0.0,3616.03
ENT_20260117_00096,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-01-17,GRN-20260117-00096,INV-260116-00096,2026-01-17,ING036,Cold Cup,Packaging,Consumable,1605.0,pcs,3.66,3.38,5424.9,0.0,18,976.48,976.48,0.0,6401.38,0.0,0.0,6401.38
ENT_20260118_00098,ABNAH Cafe Hauz Khas,Main Store,ops.saket,Delhi Bakery Supply Co,2026-01-18,GRN-20260118-00098,INV-260116-00098,2026-01-18,ING009,Bread,Bakery,Raw Material,450.0,pcs,13.29,11.55,5197.5,0.0,5,259.88,259.88,18.0,5475.38,0.0,0.0,5475.38
ENT_20260119_00097,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,TeaLeaf Traders NCR,2026-01-19,GRN-20260119-00097,INV-260116-00097,2026-01-19,ING021,Matcha Powder,Tea Inputs,Raw Material,7.94,kg,2348.75,2071.27,16445.88,246.69,5,809.96,809.96,25.0,17034.15,0.0,0.0,17034.15
ENT_20260119_00099,ABNAH Cafe Hauz Khas,Main Store,ops.hk,Delhi Bakery Supply Co,2026-01-19,GRN-20260119-00099,INV-260116-00099,2026-01-19,ING012,Croissant Base,Bakery,Raw Material,185.0,pcs,46.92,40.59,7509.15,112.64,5,369.83,369.83,18.0,7784.34,0.0,0.0,7784.34
ENT_20260120_00114,ABNAH Cafe Hauz Khas,Main Store,ops.cp,BeanCraft Roasters Delhi,2026-01-20,GRN-20260120-00114,INV-260119-00114,2026-01-20,ING001,Coffee Beans,Coffee Inputs,Raw Material,11.03,kg,1131.18,1011.03,11151.66,0.0,5,557.58,557.58,0.0,11709.24,0.0,0.0,11709.24
ENT_20260121_00115,ABNAH Cafe Hauz Khas,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-21,GRN-20260121-00115,INV-260119-00115,2026-01-21,ING005,Paneer,Dairy,Raw Material,40.35,kg,391.39,346.48,13980.47,0.0,5,699.02,699.02,18.0,14697.49,0.0,0.0,14697.49
ENT_20260121_00116,ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-01-21,GRN-20260121-00116,INV-260119-00116,2026-01-21,ING040,Napkin,Packaging,Consumable,1340.0,pcs,0.36,0.32,428.8,0.0,18,77.18,77.18,0.0,505.98,0.0,0.0,505.98
ENT_20260122_00113,ABNAH Cafe Hauz Khas,Main Store,store.manager,SweetBase Foods,2026-01-22,GRN-20260122-00113,INV-260119-00113,2026-01-22,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,41.45,litre,96.25,88.42,3665.01,54.98,18,649.81,649.81,0.0,4259.84,0.0,0.0,4259.84
ENT_20260122_00117,ABNAH Cafe Hauz Khas,Main Store,ops.cp,PackPro Disposables,2026-01-22,GRN-20260122-00117,INV-260119-00117,2026-01-22,ING037,Hot Cup,Packaging,Consumable,1660.0,pcs,3.52,2.98,4946.8,49.47,18,881.52,881.52,0.0,5778.85,0.0,0.0,5778.85
ENT_20260122_00118,ABNAH Cafe Hauz Khas,Main Store,ops.cp,NorthStar Poultry,2026-01-22,GRN-20260122-00118,INV-260119-00118,2026-01-22,ING008,Egg,Protein,Raw Material,385.0,pcs,7.72,7.11,2737.35,0.0,5,136.87,136.87,12.0,2886.22,0.0,0.0,2886.22
ENT_20260123_00133,ABNAH Cafe Hauz Khas,Main Store,ops.saket,GreenLeaf Produce Delhi,2026-01-23,GRN-20260123-00133,INV-260122-00133,2026-01-23,ING030,Capsicum,Produce,Raw Material,44.09,kg,89.5,80.91,3567.32,53.51,5,175.69,175.69,0.0,3689.5,0.0,0.0,3689.5
ENT_20260123_00134,ABNAH Cafe Hauz Khas,Main Store,ops.cp,NorthStar Poultry,2026-01-23,GRN-20260123-00134,INV-260122-00134,2026-01-23,ING007,Chicken,Protein,Raw Material,62.59,kg,359.0,325.38,20365.53,305.48,5,1003.0,1003.0,12.0,21075.05,0.0,0.0,21075.05
ENT_20260123_00135,ABNAH Cafe Hauz Khas,Main Store,store.manager,GreenLeaf Produce Delhi,2026-01-23,GRN-20260123-00135,INV-260122-00135,2026-01-23,ING026,Banana,Produce,Raw Material,74.57,kg,77.85,70.59,5263.9,0.0,5,263.19,263.19,25.0,5552.09,0.0,0.0,5552.09
ENT_20260123_00137,ABNAH Cafe Hauz Khas,Main Store,store.manager,Delhi Bakery Supply Co,2026-01-23,GRN-20260123-00137,INV-260122-00137,2026-01-23,ING011,Tortilla,Bakery,Raw Material,365.0,pcs,16.85,15.15,5529.75,55.3,5,273.72,273.72,18.0,5766.17,0.0,0.0,5766.17
ENT_20260123_00139,ABNAH Cafe Hauz Khas,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-01-23,GRN-20260123-00139,INV-260122-00139,2026-01-23,ING023,Lemon,Produce,Raw Material,27.29,kg,122.96,106.43,2904.47,29.04,5,143.77,143.77,18.0,3037.2,0.0,0.0,3037.2
ENT_20260124_00138,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-24,GRN-20260124-00138,INV-260122-00138,2026-01-24,ING037,Hot Cup,Packaging,Consumable,2090.0,pcs,3.04,2.75,5747.5,0.0,18,1034.55,1034.55,25.0,6807.05,0.0,0.0,6807.05
ENT_20260125_00136,ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-01-25,GRN-20260125-00136,INV-260122-00136,2026-01-25,ING041,Dessert Box,Packaging,Consumable,555.0,pcs,5.87,5.09,2824.95,42.37,18,500.86,500.86,0.0,3283.44,0.0,0.0,3283.44
ENT_20260126_00155,ABNAH Cafe Hauz Khas,Main Store,ops.saket,SpiceRoot Foods,2026-01-26,GRN-20260126-00155,INV-260125-00155,2026-01-26,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,34.72,kg,295.97,269.08,9342.46,0.0,18,1681.64,1681.64,0.0,11024.1,0.0,0.0,11024.1
ENT_20260126_00157,ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-26,GRN-20260126-00157,INV-260125-00157,2026-01-26,ING010,Bagel,Bakery,Raw Material,240.0,pcs,30.92,27.87,6688.8,0.0,5,334.44,334.44,0.0,7023.24,0.0,0.0,7023.24
ENT_20260126_00159,ABNAH Cafe Hauz Khas,Main Store,ops.hk,Delhi Bakery Supply Co,2026-01-26,GRN-20260126-00159,INV-260125-00159,2026-01-26,ING009,Bread,Bakery,Raw Material,630.0,pcs,13.05,11.98,7547.4,113.21,5,371.71,371.71,0.0,7805.9,0.0,0.0,7805.9
ENT_20260127_00156,ABNAH Cafe Hauz Khas,Main Store,ops.hk,Delhi Bakery Supply Co,2026-01-27,GRN-20260127-00156,INV-260125-00156,2026-01-27,ING011,Tortilla,Bakery,Raw Material,350.0,pcs,16.61,15.34,5369.0,53.69,5,265.77,265.77,12.0,5593.08,0.0,0.0,5593.08
ENT_20260127_00161,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-27,GRN-20260127-00161,INV-260125-00161,2026-01-27,ING043,Wrap Packaging,Packaging,Consumable,390.0,pcs,6.92,5.98,2332.2,0.0,18,419.8,419.8,25.0,2777.0,0.0,0.0,2777.0
ENT_20260128_00158,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,ChocoCraft Ingredients,2026-01-28,GRN-20260128-00158,INV-260125-00158,2026-01-28,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,17.62,litre,284.03,253.66,4469.49,44.69,18,796.46,796.46,0.0,5221.26,0.0,0.0,5221.26
ENT_20260128_00160,ABNAH Cafe Hauz Khas,Main Store,ops.saket,PackPro Disposables,2026-01-28,GRN-20260128-00160,INV-260125-00160,2026-01-28,ING042,Sandwich Box,Packaging,Consumable,680.0,pcs,8.01,6.93,4712.4,47.12,18,839.75,839.75,0.0,5505.03,0.0,0.0,5505.03
ENT_20260129_00171,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,PackPro Disposables,2026-01-29,GRN-20260129-00171,INV-260128-00171,2026-01-29,ING037,Hot Cup,Packaging,Consumable,1365.0,pcs,3.18,2.76,3767.4,37.67,18,671.35,671.35,0.0,4401.08,0.0,0.0,4401.08
ENT_20260129_00172,ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-01-29,GRN-20260129-00172,INV-260128-00172,2026-01-29,ING039,Straw,Packaging,Consumable,327.26,pcs,0.65,0.56,183.27,0.0,18,32.99,32.99,18.0,234.26,0.0,0.0,234.26
ENT_20260129_00173,ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-01-29,GRN-20260129-00173,INV-260128-00173,2026-01-29,ING038,Lid,Packaging,Consumable,1280.0,pcs,1.19,1.08,1382.4,0.0,18,248.83,248.83,0.0,1631.23,0.0,0.0,1631.23
ENT_20260129_00174,ABNAH Cafe Hauz Khas,Main Store,store.manager,PackPro Disposables,2026-01-29,GRN-20260129-00174,INV-260128-00174,2026-01-29,ING036,Cold Cup,Packaging,Consumable,1330.0,pcs,3.77,3.37,4482.1,0.0,18,806.78,806.78,0.0,5288.88,0.0,0.0,5288.88
ENT_20260131_00170,ABNAH Cafe Hauz Khas,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-31,GRN-20260131-00170,INV-260128-00170,2026-01-31,ING027,Butter,Dairy,Raw Material,23.37,kg,596.09,542.17,12670.51,126.71,12,1505.26,1505.26,0.0,14049.06,0.0,0.0,14049.06
