Deployment Name,Store/Kitchen Name,User Name,Vendor Name,Date,Transaction Number,Invoice Number,Batch Number,PR Number,PO Number,Invoice Date,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,MRP,Unit Price,Charges Name,Amount,Discount,GST/IGST Rate,GST/IGST Value,CESS Rate,CESS Value,Other Taxes Rate,Other Taxes Value,Total Tax,Item Charges Amount,Total,Source
ABNAH Cafe Saket Premium,Main Store,ops.hk,ChocoCraft Ingredients,2026-01-18,GRN-OUT003-260118-00102,INV-2601-00102,,,PO-20260116-OUT003-0018,2026-01-18,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,34.98,litre,0,256.62,,8976.57,0.0,18.0,1615.78,,,,,1615.78,0,10592.35,
ABNAH Cafe Saket Premium,Main Store,ops.saket,TeaLeaf Traders NCR,2026-01-16,GRN-OUT003-260116-00103,INV-2601-00103,,,PO-20260116-OUT003-0018,2026-01-16,ING020,Tea Leaves,,Tea Inputs,Raw Material,,23.61,kg,0,615.19,,14524.64,0.0,5.0,726.23,,,,,726.23,0,15250.87,
ABNAH Cafe Saket Premium,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-17,GRN-OUT003-260117-00104,INV-2601-00104,,,PO-20260116-OUT003-0018,2026-01-17,ING027,Butter,,Dairy,Raw Material,,29.09,kg,0,541.99,,15766.49,0.0,12.0,1891.98,,,,,1891.98,0,17658.47,
ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-20,GRN-OUT003-260120-00105,INV-2601-00105,,,PO-20260116-OUT003-0018,2026-01-20,ING036,Cold Cup,,Packaging,Consumable,,1810.0,pcs,0,3.35,,6063.5,0.0,18.0,1091.43,,,,,1091.43,0,7154.93,
ABNAH Cafe Saket Premium,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-23,GRN-OUT003-260123-00119,INV-2601-00119,,,PO-20260119-OUT003-0021,2026-01-23,ING006,Cheese,,Dairy,Raw Material,,26.06,kg,0,491.77,,12815.53,0.0,5.0,640.78,,,,,640.78,0,13456.31,
ABNAH Cafe Saket Premium,Main Store,ops.saket,Delhi Bakery Supply Co,2026-01-21,GRN-OUT003-260121-00120,INV-2601-00120,,,PO-20260119-OUT003-0021,2026-01-21,ING014,Cake Base,,Dessert Inputs,Raw Material,,135.0,pcs,0,45.74,,6174.9,0.0,18.0,1111.48,,,,,1111.48,0,7286.38,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,FreshDairy Foods NCR,2026-01-21,GRN-OUT003-260121-00121,INV-2601-00121,,,PO-20260119-OUT003-0021,2026-01-21,ING027,Butter,,Dairy,Raw Material,,29.18,kg,0,515.98,,15056.3,0.0,12.0,1806.76,,,,,1806.76,0,16863.06,
ABNAH Cafe Saket Premium,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-01-23,GRN-OUT003-260123-00122,INV-2601-00122,,,PO-20260119-OUT003-0021,2026-01-23,ING031,Tomato,,Produce,Raw Material,,77.19,kg,0,56.66,,4373.59,0.0,5.0,218.68,,,,,218.68,0,4592.27,
ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-21,GRN-OUT003-260121-00123,INV-2601-00123,,,PO-20260119-OUT003-0021,2026-01-21,ING036,Cold Cup,,Packaging,Consumable,,995.67,pcs,0,3.33,,3315.58,33.16,18.0,590.84,,,,,590.84,0,3873.26,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,PackPro Disposables,2026-01-23,GRN-OUT003-260123-00124,INV-2601-00124,,,PO-20260119-OUT003-0021,2026-01-23,ING037,Hot Cup,,Packaging,Consumable,,835.26,pcs,0,2.97,,2480.72,0.0,18.0,446.53,,,,,446.53,0,2927.25,
ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-22,GRN-OUT003-260122-00125,INV-2601-00125,,,PO-20260119-OUT003-0021,2026-01-22,ING038,Lid,,Packaging,Consumable,,808.58,pcs,0,1.07,,865.18,0.0,18.0,155.73,,,,,155.73,0,1020.91,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,PackPro Disposables,2026-01-21,GRN-OUT003-260121-00126,INV-2601-00126,,,PO-20260119-OUT003-0021,2026-01-21,ING041,Dessert Box,,Packaging,Consumable,,500.0,pcs,0,4.96,,2480.0,0.0,18.0,446.4,,,,,446.4,0,2926.4,
ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-26,GRN-OUT003-260126-00140,INV-2601-00140,,,PO-20260122-OUT003-0024,2026-01-26,ING012,Croissant Base,,Bakery,Raw Material,,240.0,pcs,0,44.02,,10564.8,0.0,5.0,528.24,,,,,528.24,0,11093.04,
ABNAH Cafe Saket Premium,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-25,GRN-OUT003-260125-00141,INV-2601-00141,,,PO-20260122-OUT003-0024,2026-01-25,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,100.0,pcs,0,75.85,,7585.0,0.0,18.0,1365.3,,,,,1365.3,0,8950.3,
ABNAH Cafe Saket Premium,Main Store,store.manager,SpiceRoot Foods,2026-01-27,GRN-OUT003-260127-00142,INV-2601-00142,,,PO-20260122-OUT003-0024,2026-01-27,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,,16.42,kg,0,338.69,,5561.29,0.0,18.0,1001.03,,,,,1001.03,0,6562.32,
ABNAH Cafe Saket Premium,Main Store,ops.cp,PackPro Disposables,2026-01-25,GRN-OUT003-260125-00143,INV-2601-00143,,,PO-20260122-OUT003-0024,2026-01-25,ING037,Hot Cup,,Packaging,Consumable,,1555.0,pcs,0,2.86,Freight,4447.3,0.0,18.0,800.51,,,,,800.51,0,5247.81,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,PackPro Disposables,2026-01-23,GRN-OUT003-260123-00144,INV-2601-00144,,,PO-20260122-OUT003-0024,2026-01-23,ING040,Napkin,,Packaging,Consumable,,2960.0,pcs,0,0.33,,976.8,0.0,18.0,175.82,,,,,175.82,0,1152.62,
ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-01-24,GRN-OUT003-260124-00145,INV-2601-00145,,,PO-20260122-OUT003-0024,2026-01-24,ING041,Dessert Box,,Packaging,Consumable,,541.07,pcs,0,5.21,,2818.97,0.0,18.0,507.41,,,,,507.41,0,3326.38,
ABNAH Cafe Saket Premium,Main Store,ops.saket,PackPro Disposables,2026-01-22,GRN-OUT003-260122-00146,INV-2601-00146,,,PO-20260122-OUT003-0024,2026-01-22,ING042,Sandwich Box,,Packaging,Consumable,,330.0,pcs,0,6.37,,2102.1,0.0,18.0,378.38,,,,,378.38,0,2480.48,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,FreshDairy Foods NCR,2026-01-28,GRN-OUT003-260128-00162,INV-2601-00162,,,PO-20260125-OUT003-0027,2026-01-28,ING004,Cream,,Dairy,Raw Material,,45.15,litre,0,202.61,,9147.84,0.0,5.0,457.39,,,,,457.39,0,9605.23,
ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-26,GRN-OUT003-260126-00163,INV-2601-00163,,,PO-20260125-OUT003-0027,2026-01-26,ING038,Lid,,Packaging,Consumable,,2415.0,pcs,0,1.1,,2656.5,0.0,18.0,478.17,,,,,478.17,0,3134.67,
ABNAH Cafe Saket Premium,Main Store,store.manager,PackPro Disposables,2026-01-29,GRN-OUT003-260129-00164,INV-2601-00164,,,PO-20260125-OUT003-0027,2026-01-29,ING039,Straw,,Packaging,Consumable,,900.0,pcs,0,0.55,,495.0,0.0,18.0,89.1,,,,,89.1,0,584.1,
ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-28,GRN-OUT003-260128-00165,INV-2601-00165,,,PO-20260125-OUT003-0027,2026-01-28,ING040,Napkin,,Packaging,Consumable,,1515.0,pcs,0,0.34,,515.1,0.0,18.0,92.72,,,,,92.72,0,607.82,
ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-26,GRN-OUT003-260126-00166,INV-2601-00166,,,PO-20260125-OUT003-0027,2026-01-26,ING042,Sandwich Box,,Packaging,Consumable,,370.0,pcs,0,6.82,,2523.4,25.23,18.0,449.67,,,,,449.67,0,2947.84,
ABNAH Cafe Saket Premium,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-31,GRN-OUT003-260131-00175,INV-2601-00175,,,PO-20260128-OUT003-0030,2026-01-31,ING005,Paneer,,Dairy,Raw Material,,29.48,kg,0,353.83,,10430.91,0.0,5.0,521.55,,,,,521.55,0,10952.46,
ABNAH Cafe Saket Premium,Main Store,ops.hk,Delhi Bakery Supply Co,2026-01-30,GRN-OUT003-260130-00177,INV-2601-00177,,,PO-20260128-OUT003-0030,2026-01-30,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,,75.0,pcs,0,74.66,,5599.5,0.0,18.0,1007.91,,,,,1007.91,0,6607.41,
ABNAH Cafe Saket Premium,Main Store,ops.cp,SweetBase Foods,2026-01-30,GRN-OUT003-260130-00178,INV-2601-00178,,,PO-20260128-OUT003-0030,2026-01-30,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,,41.58,litre,0,252.66,,10505.6,0.0,18.0,1891.01,,,,,1891.01,0,12396.61,
ABNAH Cafe Saket Premium,Main Store,store.manager,FreshDairy Foods NCR,2026-01-31,GRN-OUT003-260131-00179,INV-2601-00179,,,PO-20260128-OUT003-0030,2026-01-31,ING027,Butter,,Dairy,Raw Material,,25.26,kg,0,532.59,,13453.22,134.53,12.0,1598.24,,,,,1598.24,0,14916.93,
ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-30,GRN-OUT003-260130-00180,INV-2601-00180,,,PO-20260128-OUT003-0030,2026-01-30,ING038,Lid,,Packaging,Consumable,,1330.0,pcs,0,1.06,,1409.8,0.0,18.0,253.76,,,,,253.76,0,1663.56,
