Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Sub Total,Source
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING012,ING012,Croissant Base,Bakery,Raw Material,,354.2726,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING013,ING013,Brownie Base,Dessert Inputs,Raw Material,,1366.344,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,334.1203,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,370.49,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,27.2446,litre,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,96.4014,litre,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,87.4334,litre,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,74.5051,litre,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,61.9829,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,13.292,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING022,ING022,Ice,Beverage Inputs,Raw Material,,595.5366,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING023,ING023,Lemon,Produce,Raw Material,,67.2166,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,54.9526,litre,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,15.2881,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING026,ING026,Banana,Produce,Raw Material,,118.1598,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING027,ING027,Butter,Dairy,Raw Material,,140.3706,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING028,ING028,Lettuce,Produce,Raw Material,,11.7826,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING029,ING029,Onion,Produce,Raw Material,,299.4719,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING030,ING030,Capsicum,Produce,Raw Material,,104.6481,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING031,ING031,Tomato,Produce,Raw Material,,331.7737,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,31.8774,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,31.8559,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,35.8813,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,38.2647,kg,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING036,ING036,Cold Cup,Packaging,Consumable,,6993.8068,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING037,ING037,Hot Cup,Packaging,Consumable,,2821.8376,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING038,ING038,Lid,Packaging,Consumable,,77.9102,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING039,ING039,Straw,Packaging,Consumable,,2174.7248,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING040,ING040,Napkin,Packaging,Consumable,,1050.9197,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING041,ING041,Dessert Box,Packaging,Consumable,,2043.7163,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING042,ING042,Sandwich Box,Packaging,Consumable,,2796.664,pcs,0,0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-01,OPEN-OUT001-03-ING043,ING043,Wrap Packaging,Packaging,Consumable,,1847.872,pcs,0,0,
