Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Sub Total,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,117.4977,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,60.3548,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,47.0553,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,66.3155,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING036,ING036,Cold Cup,Packaging,Consumable,,4666.705,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING037,ING037,Hot Cup,Packaging,Consumable,,4171.0682,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING038,ING038,Lid,Packaging,Consumable,,4951.2606,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING039,ING039,Straw,Packaging,Consumable,,3102.691,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING040,ING040,Napkin,Packaging,Consumable,,8949.3885,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING041,ING041,Dessert Box,Packaging,Consumable,,812.4979,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING042,ING042,Sandwich Box,Packaging,Consumable,,2455.5718,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-01,OPEN-OUT003-03-ING043,ING043,Wrap Packaging,Packaging,Consumable,,1244.438,pcs,0,0,
