Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Sub Total,Source
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,205.3014,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,464.399,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,81.119,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,51.2595,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,166.4805,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,182.2051,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,12.0915,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,33.17,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING022,ING022,Ice,Beverage Inputs,Raw Material,,1129.8115,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING023,ING023,Lemon,Produce,Raw Material,,67.6524,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,71.0178,litre,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,163.0637,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING026,ING026,Banana,Produce,Raw Material,,178.8295,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING027,ING027,Butter,Dairy,Raw Material,,45.7525,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING028,ING028,Lettuce,Produce,Raw Material,,41.6662,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING029,ING029,Onion,Produce,Raw Material,,42.5589,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING030,ING030,Capsicum,Produce,Raw Material,,207.768,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING031,ING031,Tomato,Produce,Raw Material,,39.2299,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,16.1269,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,64.9287,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,40.2067,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,16.9309,kg,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING036,ING036,Cold Cup,Packaging,Consumable,,8254.1608,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING037,ING037,Hot Cup,Packaging,Consumable,,7786.7602,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING038,ING038,Lid,Packaging,Consumable,,4554.7035,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING039,ING039,Straw,Packaging,Consumable,,23.8726,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING040,ING040,Napkin,Packaging,Consumable,,3787.8095,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING041,ING041,Dessert Box,Packaging,Consumable,,614.7828,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING042,ING042,Sandwich Box,Packaging,Consumable,,2073.77,pcs,0,0,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-01,OPEN-OUT002-03-ING043,ING043,Wrap Packaging,Packaging,Consumable,,2214.545,pcs,0,0,
