row_id,deployment_name,store_kitchen_name,user_name,vendor_name,date,transaction_number,invoice_number,invoice_date,item_code,item_name,category_name,super_category_name,quantity,unit,mrp,unit_price,amount,discount,gst_igst_rate,gst_igst_value,total_tax,item_charges_amount,entry_total,return_quantity,return_amount,grand_total
ENT_20260107_00029,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,FrozenBerry Traders,2026-01-07,GRN-20260107-00029,INV-260104-00029,2026-01-07,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,22.55,kg,469.84,404.81,9128.47,0.0,18.0,1643.12,1643.12,0.0,10771.59,0.0,0.0,10771.59
ENT_20260107_00030,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,SweetBase Foods,2026-01-07,GRN-20260107-00030,INV-260104-00030,2026-01-07,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,23.77,litre,297.17,252.77,6008.34,0.0,18.0,1081.5,1081.5,0.0,7089.84,0.0,0.0,7089.84
ENT_20260107_00031,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,TeaLeaf Traders NCR,2026-01-07,GRN-20260107-00031,INV-260104-00031,2026-01-07,ING021,Matcha Powder,Tea Inputs,Raw Material,8.69,kg,2342.42,2105.61,18297.75,0.0,5.0,914.89,914.89,12.0,19224.64,0.0,0.0,19224.64
ENT_20260107_00035,ABNAH Cafe Saket Premium,Main Store,ops.saket,FreshDairy Foods NCR,2026-01-07,GRN-20260107-00035,INV-260104-00035,2026-01-07,ING005,Paneer,Dairy,Raw Material,10.75,kg,447.01,382.31,4109.83,0.0,5.0,205.49,205.49,25.0,4340.32,1.0,382.31,3958.01
ENT_20260107_00036,ABNAH Cafe Saket Premium,Main Store,ops.hk,SpiceRoot Foods,2026-01-07,GRN-20260107-00036,INV-260104-00036,2026-01-07,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,21.02,kg,343.59,292.58,6150.03,0.0,18.0,1107.01,1107.01,0.0,7257.04,0.0,0.0,7257.04
ENT_20260108_00039,ABNAH Cafe Connaught Place,Main Store,store.manager,FreshDairy Foods NCR,2026-01-08,GRN-20260108-00039,INV-260107-00039,2026-01-08,ING027,Butter,Dairy,Raw Material,26.76,kg,624.18,540.7,14469.13,144.69,12.0,1718.93,1718.93,0.0,16043.37,0.0,0.0,16043.37
ENT_20260108_00041,ABNAH Cafe Connaught Place,Main Store,inventory.lead,SweetBase Foods,2026-01-08,GRN-20260108-00041,INV-260107-00041,2026-01-08,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,35.63,litre,97.38,88.61,3157.17,0.0,18.0,568.29,568.29,0.0,3725.46,0.0,0.0,3725.46
ENT_20260108_00044,ABNAH Cafe Hauz Khas,Main Store,ops.hk,Metro Wholesale Delhi,2026-01-08,GRN-20260108-00044,INV-260107-00044,2026-01-08,ING022,Ice,Beverage Inputs,Raw Material,295.67,kg,13.81,12.55,3710.66,0.0,5.0,185.53,185.53,12.0,3908.19,0.0,0.0,3908.19
ENT_20260108_00046,ABNAH Cafe Hauz Khas,Main Store,store.manager,ChocoCraft Ingredients,2026-01-08,GRN-20260108-00046,INV-260107-00046,2026-01-08,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,42.48,litre,295.75,271.3,11524.82,0.0,18.0,2074.47,2074.47,25.0,13624.29,0.0,0.0,13624.29
ENT_20260108_00048,ABNAH Cafe Saket Premium,Main Store,ops.cp,GreenLeaf Produce Delhi,2026-01-08,GRN-20260108-00048,INV-260107-00048,2026-01-08,ING026,Banana,Produce,Raw Material,61.24,kg,82.87,71.64,4387.23,43.87,5.0,217.17,217.17,12.0,4572.53,0.0,0.0,4572.53
ENT_20260108_00052,ABNAH Cafe Saket Premium,Main Store,ops.cp,PackPro Disposables,2026-01-08,GRN-20260108-00052,INV-260107-00052,2026-01-08,ING042,Sandwich Box,Packaging,Consumable,350.0,pcs,7.99,6.81,2383.5,23.84,18.0,424.74,424.74,0.0,2784.4,0.0,0.0,2784.4
ENT_20260109_00037,ABNAH Cafe Connaught Place,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-09,GRN-20260109-00037,INV-260107-00037,2026-01-09,ING010,Bagel,Bakery,Raw Material,100.0,pcs,32.9,30.07,3007.0,0.0,5.0,150.35,150.35,12.0,3169.35,0.0,0.0,3169.35
ENT_20260109_00043,ABNAH Cafe Hauz Khas,Main Store,ops.hk,FreshDairy Foods NCR,2026-01-09,GRN-20260109-00043,INV-260107-00043,2026-01-09,ING004,Cream,Dairy,Raw Material,19.05,litre,249.88,221.3,4215.77,0.0,5.0,210.79,210.79,12.0,4438.56,0.0,0.0,4438.56
ENT_20260109_00047,ABNAH Cafe Saket Premium,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-09,GRN-20260109-00047,INV-260107-00047,2026-01-09,ING027,Butter,Dairy,Raw Material,28.36,kg,585.37,527.99,14973.8,0.0,12.0,1796.86,1796.86,18.0,16788.66,1.38,728.63,16060.03
ENT_20260109_00050,ABNAH Cafe Saket Premium,Main Store,ops.cp,SpiceRoot Foods,2026-01-09,GRN-20260109-00050,INV-260107-00050,2026-01-09,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,19.86,kg,381.08,344.43,6840.38,0.0,18.0,1231.27,1231.27,25.0,8096.65,0.0,0.0,8096.65
ENT_20260110_00038,ABNAH Cafe Connaught Place,Main Store,ops.hk,PackPro Disposables,2026-01-10,GRN-20260110-00038,INV-260107-00038,2026-01-10,ING039,Straw,Packaging,Consumable,1165.0,pcs,0.63,0.55,640.75,6.41,18.0,114.18,114.18,18.0,766.52,0.0,0.0,766.52
ENT_20260110_00040,ABNAH Cafe Connaught Place,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-10,GRN-20260110-00040,INV-260107-00040,2026-01-10,ING004,Cream,Dairy,Raw Material,21.44,litre,249.81,222.38,4767.83,0.0,5.0,238.39,238.39,12.0,5018.22,0.0,0.0,5018.22
ENT_20260110_00042,ABNAH Cafe Connaught Place,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-01-10,GRN-20260110-00042,INV-260107-00042,2026-01-10,ING029,Onion,Produce,Raw Material,53.03,kg,49.11,41.63,2207.64,0.0,5.0,110.38,110.38,0.0,2318.02,0.0,0.0,2318.02
ENT_20260110_00045,ABNAH Cafe Hauz Khas,Main Store,ops.cp,NorthStar Poultry,2026-01-10,GRN-20260110-00045,INV-260107-00045,2026-01-10,ING007,Chicken,Protein,Raw Material,38.57,kg,389.15,331.39,12781.71,0.0,5.0,639.09,639.09,18.0,13438.8,0.0,0.0,13438.8
ENT_20260110_00049,ABNAH Cafe Saket Premium,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-10,GRN-20260110-00049,INV-260107-00049,2026-01-10,ING006,Cheese,Dairy,Raw Material,17.12,kg,537.03,489.34,8377.5,0.0,5.0,418.88,418.88,12.0,8808.38,0.0,0.0,8808.38
ENT_20260110_00051,ABNAH Cafe Saket Premium,Main Store,ops.hk,FreshDairy Foods NCR,2026-01-10,GRN-20260110-00051,INV-260107-00051,2026-01-10,ING002,Milk,Dairy,Raw Material,102.59,litre,79.48,72.67,7455.22,0.0,5.0,372.76,372.76,0.0,7827.98,0.0,0.0,7827.98
ENT_20260111_00053,ABNAH Cafe Connaught Place,Main Store,ops.saket,PackPro Disposables,2026-01-11,GRN-20260111-00053,INV-260110-00053,2026-01-11,ING042,Sandwich Box,Packaging,Consumable,445.0,pcs,7.95,6.83,3039.35,0.0,18.0,547.08,547.08,0.0,3586.43,0.0,0.0,3586.43
ENT_20260111_00054,ABNAH Cafe Connaught Place,Main Store,inventory.lead,PackPro Disposables,2026-01-11,GRN-20260111-00054,INV-260110-00054,2026-01-11,ING037,Hot Cup,Packaging,Consumable,880.0,pcs,3.39,2.96,2604.8,39.07,18.0,461.83,461.83,12.0,3039.56,0.0,0.0,3039.56
ENT_20260111_00056,ABNAH Cafe Connaught Place,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-11,GRN-20260111-00056,INV-260110-00056,2026-01-11,ING004,Cream,Dairy,Raw Material,21.42,litre,249.39,216.24,4631.86,0.0,5.0,231.59,231.59,18.0,4881.45,0.0,0.0,4881.45
ENT_20260111_00063,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-11,GRN-20260111-00063,INV-260110-00063,2026-01-11,ING011,Tortilla,Bakery,Raw Material,310.0,pcs,17.13,15.81,4901.1,0.0,5.0,245.06,245.06,0.0,5146.16,0.0,0.0,5146.16
ENT_20260111_00064,ABNAH Cafe Hauz Khas,Main Store,ops.cp,Metro Wholesale Delhi,2026-01-11,GRN-20260111-00064,INV-260110-00064,2026-01-11,ING022,Ice,Beverage Inputs,Raw Material,499.49,kg,13.44,11.95,5968.91,0.0,5.0,298.45,298.45,25.0,6292.36,0.0,0.0,6292.36
ENT_20260111_00065,ABNAH Cafe Saket Premium,Main Store,ops.cp,FreshDairy Foods NCR,2026-01-11,GRN-20260111-00065,INV-260110-00065,2026-01-11,ING006,Cheese,Dairy,Raw Material,18.57,kg,537.93,467.19,8675.72,0.0,5.0,433.79,433.79,12.0,9121.51,0.0,0.0,9121.51
ENT_20260111_00066,ABNAH Cafe Saket Premium,Main Store,ops.cp,PackPro Disposables,2026-01-11,GRN-20260111-00066,INV-260110-00066,2026-01-11,ING039,Straw,Packaging,Consumable,955.0,pcs,0.63,0.56,534.8,8.02,18.0,94.82,94.82,18.0,639.6,0.0,0.0,639.6
ENT_20260111_00067,ABNAH Cafe Saket Premium,Main Store,inventory.lead,SweetBase Foods,2026-01-11,GRN-20260111-00067,INV-260110-00067,2026-01-11,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,40.1,litre,256.39,233.92,9380.19,0.0,18.0,1688.43,1688.43,0.0,11068.62,0.0,0.0,11068.62
ENT_20260111_00068,ABNAH Cafe Saket Premium,Main Store,ops.cp,Metro Wholesale Delhi,2026-01-11,GRN-20260111-00068,INV-260110-00068,2026-01-11,ING022,Ice,Beverage Inputs,Raw Material,349.44,kg,14.63,12.63,4413.43,66.2,5.0,217.36,217.36,0.0,4564.59,0.0,0.0,4564.59
ENT_20260112_00061,ABNAH Cafe Hauz Khas,Main Store,ops.hk,PackPro Disposables,2026-01-12,GRN-20260112-00061,INV-260110-00061,2026-01-12,ING036,Cold Cup,Packaging,Consumable,1460.0,pcs,3.76,3.35,4891.0,0.0,18.0,880.38,880.38,0.0,5771.38,0.0,0.0,5771.38
ENT_20260113_00055,ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-13,GRN-20260113-00055,INV-260110-00055,2026-01-13,ING014,Cake Base,Dessert Inputs,Raw Material,115.0,pcs,49.9,46.19,5311.85,0.0,18.0,956.13,956.13,25.0,6292.98,0.0,0.0,6292.98
ENT_20260113_00057,ABNAH Cafe Connaught Place,Main Store,ops.saket,ChocoCraft Ingredients,2026-01-13,GRN-20260113-00057,INV-260110-00057,2026-01-13,ING013,Brownie Base,Dessert Inputs,Raw Material,250.0,pcs,38.41,33.25,8312.5,0.0,18.0,1496.25,1496.25,12.0,9820.75,0.0,0.0,9820.75
ENT_20260113_00058,ABNAH Cafe Connaught Place,Main Store,ops.saket,Delhi Bakery Supply Co,2026-01-13,GRN-20260113-00058,INV-260110-00058,2026-01-13,ING015,Cheesecake Base,Dessert Inputs,Raw Material,105.0,pcs,75.54,68.47,7189.35,0.0,18.0,1294.08,1294.08,0.0,8483.43,0.0,0.0,8483.43
ENT_20260113_00059,ABNAH Cafe Connaught Place,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-01-13,GRN-20260113-00059,INV-260110-00059,2026-01-13,ING031,Tomato,Produce,Raw Material,62.15,kg,62.66,55.17,3428.82,51.43,5.0,168.87,168.87,12.0,3558.26,0.0,0.0,3558.26
ENT_20260113_00060,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-13,GRN-20260113-00060,INV-260110-00060,2026-01-13,ING012,Croissant Base,Bakery,Raw Material,250.0,pcs,47.77,43.93,10982.5,109.83,5.0,543.63,543.63,12.0,11428.3,15.59,684.87,10743.43
ENT_20260113_00062,ABNAH Cafe Hauz Khas,Main Store,ops.hk,FrozenBerry Traders,2026-01-13,GRN-20260113-00062,INV-260110-00062,2026-01-13,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,30.56,kg,460.66,407.57,12455.34,186.83,18.0,2208.33,2208.33,0.0,14476.84,0.0,0.0,14476.84
ENT_20260113_00069,ABNAH Cafe Saket Premium,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-01-13,GRN-20260113-00069,INV-260110-00069,2026-01-13,ING028,Lettuce,Produce,Raw Material,17.17,kg,105.87,91.83,1576.72,15.77,5.0,78.05,78.05,0.0,1639.0,0.0,0.0,1639.0
ENT_20260113_00070,ABNAH Cafe Saket Premium,Main Store,ops.hk,PackPro Disposables,2026-01-13,GRN-20260113-00070,INV-260110-00070,2026-01-13,ING043,Wrap Packaging,Packaging,Consumable,675.0,pcs,6.44,5.66,3820.5,38.2,18.0,680.81,680.81,25.0,4488.11,0.0,0.0,4488.11
ENT_20260114_00077,ABNAH Cafe Connaught Place,Main Store,inventory.lead,SpiceRoot Foods,2026-01-14,GRN-20260114-00077,INV-260113-00077,2026-01-14,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,15.43,kg,396.96,347.74,5365.63,0.0,18.0,965.81,965.81,12.0,6343.44,1.0,347.74,5995.7
ENT_20260114_00078,ABNAH Cafe Hauz Khas,Main Store,inventory.lead,Delhi Bakery Supply Co,2026-01-14,GRN-20260114-00078,INV-260113-00078,2026-01-14,ING010,Bagel,Bakery,Raw Material,220.0,pcs,29.86,27.64,6080.8,0.0,5.0,304.04,304.04,18.0,6402.84,0.0,0.0,6402.84
ENT_20260114_00079,ABNAH Cafe Hauz Khas,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-14,GRN-20260114-00079,INV-260113-00079,2026-01-14,ING012,Croissant Base,Bakery,Raw Material,165.0,pcs,46.82,41.69,6878.85,0.0,5.0,343.94,343.94,25.0,7247.79,0.0,0.0,7247.79
ENT_20260114_00081,ABNAH Cafe Hauz Khas,Main Store,ops.cp,SpiceRoot Foods,2026-01-14,GRN-20260114-00081,INV-260113-00081,2026-01-14,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,17.35,kg,339.96,300.1,5206.74,78.1,18.0,923.16,923.16,12.0,6063.8,0.0,0.0,6063.8
ENT_20260114_00086,ABNAH Cafe Saket Premium,Main Store,ops.hk,GreenLeaf Produce Delhi,2026-01-14,GRN-20260114-00086,INV-260113-00086,2026-01-14,ING029,Onion,Produce,Raw Material,79.47,kg,48.76,43.11,3425.95,0.0,5.0,171.3,171.3,0.0,3597.25,0.0,0.0,3597.25
ENT_20260114_00087,ABNAH Cafe Saket Premium,Main Store,store.manager,GreenLeaf Produce Delhi,2026-01-14,GRN-20260114-00087,INV-260113-00087,2026-01-14,ING031,Tomato,Produce,Raw Material,34.26,kg,58.1,52.1,1784.95,26.77,5.0,87.91,87.91,18.0,1864.09,0.0,0.0,1864.09
ENT_20260115_00072,ABNAH Cafe Connaught Place,Main Store,store.manager,SweetBase Foods,2026-01-15,GRN-20260115-00072,INV-260113-00072,2026-01-15,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,37.59,litre,262.16,242.16,9102.79,0.0,18.0,1638.5,1638.5,0.0,10741.29,0.0,0.0,10741.29
ENT_20260115_00075,ABNAH Cafe Connaught Place,Main Store,inventory.lead,GreenLeaf Produce Delhi,2026-01-15,GRN-20260115-00075,INV-260113-00075,2026-01-15,ING029,Onion,Produce,Raw Material,80.47,kg,48.87,42.2,3395.83,0.0,5.0,169.79,169.79,0.0,3565.62,0.0,0.0,3565.62
ENT_20260115_00076,ABNAH Cafe Connaught Place,Main Store,ops.saket,Delhi Bakery Supply Co,2026-01-15,GRN-20260115-00076,INV-260113-00076,2026-01-15,ING011,Tortilla,Bakery,Raw Material,265.0,pcs,17.47,15.71,4163.15,0.0,5.0,208.16,208.16,25.0,4396.31,0.0,0.0,4396.31
ENT_20260115_00080,ABNAH Cafe Hauz Khas,Main Store,store.manager,SweetBase Foods,2026-01-15,GRN-20260115-00080,INV-260113-00080,2026-01-15,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,18.94,litre,447.35,410.4,7772.98,77.73,5.0,384.76,384.76,0.0,8080.01,0.0,0.0,8080.01
ENT_20260115_00082,ABNAH Cafe Hauz Khas,Main Store,ops.cp,NorthStar Poultry,2026-01-15,GRN-20260115-00082,INV-260113-00082,2026-01-15,ING007,Chicken,Protein,Raw Material,59.15,kg,379.99,325.47,19251.55,0.0,5.0,962.58,962.58,0.0,20214.13,0.0,0.0,20214.13
ENT_20260116_00071,ABNAH Cafe Connaught Place,Main Store,ops.cp,Delhi Bakery Supply Co,2026-01-16,GRN-20260116-00071,INV-260113-00071,2026-01-16,ING009,Bread,Bakery,Raw Material,480.0,pcs,13.78,12.27,5889.6,0.0,5.0,294.48,294.48,12.0,6196.08,0.0,0.0,6196.08
