Item Code,Item Name,Company,Deployment,Date,Invoice Date,PO Date,Po Number,Transaction Number,Vendor Code,Vendor Name,Invoice Number,Batch Number,Category Code,Category Name,Super Category Code,Super Category Name,PO Qty,PO Unit,PO Unit Price,PO Amount,PO Comment,Purchase Quantity,Purchase Unit,Purchase Unit Price,Purchase Amount,Discount,CGST Tax,SGST Tax,IGST Tax,Other Taxes,Total
ING013,Brownie Base,,ABNAH Cafe Hauz Khas,2026-03-06,2026-03-06,2026-03-04,PO-20260304-OUT002-0068,GRN-OUT002-260306-00410,VEND008,ChocoCraft Ingredients,INV-2603-00410,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,165.0,pcs,33.57,5539.05,,165.0,pcs,33.57,5539.05,55.39,493.53,493.53,0,0,6470.72
ING039,Straw,,ABNAH Cafe Hauz Khas,2026-03-08,2026-03-08,2026-03-04,PO-20260304-OUT002-0068,GRN-OUT002-260308-00411,VEND004,PackPro Disposables,INV-2603-00411,,CAT-PAC,Packaging,SUP-CON,Consumable,1560.0,pcs,0.58,904.8,,1560.0,pcs,0.58,904.8,0.0,81.43,81.43,0,0,1067.66
ING041,Dessert Box,,ABNAH Cafe Hauz Khas,2026-03-08,2026-03-08,2026-03-04,PO-20260304-OUT002-0068,GRN-OUT002-260308-00412,VEND004,PackPro Disposables,INV-2603-00412,,CAT-PAC,Packaging,SUP-CON,Consumable,535.0,pcs,5.26,2814.1,,535.0,pcs,5.26,2814.1,0.0,253.27,253.27,0,0,3320.64
ING006,Cheese,,ABNAH Cafe Hauz Khas,2026-03-11,2026-03-11,2026-03-07,PO-20260307-OUT002-0071,GRN-OUT002-260311-00426,VEND002,FreshDairy Foods NCR,INV-2603-00426,,CAT-DAI,Dairy,SUP-RAW,Raw Material,18.53,kg,507.92,9411.76,,18.53,kg,507.92,9411.76,0.0,235.29,235.3,0,0,9882.35
ING007,Chicken,,ABNAH Cafe Hauz Khas,2026-03-12,2026-03-12,2026-03-07,PO-20260307-OUT002-0071,GRN-OUT002-260312-00427,VEND007,NorthStar Poultry,INV-2603-00427,,CAT-PRO,Protein,SUP-RAW,Raw Material,69.42,kg,335.13,23264.72,,32.03,kg,335.13,10734.21,0.0,268.36,268.35,0,0,11270.92
ING008,Egg,,ABNAH Cafe Hauz Khas,2026-03-09,2026-03-09,2026-03-07,PO-20260307-OUT002-0071,GRN-OUT002-260309-00428,VEND007,NorthStar Poultry,INV-2603-00428,,CAT-PRO,Protein,SUP-RAW,Raw Material,485.0,pcs,7.32,3550.2,,485.0,pcs,7.32,3550.2,0.0,88.75,88.76,0,0,3727.71
ING022,Ice,,ABNAH Cafe Hauz Khas,2026-03-07,2026-03-07,2026-03-07,PO-20260307-OUT002-0071,GRN-OUT002-260307-00429,VEND010,Metro Wholesale Delhi,INV-2603-00429,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,278.71,kg,11.78,3283.2,,278.71,kg,11.78,3283.2,0.0,82.08,82.08,0,0,3447.36
ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-03-11,2026-03-11,2026-03-07,PO-20260307-OUT002-0071,GRN-OUT002-260311-00430,VEND009,FrozenBerry Traders,INV-2603-00430,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,23.35,kg,447.89,10458.23,,23.35,kg,447.89,10458.23,0.0,941.24,941.24,0,0,12340.71
ING040,Napkin,,ABNAH Cafe Hauz Khas,2026-03-08,2026-03-08,2026-03-07,PO-20260307-OUT002-0071,GRN-OUT002-260308-00431,VEND004,PackPro Disposables,INV-2603-00431,,CAT-PAC,Packaging,SUP-CON,Consumable,1625.0,pcs,0.31,503.75,,1625.0,pcs,0.31,503.75,0.0,45.34,45.33,0,0,594.42
ING001,Coffee Beans,,ABNAH Cafe Hauz Khas,2026-03-13,2026-03-13,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260313-00447,VEND001,BeanCraft Roasters Delhi,INV-2603-00447,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,8.14,kg,983.11,8002.52,,6.65,kg,983.11,6537.68,0.0,163.44,163.44,0,0,6864.56
ING006,Cheese,,ABNAH Cafe Hauz Khas,2026-03-14,2026-03-14,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260314-00448,VEND002,FreshDairy Foods NCR,INV-2603-00448,,CAT-DAI,Dairy,SUP-RAW,Raw Material,17.67,kg,496.75,8777.57,,17.67,kg,496.75,8777.57,0.0,219.44,219.44,0,0,9216.45
ING009,Bread,,ABNAH Cafe Hauz Khas,2026-03-13,2026-03-13,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260313-00449,VEND003,Delhi Bakery Supply Co,INV-2603-00449,,CAT-BAK,Bakery,SUP-RAW,Raw Material,325.0,pcs,11.86,3854.5,,325.0,pcs,11.86,3854.5,0.0,96.36,96.36,0,0,4047.22
ING013,Brownie Base,,ABNAH Cafe Hauz Khas,2026-03-14,2026-03-14,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260314-00450,VEND008,ChocoCraft Ingredients,INV-2603-00450,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,310.0,pcs,34.17,10592.7,,310.0,pcs,34.17,10592.7,0.0,953.35,953.34,0,0,12499.39
ING020,Tea Leaves,,ABNAH Cafe Hauz Khas,2026-03-12,2026-03-12,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260312-00451,VEND011,TeaLeaf Traders NCR,INV-2603-00451,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,18.73,kg,637.05,11931.95,,18.73,kg,637.05,11931.95,119.32,295.31,295.32,0,0,12403.26
ING041,Dessert Box,,ABNAH Cafe Hauz Khas,2026-03-13,2026-03-13,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260313-00452,VEND004,PackPro Disposables,INV-2603-00452,,CAT-PAC,Packaging,SUP-CON,Consumable,510.0,pcs,5.3,2703.0,,260.73,pcs,5.3,1381.87,0.0,124.37,124.37,0,0,1630.61
ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-03-12,2026-03-12,2026-03-10,PO-20260310-OUT002-0074,GRN-OUT002-260312-00453,VEND004,PackPro Disposables,INV-2603-00453,,CAT-PAC,Packaging,SUP-CON,Consumable,530.0,pcs,6.12,3243.6,,530.0,pcs,6.12,3243.6,0.0,291.93,291.92,0,0,3827.45
ING005,Paneer,,ABNAH Cafe Hauz Khas,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT002-0077,GRN-OUT002-260315-00467,VEND002,FreshDairy Foods NCR,INV-2603-00467,,CAT-DAI,Dairy,SUP-RAW,Raw Material,23.67,kg,364.13,8618.96,,11.59,kg,364.13,4220.27,0.0,105.5,105.51,0,0,4431.28
ING006,Cheese,,ABNAH Cafe Hauz Khas,2026-03-14,2026-03-14,2026-03-13,PO-20260313-OUT002-0077,GRN-OUT002-260314-00468,VEND002,FreshDairy Foods NCR,INV-2603-00468,,CAT-DAI,Dairy,SUP-RAW,Raw Material,17.6,kg,487.99,8588.62,,17.6,kg,487.99,8588.62,0.0,214.72,214.71,0,0,9018.05
ING009,Bread,,ABNAH Cafe Hauz Khas,2026-03-16,2026-03-16,2026-03-13,PO-20260313-OUT002-0077,GRN-OUT002-260316-00469,VEND003,Delhi Bakery Supply Co,INV-2603-00469,,CAT-BAK,Bakery,SUP-RAW,Raw Material,600.0,pcs,11.85,7110.0,,600.0,pcs,11.85,7110.0,0.0,177.75,177.75,0,0,7465.5
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT002-0077,GRN-OUT002-260315-00470,VEND004,PackPro Disposables,INV-2603-00470,,CAT-PAC,Packaging,SUP-CON,Consumable,1975.0,pcs,2.98,5885.5,,1975.0,pcs,2.98,5885.5,0.0,529.7,529.69,0,0,6944.89
ING042,Sandwich Box,,ABNAH Cafe Hauz Khas,2026-03-14,2026-03-14,2026-03-13,PO-20260313-OUT002-0077,GRN-OUT002-260314-00471,VEND004,PackPro Disposables,INV-2603-00471,,CAT-PAC,Packaging,SUP-CON,Consumable,435.0,pcs,6.63,2884.05,,214.75,pcs,6.63,1423.79,0.0,128.14,128.14,0,0,1680.07
ING008,Egg,,ABNAH Cafe Hauz Khas,2026-03-20,2026-03-20,2026-03-16,PO-20260316-OUT002-0080,GRN-OUT002-260320-00486,VEND007,NorthStar Poultry,INV-2603-00486,,CAT-PRO,Protein,SUP-RAW,Raw Material,460.0,pcs,7.43,3417.8,,247.34,pcs,7.43,1837.74,0.0,45.95,45.94,0,0,1929.63
ING017,Caramel Syrup,,ABNAH Cafe Hauz Khas,2026-03-19,2026-03-19,2026-03-16,PO-20260316-OUT002-0080,GRN-OUT002-260319-00487,VEND012,SweetBase Foods,INV-2603-00487,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,21.54,litre,252.5,5438.85,,21.54,litre,252.5,5438.85,0.0,489.5,489.49,0,0,6417.84
ING020,Tea Leaves,,ABNAH Cafe Hauz Khas,2026-03-18,2026-03-18,2026-03-16,PO-20260316-OUT002-0080,GRN-OUT002-260318-00488,VEND011,TeaLeaf Traders NCR,INV-2603-00488,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,16.43,kg,651.33,10701.35,,16.43,kg,651.33,10701.35,107.01,264.86,264.86,0,0,11124.06
ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-03-19,2026-03-19,2026-03-16,PO-20260316-OUT002-0080,GRN-OUT002-260319-00489,VEND009,FrozenBerry Traders,INV-2603-00489,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,22.29,kg,427.54,9529.87,,22.29,kg,427.54,9529.87,0.0,857.69,857.69,0,0,11245.25
ING026,Banana,,ABNAH Cafe Hauz Khas,2026-03-20,2026-03-20,2026-03-16,PO-20260316-OUT002-0080,GRN-OUT002-260320-00490,VEND005,GreenLeaf Produce Delhi,INV-2603-00490,,CAT-PRO,Produce,SUP-RAW,Raw Material,64.8,kg,77.2,5002.56,,36.34,kg,77.2,2805.45,0.0,70.14,70.13,0,0,2945.72
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-03-19,2026-03-19,2026-03-16,PO-20260316-OUT002-0080,GRN-OUT002-260319-00491,VEND004,PackPro Disposables,INV-2603-00491,,CAT-PAC,Packaging,SUP-CON,Consumable,1585.0,pcs,2.85,4517.25,,1585.0,pcs,2.85,4517.25,0.0,406.56,406.55,0,0,5330.36
ING002,Milk,,ABNAH Cafe Hauz Khas,2026-03-22,2026-03-22,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260322-00502,VEND002,FreshDairy Foods NCR,INV-2603-00502,,CAT-DAI,Dairy,SUP-RAW,Raw Material,66.95,litre,72.62,4861.91,,66.95,litre,72.62,4861.91,0.0,121.55,121.55,0,0,5105.01
ING010,Bagel,,ABNAH Cafe Hauz Khas,2026-03-22,2026-03-22,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260322-00503,VEND003,Delhi Bakery Supply Co,INV-2603-00503,,CAT-BAK,Bakery,SUP-RAW,Raw Material,200.0,pcs,29.05,5810.0,,200.0,pcs,29.05,5810.0,0.0,145.25,145.25,0,0,6100.5
ING012,Croissant Base,,ABNAH Cafe Hauz Khas,2026-03-22,2026-03-22,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260322-00504,VEND003,Delhi Bakery Supply Co,INV-2603-00504,,CAT-BAK,Bakery,SUP-RAW,Raw Material,270.0,pcs,45.16,12193.2,,270.0,pcs,45.16,12193.2,0.0,304.83,304.83,0,0,12802.86
ING016,Chocolate Sauce,,ABNAH Cafe Hauz Khas,2026-03-19,2026-03-19,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260319-00505,VEND008,ChocoCraft Ingredients,INV-2603-00505,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,26.17,litre,257.87,6748.46,,26.17,litre,257.87,6748.46,0.0,607.36,607.36,0,0,7963.18
ING020,Tea Leaves,,ABNAH Cafe Hauz Khas,2026-03-21,2026-03-21,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260321-00506,VEND011,TeaLeaf Traders NCR,INV-2603-00506,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,15.66,kg,632.89,9861.5,,11.51,kg,632.89,7284.56,0.0,182.12,182.11,0,0,7648.79
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-03-21,2026-03-21,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260321-00507,VEND004,PackPro Disposables,INV-2603-00507,,CAT-PAC,Packaging,SUP-CON,Consumable,1030.0,pcs,2.95,3038.5,,1030.0,pcs,2.95,3038.5,0.0,273.46,273.47,0,0,3585.43
ING042,Sandwich Box,,ABNAH Cafe Hauz Khas,2026-03-20,2026-03-20,2026-03-19,PO-20260319-OUT002-0083,GRN-OUT002-260320-00508,VEND004,PackPro Disposables,INV-2603-00508,,CAT-PAC,Packaging,SUP-CON,Consumable,465.0,pcs,6.8,3162.0,,465.0,pcs,6.8,3162.0,0.0,284.58,284.58,0,0,3731.16
ING002,Milk,,ABNAH Cafe Hauz Khas,2026-03-27,2026-03-27,2026-03-22,PO-20260322-OUT002-0086,GRN-OUT002-260327-00520,VEND002,FreshDairy Foods NCR,INV-2603-00520,,CAT-DAI,Dairy,SUP-RAW,Raw Material,72.36,litre,72.85,5271.43,,72.36,litre,72.85,5271.43,0.0,131.78,131.79,0,0,5535.0
ING017,Caramel Syrup,,ABNAH Cafe Hauz Khas,2026-03-25,2026-03-25,2026-03-22,PO-20260322-OUT002-0086,GRN-OUT002-260325-00521,VEND012,SweetBase Foods,INV-2603-00521,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,36.99,litre,263.57,9749.45,,36.99,litre,263.57,9749.45,0.0,877.45,877.45,0,0,11504.35
ING018,Vanilla Syrup,,ABNAH Cafe Hauz Khas,2026-03-27,2026-03-27,2026-03-22,PO-20260322-OUT002-0086,GRN-OUT002-260327-00522,VEND012,SweetBase Foods,INV-2603-00522,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,41.65,litre,240.69,10024.74,,25.2,litre,240.69,6065.39,0.0,545.88,545.89,0,0,7157.16
ING033,Chipotle Sauce,,ABNAH Cafe Hauz Khas,2026-03-26,2026-03-26,2026-03-22,PO-20260322-OUT002-0086,GRN-OUT002-260326-00523,VEND006,SpiceRoot Foods,INV-2603-00523,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,25.05,kg,297.12,7442.86,,25.05,kg,297.12,7442.86,0.0,669.86,669.85,0,0,8782.57
ING005,Paneer,,ABNAH Cafe Hauz Khas,2026-03-30,2026-03-30,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260330-00534,VEND002,FreshDairy Foods NCR,INV-2603-00534,,CAT-DAI,Dairy,SUP-RAW,Raw Material,29.23,kg,394.98,11545.27,,29.23,kg,394.98,11545.27,0.0,288.63,288.63,0,0,12122.53
ING008,Egg,,ABNAH Cafe Hauz Khas,2026-03-26,2026-03-26,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260326-00535,VEND007,NorthStar Poultry,INV-2603-00535,,CAT-PRO,Protein,SUP-RAW,Raw Material,505.0,pcs,7.1,3585.5,,269.65,pcs,7.1,1914.51,0.0,47.87,47.86,0,0,2010.24
ING016,Chocolate Sauce,,ABNAH Cafe Hauz Khas,2026-03-27,2026-03-27,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260327-00536,VEND008,ChocoCraft Ingredients,INV-2603-00536,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,19.87,litre,272.91,5422.72,,11.72,litre,272.91,3198.51,0.0,287.87,287.86,0,0,3774.24
ING019,Sugar Syrup,,ABNAH Cafe Hauz Khas,2026-03-30,2026-03-30,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260330-00537,VEND012,SweetBase Foods,INV-2603-00537,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,59.13,litre,91.3,5398.57,,59.13,litre,91.3,5398.57,0.0,485.87,485.87,0,0,6370.31
ING032,Pesto Sauce,,ABNAH Cafe Hauz Khas,2026-03-28,2026-03-28,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260328-00538,VEND006,SpiceRoot Foods,INV-2603-00538,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,29.02,kg,347.18,10075.16,,29.02,kg,347.18,10075.16,0.0,906.76,906.77,0,0,11888.69
ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-03-27,2026-03-27,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260327-00539,VEND004,PackPro Disposables,INV-2603-00539,,CAT-PAC,Packaging,SUP-CON,Consumable,1810.0,pcs,3.36,6081.6,,1810.0,pcs,3.36,6081.6,0.0,547.35,547.34,0,0,7176.29
ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-03-26,2026-03-26,2026-03-25,PO-20260325-OUT002-0089,GRN-OUT002-260326-00540,VEND004,PackPro Disposables,INV-2603-00540,,CAT-PAC,Packaging,SUP-CON,Consumable,295.0,pcs,5.78,1705.1,,295.0,pcs,5.78,1705.1,0.0,153.46,153.46,0,0,2012.02
ING001,Coffee Beans,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260331-00555,VEND001,BeanCraft Roasters Delhi,INV-2603-00555,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,16.02,kg,1056.57,16926.25,,16.02,kg,1056.57,16926.25,0.0,423.15,423.16,0,0,17772.56
ING005,Paneer,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260331-00556,VEND002,FreshDairy Foods NCR,INV-2603-00556,,CAT-DAI,Dairy,SUP-RAW,Raw Material,43.66,kg,376.68,16445.85,,43.66,kg,376.68,16445.85,0.0,411.14,411.15,0,0,17268.14
ING034,Salsa,,ABNAH Cafe Hauz Khas,2026-03-30,2026-03-30,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260330-00557,VEND006,SpiceRoot Foods,INV-2603-00557,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,19.76,kg,197.9,3910.5,,19.76,kg,197.9,3910.5,0.0,351.94,351.95,0,0,4614.39
ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-03-30,2026-03-30,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260330-00558,VEND004,PackPro Disposables,INV-2603-00558,,CAT-PAC,Packaging,SUP-CON,Consumable,900.0,pcs,3.22,2898.0,,900.0,pcs,3.22,2898.0,0.0,260.82,260.82,0,0,3419.64
ING040,Napkin,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260331-00559,VEND004,PackPro Disposables,INV-2603-00559,,CAT-PAC,Packaging,SUP-CON,Consumable,1690.0,pcs,0.33,554.91,,1690.0,pcs,0.33,557.7,0.0,50.2,50.19,0,0,658.09
ING041,Dessert Box,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260331-00560,VEND004,PackPro Disposables,INV-2603-00560,,CAT-PAC,Packaging,SUP-CON,Consumable,560.0,pcs,5.14,2878.4,,560.0,pcs,5.14,2878.4,0.0,259.06,259.05,0,0,3396.51
ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-03-30,2026-03-30,2026-03-28,PO-20260328-OUT002-0092,GRN-OUT002-260330-00561,VEND004,PackPro Disposables,INV-2603-00561,,CAT-PAC,Packaging,SUP-CON,Consumable,595.0,pcs,6.19,3664.63,,595.0,pcs,6.19,3683.05,0.0,331.48,331.47,0,0,4346.0
ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT002-0095,GRN-OUT002-260331-00577,VEND009,FrozenBerry Traders,INV-2603-00577,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,18.78,kg,415.33,7799.9,,18.78,kg,415.33,7799.9,0.0,701.99,701.99,0,0,9203.88
ING026,Banana,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT002-0095,GRN-OUT002-260331-00578,VEND005,GreenLeaf Produce Delhi,INV-2603-00578,,CAT-PRO,Produce,SUP-RAW,Raw Material,52.29,kg,73.98,3868.41,,52.29,kg,73.98,3868.41,0.0,96.71,96.71,0,0,4061.83
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT002-0095,GRN-OUT002-260331-00579,VEND004,PackPro Disposables,INV-2603-00579,,CAT-PAC,Packaging,SUP-CON,Consumable,1600.0,pcs,3.0,4800.0,,1600.0,pcs,3.0,4800.0,0.0,432.0,432.0,0,0,5664.0
ING039,Straw,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT002-0095,GRN-OUT002-260331-00580,VEND004,PackPro Disposables,INV-2603-00580,,CAT-PAC,Packaging,SUP-CON,Consumable,1270.0,pcs,0.57,723.9,,753.49,pcs,0.57,429.49,0.0,38.66,38.65,0,0,506.8
ING041,Dessert Box,,ABNAH Cafe Hauz Khas,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT002-0095,GRN-OUT002-260331-00581,VEND004,PackPro Disposables,INV-2603-00581,,CAT-PAC,Packaging,SUP-CON,Consumable,425.0,pcs,5.33,2265.25,,425.0,pcs,5.33,2265.25,0.0,203.88,203.87,0,0,2673.0
