Item Code,Item Name,Company,Deployment,Date,Invoice Date,PO Date,Po Number,Transaction Number,Vendor Code,Vendor Name,Invoice Number,Batch Number,Category Code,Category Name,Super Category Code,Super Category Name,PO Qty,PO Unit,PO Unit Price,PO Amount,PO Comment,Purchase Quantity,Purchase Unit,Purchase Unit Price,Purchase Amount,Discount,CGST Tax,SGST Tax,IGST Tax,Other Taxes,Total
ING009,Bread,,ABNAH Cafe Saket Premium,2026-03-03,2026-03-03,2026-03-01,PO-20260301-OUT003-0066,GRN-OUT003-260303-00400,VEND003,Delhi Bakery Supply Co,INV-2603-00400,,CAT-BAK,Bakery,SUP-RAW,Raw Material,450.0,pcs,12.94,5823.0,,450.0,pcs,12.94,5823.0,0.0,145.57,145.58,0,0,6114.15
ING013,Brownie Base,,ABNAH Cafe Saket Premium,2026-03-03,2026-03-03,2026-03-01,PO-20260301-OUT003-0066,GRN-OUT003-260303-00401,VEND008,ChocoCraft Ingredients,INV-2603-00401,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,215.0,pcs,35.6,7654.0,,215.0,pcs,35.6,7654.0,0.0,688.86,688.86,0,0,9031.72
ING019,Sugar Syrup,,ABNAH Cafe Saket Premium,2026-03-05,2026-03-05,2026-03-01,PO-20260301-OUT003-0066,GRN-OUT003-260305-00402,VEND012,SweetBase Foods,INV-2603-00402,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,30.84,litre,96.21,2967.12,,23.79,litre,96.21,2288.84,0.0,206.0,205.99,0,0,2700.83
ING026,Banana,,ABNAH Cafe Saket Premium,2026-03-04,2026-03-04,2026-03-01,PO-20260301-OUT003-0066,GRN-OUT003-260304-00403,VEND005,GreenLeaf Produce Delhi,INV-2603-00403,,CAT-PRO,Produce,SUP-RAW,Raw Material,53.52,kg,75.25,4027.38,,53.52,kg,75.25,4027.38,0.0,100.69,100.68,0,0,4228.75
ING002,Milk,,ABNAH Cafe Saket Premium,2026-03-05,2026-03-05,2026-03-04,PO-20260304-OUT003-0069,GRN-OUT003-260305-00413,VEND002,FreshDairy Foods NCR,INV-2603-00413,,CAT-DAI,Dairy,SUP-RAW,Raw Material,177.27,litre,78.3,13880.24,,177.27,litre,78.3,13880.24,0.0,347.0,347.01,0,0,14574.25
ING003,Oat Milk,,ABNAH Cafe Saket Premium,2026-03-07,2026-03-07,2026-03-04,PO-20260304-OUT003-0069,GRN-OUT003-260307-00414,VEND002,FreshDairy Foods NCR,INV-2603-00414,,CAT-DAI,Dairy Alternative,SUP-RAW,Raw Material,48.5,litre,183.87,8828.51,,48.5,litre,183.87,8917.69,0.0,222.94,222.94,0,0,9363.57
ING005,Paneer,,ABNAH Cafe Saket Premium,2026-03-08,2026-03-08,2026-03-04,PO-20260304-OUT003-0069,GRN-OUT003-260308-00415,VEND002,FreshDairy Foods NCR,INV-2603-00415,,CAT-DAI,Dairy,SUP-RAW,Raw Material,22.9,kg,394.58,9035.88,,22.9,kg,394.58,9035.88,0.0,225.9,225.89,0,0,9487.67
ING034,Salsa,,ABNAH Cafe Saket Premium,2026-03-08,2026-03-08,2026-03-04,PO-20260304-OUT003-0069,GRN-OUT003-260308-00416,VEND006,SpiceRoot Foods,INV-2603-00416,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,20.5,kg,205.35,4209.68,,20.5,kg,205.35,4209.68,0.0,378.87,378.87,0,0,4967.42
ING037,Hot Cup,,ABNAH Cafe Saket Premium,2026-03-06,2026-03-06,2026-03-04,PO-20260304-OUT003-0069,GRN-OUT003-260306-00417,VEND004,PackPro Disposables,INV-2603-00417,,CAT-PAC,Packaging,SUP-CON,Consumable,1845.0,pcs,2.89,5332.05,,1845.0,pcs,2.89,5332.05,0.0,479.88,479.89,0,0,6291.82
ING002,Milk,,ABNAH Cafe Saket Premium,2026-03-11,2026-03-11,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260311-00432,VEND002,FreshDairy Foods NCR,INV-2603-00432,,CAT-DAI,Dairy,SUP-RAW,Raw Material,143.78,litre,79.57,11440.57,,68.36,litre,79.57,5439.41,0.0,135.99,135.98,0,0,5711.38
ING004,Cream,,ABNAH Cafe Saket Premium,2026-03-10,2026-03-10,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260310-00433,VEND002,FreshDairy Foods NCR,INV-2603-00433,,CAT-DAI,Dairy,SUP-RAW,Raw Material,39.19,litre,212.58,8289.35,,39.19,litre,212.58,8331.01,0.0,208.28,208.27,0,0,8747.56
ING005,Paneer,,ABNAH Cafe Saket Premium,2026-03-12,2026-03-12,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260312-00434,VEND002,FreshDairy Foods NCR,INV-2603-00434,,CAT-DAI,Dairy,SUP-RAW,Raw Material,35.26,kg,388.45,13628.27,,35.26,kg,388.45,13696.75,0.0,342.42,342.42,0,0,14381.59
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-03-09,2026-03-09,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260309-00435,VEND002,FreshDairy Foods NCR,INV-2603-00435,,CAT-DAI,Dairy,SUP-RAW,Raw Material,23.58,kg,511.4,12058.81,,11.43,kg,511.4,5845.3,0.0,146.13,146.13,0,0,6137.56
ING032,Pesto Sauce,,ABNAH Cafe Saket Premium,2026-03-09,2026-03-09,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260309-00436,VEND006,SpiceRoot Foods,INV-2603-00436,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,28.73,kg,339.28,9747.51,,28.73,kg,339.28,9747.51,0.0,877.27,877.28,0,0,11502.06
ING040,Napkin,,ABNAH Cafe Saket Premium,2026-03-09,2026-03-09,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260309-00437,VEND004,PackPro Disposables,INV-2603-00437,,CAT-PAC,Packaging,SUP-CON,Consumable,1600.0,pcs,0.33,528.0,,1600.0,pcs,0.33,528.0,0.0,47.52,47.52,0,0,623.04
ING041,Dessert Box,,ABNAH Cafe Saket Premium,2026-03-11,2026-03-11,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260311-00438,VEND004,PackPro Disposables,INV-2603-00438,,CAT-PAC,Packaging,SUP-CON,Consumable,375.0,pcs,5.15,1921.59,,375.0,pcs,5.15,1931.25,0.0,173.81,173.81,0,0,2278.87
ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-03-09,2026-03-09,2026-03-07,PO-20260307-OUT003-0072,GRN-OUT003-260309-00439,VEND004,PackPro Disposables,INV-2603-00439,,CAT-PAC,Packaging,SUP-CON,Consumable,495.0,pcs,6.66,3296.7,,388.94,pcs,6.66,2590.34,0.0,233.13,233.13,0,0,3056.6
ING003,Oat Milk,,ABNAH Cafe Saket Premium,2026-03-12,2026-03-12,2026-03-10,PO-20260310-OUT003-0075,GRN-OUT003-260312-00454,VEND002,FreshDairy Foods NCR,INV-2603-00454,,CAT-DAI,Dairy Alternative,SUP-RAW,Raw Material,20.05,litre,196.99,3949.65,,20.05,litre,196.99,3949.65,0.0,98.74,98.74,0,0,4147.13
ING020,Tea Leaves,,ABNAH Cafe Saket Premium,2026-03-11,2026-03-11,2026-03-10,PO-20260310-OUT003-0075,GRN-OUT003-260311-00455,VEND011,TeaLeaf Traders NCR,INV-2603-00455,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,14.03,kg,655.94,9110.81,,14.03,kg,655.94,9202.84,0.0,230.07,230.07,0,0,9662.98
ING026,Banana,,ABNAH Cafe Saket Premium,2026-03-14,2026-03-14,2026-03-10,PO-20260310-OUT003-0075,GRN-OUT003-260314-00456,VEND005,GreenLeaf Produce Delhi,INV-2603-00456,,CAT-PRO,Produce,SUP-RAW,Raw Material,68.16,kg,75.77,5164.48,,68.16,kg,75.77,5164.48,51.64,127.82,127.82,0,0,5368.48
ING037,Hot Cup,,ABNAH Cafe Saket Premium,2026-03-10,2026-03-10,2026-03-10,PO-20260310-OUT003-0075,GRN-OUT003-260310-00457,VEND004,PackPro Disposables,INV-2603-00457,,CAT-PAC,Packaging,SUP-CON,Consumable,1115.0,pcs,2.99,3333.85,,1115.0,pcs,2.99,3333.85,0.0,300.05,300.04,0,0,3933.94
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-03-12,2026-03-12,2026-03-10,PO-20260310-OUT003-0075,GRN-OUT003-260312-00458,VEND004,PackPro Disposables,INV-2603-00458,,CAT-PAC,Packaging,SUP-CON,Consumable,540.0,pcs,6.14,3315.6,,540.0,pcs,6.14,3315.6,0.0,298.4,298.41,0,0,3912.41
ING003,Oat Milk,,ABNAH Cafe Saket Premium,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260315-00472,VEND002,FreshDairy Foods NCR,INV-2603-00472,,CAT-DAI,Dairy Alternative,SUP-RAW,Raw Material,42.33,litre,182.02,7704.91,,42.33,litre,182.02,7704.91,0.0,192.62,192.63,0,0,8090.16
ING009,Bread,,ABNAH Cafe Saket Premium,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260315-00473,VEND003,Delhi Bakery Supply Co,INV-2603-00473,,CAT-BAK,Bakery,SUP-RAW,Raw Material,495.0,pcs,11.93,5905.35,,280.49,pcs,11.93,3346.25,0.0,83.66,83.65,0,0,3513.56
ING017,Caramel Syrup,,ABNAH Cafe Saket Premium,2026-03-17,2026-03-17,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260317-00474,VEND012,SweetBase Foods,INV-2603-00474,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,19.79,litre,255.07,5047.84,,19.79,litre,255.07,5047.84,0.0,454.31,454.3,0,0,5956.45
ING024,Hibiscus Concentrate,,ABNAH Cafe Saket Premium,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260315-00475,VEND012,SweetBase Foods,INV-2603-00475,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,16.16,litre,404.52,6537.04,,16.16,litre,404.52,6537.04,0.0,588.34,588.33,0,0,7713.71
ING027,Butter,,ABNAH Cafe Saket Premium,2026-03-16,2026-03-16,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260316-00476,VEND002,FreshDairy Foods NCR,INV-2603-00476,,CAT-DAI,Dairy,SUP-RAW,Raw Material,14.14,kg,556.69,7871.6,,14.14,kg,556.69,7871.6,0.0,472.3,472.29,0,0,8816.19
ING035,Aioli,,ABNAH Cafe Saket Premium,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260315-00477,VEND006,SpiceRoot Foods,INV-2603-00477,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,17.17,kg,313.19,5377.47,,17.17,kg,313.19,5377.47,0.0,483.97,483.97,0,0,6345.41
ING040,Napkin,,ABNAH Cafe Saket Premium,2026-03-15,2026-03-15,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260315-00478,VEND004,PackPro Disposables,INV-2603-00478,,CAT-PAC,Packaging,SUP-CON,Consumable,2210.0,pcs,0.33,729.3,,2210.0,pcs,0.33,729.3,0.0,65.64,65.63,0,0,860.57
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-03-14,2026-03-14,2026-03-13,PO-20260313-OUT003-0078,GRN-OUT003-260314-00479,VEND004,PackPro Disposables,INV-2603-00479,,CAT-PAC,Packaging,SUP-CON,Consumable,395.0,pcs,5.96,2354.2,,395.0,pcs,5.96,2354.2,0.0,211.88,211.88,0,0,2777.96
ING011,Tortilla,,ABNAH Cafe Saket Premium,2026-03-17,2026-03-17,2026-03-16,PO-20260316-OUT003-0081,GRN-OUT003-260317-00492,VEND003,Delhi Bakery Supply Co,INV-2603-00492,,CAT-BAK,Bakery,SUP-RAW,Raw Material,345.0,pcs,14.9,5140.5,,345.0,pcs,14.9,5140.5,0.0,128.51,128.51,0,0,5397.52
ING029,Onion,,ABNAH Cafe Saket Premium,2026-03-19,2026-03-19,2026-03-16,PO-20260316-OUT003-0081,GRN-OUT003-260319-00493,VEND005,GreenLeaf Produce Delhi,INV-2603-00493,,CAT-PRO,Produce,SUP-RAW,Raw Material,56.22,kg,45.81,2575.44,,56.22,kg,45.81,2575.44,0.0,64.39,64.38,0,0,2704.21
ING035,Aioli,,ABNAH Cafe Saket Premium,2026-03-19,2026-03-19,2026-03-16,PO-20260316-OUT003-0081,GRN-OUT003-260319-00494,VEND006,SpiceRoot Foods,INV-2603-00494,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,25.44,kg,325.65,8284.54,,19.85,kg,325.65,6464.15,0.0,581.77,581.78,0,0,7627.7
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-03-19,2026-03-19,2026-03-16,PO-20260316-OUT003-0081,GRN-OUT003-260319-00495,VEND004,PackPro Disposables,INV-2603-00495,,CAT-PAC,Packaging,SUP-CON,Consumable,510.0,pcs,5.7,2907.0,,510.0,pcs,5.7,2907.0,0.0,261.63,261.63,0,0,3430.26
ING005,Paneer,,ABNAH Cafe Saket Premium,2026-03-24,2026-03-24,2026-03-19,PO-20260319-OUT003-0084,GRN-OUT003-260324-00509,VEND002,FreshDairy Foods NCR,INV-2603-00509,,CAT-DAI,Dairy,SUP-RAW,Raw Material,21.86,kg,379.28,8291.06,,21.86,kg,379.28,8291.06,0.0,207.28,207.27,0,0,8705.61
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-03-22,2026-03-22,2026-03-19,PO-20260319-OUT003-0084,GRN-OUT003-260322-00510,VEND002,FreshDairy Foods NCR,INV-2603-00510,,CAT-DAI,Dairy,SUP-RAW,Raw Material,20.67,kg,495.64,10244.88,,20.67,kg,495.64,10244.88,0.0,256.12,256.12,0,0,10757.12
ING012,Croissant Base,,ABNAH Cafe Saket Premium,2026-03-23,2026-03-23,2026-03-19,PO-20260319-OUT003-0084,GRN-OUT003-260323-00511,VEND003,Delhi Bakery Supply Co,INV-2603-00511,,CAT-BAK,Bakery,SUP-RAW,Raw Material,165.0,pcs,41.92,6916.8,,165.0,pcs,41.92,6916.8,0.0,172.92,172.92,0,0,7262.64
ING039,Straw,,ABNAH Cafe Saket Premium,2026-03-21,2026-03-21,2026-03-19,PO-20260319-OUT003-0084,GRN-OUT003-260321-00512,VEND004,PackPro Disposables,INV-2603-00512,,CAT-PAC,Packaging,SUP-CON,Consumable,1235.0,pcs,0.58,716.3,,1235.0,pcs,0.58,716.3,0.0,64.47,64.46,0,0,845.23
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-03-22,2026-03-22,2026-03-19,PO-20260319-OUT003-0084,GRN-OUT003-260322-00513,VEND004,PackPro Disposables,INV-2603-00513,,CAT-PAC,Packaging,SUP-CON,Consumable,600.0,pcs,6.22,3732.0,,600.0,pcs,6.22,3732.0,0.0,335.88,335.88,0,0,4403.76
ING022,Ice,,ABNAH Cafe Saket Premium,2026-03-24,2026-03-24,2026-03-22,PO-20260322-OUT003-0087,GRN-OUT003-260324-00524,VEND010,Metro Wholesale Delhi,INV-2603-00524,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,348.13,kg,12.85,4473.47,,348.13,kg,12.85,4473.47,0.0,111.83,111.84,0,0,4697.14
ING025,Mixed Berry Pulp,,ABNAH Cafe Saket Premium,2026-03-24,2026-03-24,2026-03-22,PO-20260322-OUT003-0087,GRN-OUT003-260324-00525,VEND009,FrozenBerry Traders,INV-2603-00525,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,23.15,kg,447.05,10349.21,,23.15,kg,447.05,10349.21,0.0,931.43,931.43,0,0,12212.07
ING026,Banana,,ABNAH Cafe Saket Premium,2026-03-27,2026-03-27,2026-03-22,PO-20260322-OUT003-0087,GRN-OUT003-260327-00526,VEND005,GreenLeaf Produce Delhi,INV-2603-00526,,CAT-PRO,Produce,SUP-RAW,Raw Material,47.04,kg,79.15,3723.22,,47.04,kg,79.15,3723.22,0.0,93.08,93.08,0,0,3909.38
ING027,Butter,,ABNAH Cafe Saket Premium,2026-03-26,2026-03-26,2026-03-22,PO-20260322-OUT003-0087,GRN-OUT003-260326-00527,VEND002,FreshDairy Foods NCR,INV-2603-00527,,CAT-DAI,Dairy,SUP-RAW,Raw Material,20.43,kg,558.93,11361.85,,20.43,kg,558.93,11418.94,0.0,685.13,685.14,0,0,12789.21
ING001,Coffee Beans,,ABNAH Cafe Saket Premium,2026-03-27,2026-03-27,2026-03-25,PO-20260325-OUT003-0090,GRN-OUT003-260327-00541,VEND001,BeanCraft Roasters Delhi,INV-2603-00541,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,12.29,kg,1004.16,12341.13,,12.29,kg,1004.16,12341.13,0.0,308.53,308.53,0,0,12958.19
ING005,Paneer,,ABNAH Cafe Saket Premium,2026-03-28,2026-03-28,2026-03-25,PO-20260325-OUT003-0090,GRN-OUT003-260328-00542,VEND002,FreshDairy Foods NCR,INV-2603-00542,,CAT-DAI,Dairy,SUP-RAW,Raw Material,34.09,kg,391.44,13344.19,,34.09,kg,391.44,13344.19,0.0,333.61,333.6,0,0,14011.4
ING014,Cake Base,,ABNAH Cafe Saket Premium,2026-03-26,2026-03-26,2026-03-25,PO-20260325-OUT003-0090,GRN-OUT003-260326-00543,VEND003,Delhi Bakery Supply Co,INV-2603-00543,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,135.0,pcs,48.67,6570.45,,135.0,pcs,48.67,6570.45,0.0,591.34,591.34,0,0,7753.13
ING015,Cheesecake Base,,ABNAH Cafe Saket Premium,2026-03-29,2026-03-29,2026-03-25,PO-20260325-OUT003-0090,GRN-OUT003-260329-00544,VEND003,Delhi Bakery Supply Co,INV-2603-00544,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,120.0,pcs,76.03,9123.6,,120.0,pcs,76.03,9123.6,0.0,821.12,821.13,0,0,10765.85
ING033,Chipotle Sauce,,ABNAH Cafe Saket Premium,2026-03-30,2026-03-30,2026-03-25,PO-20260325-OUT003-0090,GRN-OUT003-260330-00545,VEND006,SpiceRoot Foods,INV-2603-00545,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,13.38,kg,281.95,3772.49,,13.38,kg,281.95,3772.49,0.0,339.52,339.53,0,0,4451.54
ING041,Dessert Box,,ABNAH Cafe Saket Premium,2026-03-25,2026-03-25,2026-03-25,PO-20260325-OUT003-0090,GRN-OUT003-260325-00546,VEND004,PackPro Disposables,INV-2603-00546,,CAT-PAC,Packaging,SUP-CON,Consumable,495.0,pcs,5.28,2613.6,,495.0,pcs,5.28,2613.6,0.0,235.22,235.23,0,0,3084.05
ING005,Paneer,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260331-00562,VEND002,FreshDairy Foods NCR,INV-2603-00562,,CAT-DAI,Dairy,SUP-RAW,Raw Material,38.0,kg,383.37,14568.06,,38.0,kg,383.37,14568.06,0.0,364.2,364.2,0,0,15296.46
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260331-00563,VEND002,FreshDairy Foods NCR,INV-2603-00563,,CAT-DAI,Dairy,SUP-RAW,Raw Material,14.64,kg,510.32,7471.08,,14.64,kg,510.32,7471.08,0.0,186.78,186.77,0,0,7844.63
ING007,Chicken,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260331-00564,VEND007,NorthStar Poultry,INV-2603-00564,,CAT-PRO,Protein,SUP-RAW,Raw Material,32.76,kg,352.76,11556.42,,22.15,kg,352.76,7813.63,0.0,195.34,195.34,0,0,8204.31
ING035,Aioli,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260331-00565,VEND006,SpiceRoot Foods,INV-2603-00565,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,16.52,kg,322.27,5323.9,,16.52,kg,322.27,5323.9,0.0,479.15,479.15,0,0,6282.2
ING037,Hot Cup,,ABNAH Cafe Saket Premium,2026-03-30,2026-03-30,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260330-00566,VEND004,PackPro Disposables,INV-2603-00566,,CAT-PAC,Packaging,SUP-CON,Consumable,1350.0,pcs,2.9,3915.0,,900.78,pcs,2.9,2612.26,26.12,232.75,232.76,0,0,3051.65
ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260331-00567,VEND004,PackPro Disposables,INV-2603-00567,,CAT-PAC,Packaging,SUP-CON,Consumable,615.0,pcs,6.58,4046.7,,340.06,pcs,6.58,2237.59,0.0,201.38,201.39,0,0,2640.36
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-28,PO-20260328-OUT003-0093,GRN-OUT003-260331-00568,VEND004,PackPro Disposables,INV-2603-00568,,CAT-PAC,Packaging,SUP-CON,Consumable,490.0,pcs,6.23,3052.7,,490.0,pcs,6.23,3052.7,0.0,274.75,274.74,0,0,3602.19
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT003-0096,GRN-OUT003-260331-00582,VEND002,FreshDairy Foods NCR,INV-2603-00582,,CAT-DAI,Dairy,SUP-RAW,Raw Material,14.42,kg,493.69,7012.22,,14.42,kg,493.69,7119.01,0.0,177.97,177.98,0,0,7474.96
ING009,Bread,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT003-0096,GRN-OUT003-260331-00583,VEND003,Delhi Bakery Supply Co,INV-2603-00583,,CAT-BAK,Bakery,SUP-RAW,Raw Material,365.0,pcs,12.52,4569.8,,202.98,pcs,12.52,2541.31,0.0,63.53,63.54,0,0,2668.38
ING026,Banana,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT003-0096,GRN-OUT003-260331-00584,VEND005,GreenLeaf Produce Delhi,INV-2603-00584,,CAT-PRO,Produce,SUP-RAW,Raw Material,60.22,kg,75.46,4544.2,,33.27,kg,75.46,2510.55,0.0,62.77,62.76,0,0,2636.08
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-03-31,2026-03-31,2026-03-31,PO-20260331-OUT003-0096,GRN-OUT003-260331-00585,VEND004,PackPro Disposables,INV-2603-00585,,CAT-PAC,Packaging,SUP-CON,Consumable,335.0,pcs,5.77,1932.95,,335.0,pcs,5.77,1932.95,0.0,173.97,173.96,0,0,2280.88
