Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Hauz Khas,Main Store,Bakery,Raw Material,No,Tortilla,pcs,15.37,1863.476,28641.63,0,0,0,0,68.442,1051.95,0.0,0.0,0,0,0.0,0.0,0,0,0,0,1795.034,27589.67,1795.634,27598.89,2.442,37.53,0.6,9.22,68.442,1051.95,1795.634,27598.89
ABNAH Cafe Hauz Khas,Main Store,Bakery,Raw Material,No,Croissant Base,pcs,45.16,563.8019,25461.29,0,0,0,0,130.536,5895.01,0.0,0.0,0,0,2.0462,92.41,0,0,0,0,701.2197,31667.08,701.4797,31678.82,6.5822,297.25,0.26,11.74,132.5822,5987.41,701.4797,31678.82
ABNAH Cafe Hauz Khas,Main Store,Dessert Inputs,Raw Material,No,Brownie Base,pcs,33.96,158.723,5390.23,0,0,0,0,20.74,704.33,20.88,709.08,0,0,0.0,0.0,0,0,0,0,633.863,21525.99,634.143,21535.5,0.74,25.13,0.28,9.51,20.74,704.33,634.143,21535.5
ABNAH Cafe Hauz Khas,Main Store,Dessert Inputs,Raw Material,No,Cake Base,pcs,46.92,205.3014,9632.74,0,0,0,0,180.3006,8459.7,0.0,0.0,0,0,2.8209,132.36,0,0,0,0,22.1799,1040.68,22.3799,1050.06,9.4215,442.06,0.2,9.38,183.1215,8592.06,22.3799,1050.06
ABNAH Cafe Hauz Khas,Main Store,Dessert Inputs,Raw Material,No,Cheesecake Base,pcs,76.45,464.399,35503.3,0,0,0,0,20.78,1588.63,0.0,0.0,0,0,0.0,0.0,0,0,0,0,568.619,43470.92,568.619,43470.92,0.78,59.63,0.0,0.0,20.78,1588.63,568.619,43470.92
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Chocolate Sauce,litre,262.52,81.119,21295.36,0,0,0,0,15.7803,4142.64,0.0,0.0,0,0,0.0,0.0,0,0,0,0,143.5887,37694.91,143.6367,37707.51,0.5777,151.66,0.048,12.6,15.7803,4142.64,143.6367,37707.51
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Caramel Syrup,litre,259.5,51.2595,13301.84,0,0,0,0,5.1397,1333.75,0.0,0.0,0,0,0.0,0.0,0,0,0,0,104.6498,27156.62,104.6898,27167.0,0.1738,45.1,0.04,10.38,5.1397,1333.75,104.6898,27167.0
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Vanilla Syrup,litre,240.69,166.4805,40070.19,0,0,0,0,2.1478,516.95,0.0,0.0,0,0,0.0,0.0,0,0,0,0,189.5327,45618.63,189.5927,45633.07,0.0766,18.44,0.06,14.44,2.1478,516.95,189.5927,45633.07
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Sugar Syrup,litre,91.3,182.2051,16635.33,0,0,0,0,34.6511,3163.65,0.0,0.0,0,0,0.0,0.0,0,0,0,0,206.684,18870.25,206.792,18880.11,1.1718,106.99,0.108,9.86,34.6511,3163.65,206.792,18880.11
ABNAH Cafe Hauz Khas,Main Store,Tea Inputs,Raw Material,No,Tea Leaves,kg,641.05,12.0915,7751.26,0,0,0,0,0.8371,536.62,0.0,0.0,0,0,0.0,0.0,0,0,0,0,57.9244,37132.44,57.9244,37132.44,0.0299,19.17,0.0,0.0,0.8371,536.62,57.9244,37132.44
ABNAH Cafe Hauz Khas,Main Store,Tea Inputs,Raw Material,No,Matcha Powder,kg,2193.0,33.17,72741.81,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,33.17,72741.81,33.166,72733.04,0.0,0.0,-0.004,-8.77,0.0,0.0,33.166,72733.04
ABNAH Cafe Hauz Khas,Main Store,Beverage Inputs,Raw Material,No,Ice,kg,11.78,1129.8115,13309.18,0,0,0,0,121.456,1430.75,0.0,0.0,0,0,1.9094,22.49,0,0,0,0,1285.1561,15139.14,1284.9161,15136.31,5.7894,68.2,-0.24,-2.83,123.3654,1453.24,1284.9161,15136.31
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Lemon,kg,116.6,67.6524,7888.27,0,0,0,0,5.1939,605.61,0.0,0.0,0,0,0.0,0.0,0,0,0,0,62.4585,7282.66,62.3985,7275.67,0.2754,32.11,-0.06,-7.0,5.1939,605.61,62.3985,7275.67
ABNAH Cafe Hauz Khas,Main Store,Beverage Inputs,Raw Material,No,Hibiscus Concentrate,litre,397.8,71.0178,28250.88,0,0,0,0,3.4182,1359.76,0.0,0.0,0,0,0.0,0.0,0,0,0,0,85.3096,33936.16,85.2856,33926.61,0.1092,43.44,-0.024,-9.55,3.4182,1359.76,85.2856,33926.61
ABNAH Cafe Hauz Khas,Main Store,Fruit Inputs,Raw Material,No,Mixed Berry Pulp,kg,431.36,163.0637,70339.16,0,0,0,0,3.162,1363.96,0.0,0.0,0,0,0.0,0.0,0,0,0,0,258.9617,111705.72,258.9017,111679.84,0.098,42.27,-0.06,-25.88,3.162,1363.96,258.9017,111679.84
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Banana,kg,76.87,178.8295,13746.62,0,0,0,0,4.07,312.86,0.0,0.0,0,0,0.0,0.0,0,0,0,0,313.4895,24097.94,313.5255,24100.71,0.234,17.99,0.036,2.77,4.07,312.86,313.5255,24100.71
ABNAH Cafe Hauz Khas,Main Store,Dairy,Raw Material,No,Butter,kg,543.4,45.7525,24861.91,0,0,0,0,3.4238,1860.49,0.0,0.0,0,0,0.0,0.0,0,0,0,0,42.3287,23001.42,42.3287,23001.42,0.1938,105.31,0.0,0.0,3.4238,1860.49,42.3287,23001.42
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Lettuce,kg,100.7,41.6662,4195.79,0,0,0,0,3.3484,337.18,0.0,0.0,0,0,0.0,0.0,0,0,0,0,38.3178,3858.6,38.2758,3854.37,0.1984,19.98,-0.042,-4.23,3.3484,337.18,38.2758,3854.37
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Onion,kg,0.0,42.5589,0.0,0,0,0,0,1.4005,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,41.1584,0.0,41.1224,0.0,0.0805,0.0,-0.036,-0.0,1.4005,0.0,41.1224,0.0
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Capsicum,kg,0.0,207.768,0.0,0,0,0,0,1.7424,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,239.4156,0.0,239.4756,0.0,0.0924,0.0,0.06,0.0,1.7424,0.0,239.4756,0.0
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Tomato,kg,0.0,39.2299,0.0,0,0,0,0,2.3727,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,36.8572,0.0,36.8572,0.0,0.1427,0.0,0.0,0.0,2.3727,0.0,36.8572,0.0
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Pesto Sauce,kg,347.18,16.1269,5598.94,0,0,0,0,0.6702,232.68,0.0,0.0,0,0,0.0,0.0,0,0,0,0,44.4767,15441.42,44.4767,15441.42,0.0202,7.01,0.0,0.0,0.6702,232.68,44.4767,15441.42
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Chipotle Sauce,kg,297.12,64.9287,19291.62,0,0,0,0,2.8174,837.11,0.0,0.0,0,0,0.0,0.0,0,0,0,0,87.1613,25897.37,87.1293,25887.86,0.0874,25.97,-0.032,-9.51,2.8174,837.11,87.1293,25887.86
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Salsa,kg,197.9,40.2067,7956.91,0,0,0,0,0.4411,87.29,0.0,0.0,0,0,0.0,0.0,0,0,0,0,59.5256,11780.12,59.5576,11786.45,0.0161,3.19,0.032,6.33,0.4411,87.29,59.5576,11786.45
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Aioli,kg,316.2,16.9309,5353.55,0,0,0,0,0.5594,176.88,0.0,0.0,0,0,0.0,0.0,0,0,0,0,16.3715,5176.67,16.3395,5166.55,0.0194,6.13,-0.032,-10.12,0.5594,176.88,16.3395,5166.55
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Cold Cup,pcs,3.31,8254.1608,27321.27,0,0,0,0,931.74,3084.06,162.4,537.54,0,0,14.275,47.25,0,0,0,0,10180.5458,33697.61,10183.3458,33706.87,67.015,221.82,2.8,9.27,946.015,3131.31,10183.3458,33706.87
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Hot Cup,pcs,2.95,7786.7602,22970.94,0,0,0,0,1183.015,3489.89,0.0,0.0,0,0,18.1076,53.42,0,0,0,0,12775.6376,37688.13,12771.4376,37675.74,86.1226,254.06,-4.2,-12.39,1201.1226,3543.31,12771.4376,37675.74
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Lid,pcs,1.12,4554.7035,5101.27,0,0,0,0,2119.622,2373.98,0.0,0.0,0,0,32.3826,36.27,0,0,0,0,2402.6989,2691.02,2406.8989,2695.73,158.0046,176.97,4.2,4.7,2152.0046,2410.25,2406.8989,2695.73
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Straw,pcs,0.58,23.8726,13.85,0,0,0,0,929.103,538.88,0.0,0.0,0,0,14.275,8.28,0,0,0,0,2903.9846,1684.31,2902.9846,1683.73,64.378,37.34,-1.0,-0.58,943.378,547.16,2902.9846,1683.73
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Napkin,pcs,0.32,3787.8095,1212.1,0,0,0,0,3164.336,1012.59,0.0,0.0,0,0,48.2978,15.46,0,0,0,0,3847.9257,1231.34,3851.5257,1232.49,238.6338,76.36,3.6,1.15,3212.6338,1028.04,3851.5257,1232.49
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Dessert Box,pcs,5.24,614.7828,3221.46,0,0,0,0,356.928,1870.3,0.0,0.0,0,0,5.4891,28.76,0,0,0,0,2033.0957,10653.42,2033.8157,10657.19,24.4171,127.95,0.72,3.77,362.4171,1899.07,2033.8157,10657.19
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Sandwich Box,pcs,6.75,2073.77,13997.95,0,0,0,0,224.72,1516.86,0.0,0.0,0,0,3.4429,23.24,0,0,0,0,2525.3571,17046.16,2524.6371,17041.3,16.1629,109.1,-0.72,-4.86,228.1629,1540.1,2524.6371,17041.3
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Wrap Packaging,pcs,6.08,2214.545,13464.43,0,0,0,0,70.158,426.56,0.0,0.0,0,0,0.0,0.0,0,0,0,0,3523.787,21424.62,3524.867,21431.19,4.158,25.28,1.08,6.57,70.158,426.56,3524.867,21431.19
