Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Lettuce,kg,100.7,28.8009,2900.25,0,0,0,0,3.2813,330.43,0.0,0.0,0,0,0.0,0.0,0,0,0,0,54.2096,5458.91,54.1956,5457.5,0.0863,8.69,-0.014,-1.41,3.2813,330.43,54.1956,5457.5
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Onion,kg,45.81,122.4831,5610.95,0,0,0,0,0.7987,36.59,0.0,0.0,0,0,0.0,0.0,0,0,0,0,177.9044,8149.8,177.8684,8148.15,0.0187,0.86,-0.036,-1.65,0.7987,36.59,177.8684,8148.15
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Capsicum,kg,89.04,24.2123,2155.86,0,0,0,0,0.9974,88.81,0.0,0.0,0,0,0.0,0.0,0,0,0,0,23.2149,2067.05,23.1749,2063.49,0.0224,1.99,-0.04,-3.56,0.9974,88.81,23.1749,2063.49
ABNAH Cafe Saket Premium,Main Store,Produce,Raw Material,No,Tomato,kg,57.24,150.9243,8638.91,0,0,0,0,3.3858,193.8,0.0,0.0,0,0,0.0,0.0,0,0,0,0,258.5985,14802.18,258.6705,14806.3,0.0858,4.91,0.072,4.12,3.3858,193.8,258.6705,14806.3
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Pesto Sauce,kg,339.28,117.4977,39864.62,0,0,0,0,0.6803,230.81,0.0,0.0,0,0,0.0,0.0,0,0,0,0,145.5474,49381.32,145.5154,49370.46,0.0153,5.19,-0.032,-10.86,0.6803,230.81,145.5154,49370.46
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Chipotle Sauce,kg,281.95,60.3548,17017.04,0,0,0,0,2.6523,747.82,0.0,0.0,0,0,0.0,0.0,0,0,0,0,71.0825,20041.71,71.0505,20032.69,0.0773,21.79,-0.032,-9.02,2.6523,747.82,71.0505,20032.69
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Salsa,kg,205.35,47.0553,9662.81,0,0,0,0,0.2567,52.71,0.0,0.0,0,0,0.0,0.0,0,0,0,0,67.2986,13819.77,67.2986,13819.77,0.0067,1.38,0.0,0.0,0.2567,52.71,67.2986,13819.77
ABNAH Cafe Saket Premium,Main Store,Syrups & Sauces,Raw Material,No,Aioli,kg,320.61,66.3155,21261.41,0,0,0,0,0.8585,275.24,0.0,0.0,0,0,0.0,0.0,0,0,0,0,118.997,38151.63,119.029,38161.89,0.0185,5.93,0.032,10.26,0.8585,275.24,119.029,38161.89
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Cold Cup,pcs,3.25,4666.705,15166.79,0,0,0,0,940.032,3055.1,0.0,0.0,0,0,11.7137,38.07,0,0,0,0,3714.9593,12073.62,3714.9593,12073.62,33.7457,109.67,0.0,0.0,951.7457,3093.17,3714.9593,12073.62
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Hot Cup,pcs,2.92,4171.0682,12179.52,0,0,0,0,1460.438,4264.48,0.0,0.0,0,0,18.234,53.24,0,0,0,0,6553.1762,19135.27,6555.9762,19143.45,49.672,145.04,2.8,8.18,1478.672,4317.72,6555.9762,19143.45
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Lid,pcs,0.0,4951.2606,0.0,0,0,0,0,2403.328,0.0,0.0,0.0,0,0,29.9477,0.0,0,0,0,0,2517.9849,0.0,2513.7849,0.0,86.2757,0.0,-4.2,-0.0,2433.2757,0.0,2513.7849,0.0
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Straw,pcs,0.58,3102.691,1799.56,0,0,0,0,942.786,546.82,0.0,0.0,0,0,11.7137,6.79,0,0,0,0,3383.1913,1962.25,3384.1913,1962.83,36.4997,21.17,1.0,0.58,954.4997,553.61,3384.1913,1962.83
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Napkin,pcs,0.33,8949.3885,2953.3,0,0,0,0,3714.69,1225.85,0.0,0.0,0,0,46.0636,15.2,0,0,0,0,8998.6349,2969.55,8995.0349,2968.36,150.7536,49.75,-3.6,-1.19,3760.7536,1241.05,8995.0349,2968.36
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Dessert Box,pcs,5.22,812.4979,4241.24,0,0,0,0,575.488,3004.05,0.0,0.0,0,0,7.1711,37.43,0,0,0,0,1099.8388,5741.16,1100.5588,5744.92,20.6591,107.84,0.72,3.76,582.6591,3041.48,1100.5588,5744.92
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Sandwich Box,pcs,6.62,2455.5718,16255.89,0,0,0,0,232.328,1538.01,0.0,0.0,0,0,2.8838,19.09,0,0,0,0,2949.36,19524.76,2949.72,19527.15,9.2118,60.98,0.36,2.38,235.2118,1557.1,2949.72,19527.15
ABNAH Cafe Saket Premium,Main Store,Packaging,Consumable,No,Wrap Packaging,pcs,6.03,1244.438,7503.96,0,0,0,0,40.092,241.75,0.0,0.0,0,0,0.0,0.0,0,0,0,0,4074.346,24568.31,4073.266,24561.79,1.092,6.58,-1.08,-6.51,40.092,241.75,4073.266,24561.79
