path,size_bytes,sha256
data/control_tower/month_01/enterprise_transfer_to/OUT003_enterprise_transfer_to.csv,417,8f19a7629714aa425b4cbcaf5529343c5aae33f8fc2418e45bef198ad5e7332c
data/control_tower/month_01/enterprise_variance_master/OUT001_enterprise_variance_master.csv,10701,45524ce9d1c9c9d7d36843a8e04ba593088767708a6b8630866f53aff7369f8f
data/control_tower/month_01/enterprise_variance_master/OUT002_enterprise_variance_master.csv,10430,0da02f3a4802b3768cce208d8aa2cd7076844cf02f20abbc5a0ff0e55bb24c88
data/control_tower/month_01/enterprise_variance_master/OUT003_enterprise_variance_master.csv,10623,b2865d9b5f2e38416e332151ba36255aca1b1f5c23d3448f8c1d8d786c68754b
data/control_tower/month_01/enterprise_variance_normal/OUT001_enterprise_variance_normal.csv,14499,169ee8cc9d38e0ff9ede1d5e3adf44d922747994f6c5642955a307abee332e22
data/control_tower/month_01/enterprise_variance_normal/OUT002_enterprise_variance_normal.csv,14199,80f8caa08786bff44304247ca4b908373c7174f87c685b80cc767334089c881d
data/control_tower/month_01/enterprise_variance_normal/OUT003_enterprise_variance_normal.csv,14414,87009250e5715549758988585fbbec5bdbcfe177ccb83045752ee2fcdd0461b0
data/control_tower/month_01/enterprise_wastage_normal/OUT001_enterprise_wastage_normal.csv,2080,91add8a6d8ce44347e3e5c1dca1dacfd963d201903d0c05c656fd87f7f5a8aa9
data/control_tower/month_01/enterprise_wastage_normal/OUT002_enterprise_wastage_normal.csv,2009,886322335ba99fbb10dfb8403d7ca2e973779a4c68ac299925b0c240f148c333
data/control_tower/month_01/enterprise_wastage_normal/OUT003_enterprise_wastage_normal.csv,2061,49fc1a23e50fe05a4e010e6c4749664ad843ebe92891d1a51ec9a344d5988d82
data/control_tower/month_01/gross_net_margin/OUT001_gross_net_margin.csv,371802,da0c283e11ccbbea1d4b5aa3ed8ad3b3e6e5ed7b16e32eb171c819ba32706c55
data/control_tower/month_01/gross_net_margin/OUT002_gross_net_margin.csv,373109,220540a660676e8de033a3390ae70ddd1dee6bf177fecd0350f6c3320c063df1
data/control_tower/month_01/gross_net_margin/OUT003_gross_net_margin.csv,413956,55ef10e0b7b38d729dd967e1d46acb06516ada9ba54d4842ab2da0620d0a5497
data/control_tower/month_01/purchase_detail/OUT001_purchase_detail.csv,17987,6bc26bf80490d948a1411f1da430e4376609351d5570b194bd335f6eb77bb8d8
data/control_tower/month_01/purchase_detail/OUT002_purchase_detail.csv,16249,ef2fd85698da2a8008f247d211794f263f8bcb602916bfb8698dea62a621e1db
data/control_tower/month_01/purchase_detail/OUT003_purchase_detail.csv,17513,140080c0d426fd2e9285ecafb9d7cf3acb866dc3706355a85399df69e802ef4e
data/control_tower/month_01/recipe_consumption/OUT001_recipe_consumption.csv,59755,9d12097fb3caed95efbf23dd36fcbbe1ff113d5c11934c2e907c268ff19efc9c
data/control_tower/month_01/recipe_consumption/OUT002_recipe_consumption.csv,59775,e085cacc9064f840cafb6271096dd8d83080b81b1f5f9663c6a990a1df96bfec
data/control_tower/month_01/recipe_consumption/OUT003_recipe_consumption.csv,59832,cc6528da03cc59f3e41933333f5fcacfe92fd8aa4dc1fd1ffb226f5a40198c22
data/control_tower/month_01/stock_in_stock_out/OUT001_stock_in_stock_out.csv,971,4b26b2c12559c2c70eeac40a92391da78a74e3db57230c91c7b9cf8208ca2ad1
data/control_tower/month_01/stock_in_stock_out/OUT002_stock_in_stock_out.csv,776,c8b751f323bf7e3909bd9053a82e2763d046c36a9158619fcdcd669c5c91ca0b
data/control_tower/month_01/stock_in_stock_out/OUT003_stock_in_stock_out.csv,642,0c7847951db6ded9232b30a6a989da97480cc6d2bf18c52f592d0b1a8f98f8dc
data/control_tower/month_02/bill_item_detail/OUT001_bill_item_detail.csv,388428,5d5e2a79165520a6664d8f8549da062a1c6fa39e894d72e0676964a0017efad0
data/control_tower/month_02/bill_item_detail/OUT002_bill_item_detail.csv,383926,4133afc357d9019cdaae1ab43bf4fa0f062fd30eb7510f59a7881976bbaefaf3
data/control_tower/month_02/bill_item_detail/OUT003_bill_item_detail.csv,416772,2a941218f7e86cc39f390b0d29bf820eb2f15d6eb746c9d9dfa87d896992af7d
data/control_tower/month_02/bulk_return/OUT001_bulk_return.csv,293,a45b946e929e686437dc3d9f23fd06684ba8663e8262324137448a01e4b3dfe3
data/control_tower/month_02/bulk_return/OUT002_bulk_return.csv,550,f417e4cf2f2cdb9b97c46bf656d2675703b111e359f8c8a0f1ac99f14e984bb5
data/control_tower/month_02/bulk_return/OUT003_bulk_return.csv,412,9c5d05a200917e03a34e6ec5bdf43b6bd05008c1782c66db689944480c2290d1
data/control_tower/month_02/closing_stock/OUT001_closing_stock.csv,6672,b2cda5f1f59152b578ed2edd023161a17ec4191c759c17703f7ad49a9ed7f2f6
data/control_tower/month_02/closing_stock/OUT002_closing_stock.csv,6429,44f367659337a534083761dce1093f00a4d8e57d4d6db0ff4e2d6cda32c6ec1c
data/control_tower/month_02/closing_stock/OUT003_closing_stock.csv,6603,c56a367f394d9d3bfa0452e50121676b8c16f4632fe4be9dc0b8d7a1bcb9e445
data/control_tower/month_02/enterprise_consumption_detail/OUT001_enterprise_consumption_detail.csv,12940,a782554def91c698bbe4d5956ab56f4ed05aae315b5c8a9f82b9ffc12000cb7c
data/control_tower/month_02/enterprise_consumption_detail/OUT002_enterprise_consumption_detail.csv,12759,a72fca6ca0e9d998f770440626d347c6531e8fc1d9bf3da2e1a1428cf2e403a7
data/control_tower/month_02/enterprise_consumption_detail/OUT003_enterprise_consumption_detail.csv,12907,23c99917e0f7023d17df3e89ee060630583c6d2de601b063c3536079ab888d8b
data/control_tower/month_02/enterprise_entry/OUT001_enterprise_entry.csv,17003,4cf11cf01cff39b7581de0899af16f7d1441a70fe7aab710752d1da893fc5578
data/control_tower/month_02/enterprise_entry/OUT002_enterprise_entry.csv,17025,0f3a165aa9e1b9bfe0061bb53a7f39e1fc63990860b478dd9a27d4e57f060783
data/control_tower/month_02/enterprise_entry/OUT003_enterprise_entry.csv,16386,e16fe1e427163ba78f3d8dc59e7746545bf6383c12e33dbb4d99f6f41aaa1a6d
data/control_tower/month_02/enterprise_opening/OUT001_enterprise_opening.csv,6431,896619a9aef463a638de3f5eb9f65da6587704c1358bc942b89aae7aeed167a0
data/control_tower/month_02/enterprise_opening/OUT002_enterprise_opening.csv,6164,b4ab53b8afde94e164be48473ebb9e1262b47bf77fae1d124860d297443e9b5e
data/control_tower/month_02/enterprise_opening/OUT003_enterprise_opening.csv,6343,1b73f5bf4b7726c17a23ee51192ccc49f8efc5745c58599377ba80262eecf455
data/control_tower/month_02/enterprise_physical/OUT001_enterprise_physical.csv,8139,bfed0d27454e7ce6f6ad79465ab2676ae0387154e8d533e9f97266b2e5b0d1d8
data/control_tower/month_02/enterprise_physical/OUT002_enterprise_physical.csv,7898,f8f7a41bd64489b5e6590606477f78fbfb38c6cd1e93757b156b98065db82f20
data/control_tower/month_02/enterprise_physical/OUT003_enterprise_physical.csv,8068,b52a997386ab142f31241895f6b5b0d5313975d00214fe83fc55d0672b9e5e97
data/control_tower/month_02/enterprise_purchase_order/OUT001_enterprise_purchase_order.csv,15065,8a65578a11a915bbb4e62d8ee18fb58a971c40b9187ef1a938a9e9f065c29153
data/control_tower/month_02/enterprise_purchase_order/OUT002_enterprise_purchase_order.csv,15881,d409bb84a3b5a1e0ef679b4d3d8b1b657ba53fdc76f4b908cf3a2ac6d5fa9785
data/control_tower/month_02/enterprise_purchase_order/OUT003_enterprise_purchase_order.csv,15718,4836882a8c41f9b59d7d6fa6e220680c577dc3c79800faed49be0f4cfcc241bc
data/control_tower/month_02/enterprise_reorder/OUT001_enterprise_reorder.csv,110,a3f14056449f9f17d81c2f0de67954983e524eeda2ca20a39ef176b5473d0d6a
data/control_tower/month_02/enterprise_reorder/OUT002_enterprise_reorder.csv,110,a3f14056449f9f17d81c2f0de67954983e524eeda2ca20a39ef176b5473d0d6a
data/control_tower/month_02/enterprise_reorder/OUT003_enterprise_reorder.csv,110,a3f14056449f9f17d81c2f0de67954983e524eeda2ca20a39ef176b5473d0d6a
data/control_tower/month_02/enterprise_stock_return/OUT001_enterprise_stock_return.csv,445,dfcc298fa5735bc1336bf843ea899a29fc49233ff366f6224fa89b76d69d140d
data/control_tower/month_02/enterprise_stock_return/OUT002_enterprise_stock_return.csv,445,dfcc298fa5735bc1336bf843ea899a29fc49233ff366f6224fa89b76d69d140d
data/control_tower/month_02/enterprise_stock_return/OUT003_enterprise_stock_return.csv,445,dfcc298fa5735bc1336bf843ea899a29fc49233ff366f6224fa89b76d69d140d
data/control_tower/month_02/enterprise_transfer_from/OUT001_enterprise_transfer_from.csv,850,43fc0fedb4aa790631bf4f94f3a79dc41e86c88dbf04b16e6afbf6b96c7b14e4
data/control_tower/month_02/enterprise_transfer_from/OUT002_enterprise_transfer_from.csv,452,062c7135265132262910d8c6a2c2e540b3b4573766854d4ab228d5721ed8ca2c
data/control_tower/month_02/enterprise_transfer_from/OUT003_enterprise_transfer_from.csv,652,797b3f92f36006fedd47f3929e34cc8bf8e2787e9717e9e9948e2a60c06ab4eb
data/control_tower/month_02/enterprise_transfer_to/OUT001_enterprise_transfer_to.csv,623,c722b56c58858a6439c08daaf0676f6268047faa5b90a2b479252c5103dbe506
data/control_tower/month_02/enterprise_transfer_to/OUT002_enterprise_transfer_to.csv,816,e007de0d81323edafba21ecb547c5195764808e7e0bdf05974853d4335d171d0
data/control_tower/month_02/enterprise_transfer_to/OUT003_enterprise_transfer_to.csv,419,fd8a017a4f90e4a8174d193bcab7ce10767a9dbfd16d621a0ccdf67260a135a2
data/control_tower/month_02/enterprise_variance_master/OUT001_enterprise_variance_master.csv,10932,00e417645b2f66d51915bdf1253e53d496fb65884b7c711495ef940323cdd9d3
data/control_tower/month_02/enterprise_variance_master/OUT002_enterprise_variance_master.csv,10771,d81d2b98ebf8f23b092b364aa26f58af831fc76350c73d073389dfc7d8e2afb6
data/control_tower/month_02/enterprise_variance_master/OUT003_enterprise_variance_master.csv,10901,f044dac4f66b8ec34d08a1db4282d86ecf357f203a1a0a5bb190b653fce654c1
data/control_tower/month_02/enterprise_variance_normal/OUT001_enterprise_variance_normal.csv,14796,6a4a670af31abfcad4b65741a99cda08186095336d5bfc63340f7989663a4aaf
data/control_tower/month_02/enterprise_variance_normal/OUT002_enterprise_variance_normal.csv,14661,3472b286b8b47f10e6baebd4842656cf007bb0563d2ca4fc0e758bffd74b1179
data/control_tower/month_02/enterprise_variance_normal/OUT003_enterprise_variance_normal.csv,14795,e5271b11fa6cd2899167cecf4ffefbb1ea972186a3aaa5319c2a8224b960aedc
data/control_tower/month_02/enterprise_wastage_normal/OUT001_enterprise_wastage_normal.csv,2103,7e54ab3c12cce234eb0bf21cc9cf03e3d0db5a0515042629c2b2998b871aefa3
data/control_tower/month_02/enterprise_wastage_normal/OUT002_enterprise_wastage_normal.csv,2038,e71a5d1eef2c271426e857c95cbcb19e1975f6613bca47482d852236e47f51c8
data/control_tower/month_02/enterprise_wastage_normal/OUT003_enterprise_wastage_normal.csv,2074,2e2503e31de07938eae3df154517287b520de465b68be4676a39c2fc197689ce
data/control_tower/month_02/gross_net_margin/OUT001_gross_net_margin.csv,357288,e0c07f0756f096cebdf5f88e9be285a265d667dc4bd4a2054fad12b6c2b7ace0
data/control_tower/month_02/gross_net_margin/OUT002_gross_net_margin.csv,348768,e7e02edebf4193299cdf9571d0bac16125c90f7c3b1c277f909fb7bf70965aa3
data/control_tower/month_02/gross_net_margin/OUT003_gross_net_margin.csv,381264,1544378640636dd8eecce4cfa447600f0c8352ea9ca4c21fecbb46c3a4fb75dd
data/control_tower/month_02/purchase_detail/OUT001_purchase_detail.csv,18559,9488194925e2d248b50ca53117738123b24ff637542c37d5eeefc1665d9da7da
data/control_tower/month_02/purchase_detail/OUT002_purchase_detail.csv,18594,57c80cd2bce7af0c3e68577c0a3cdad123c98bb09ef6cb9175e2e9d5d37ac44b
data/control_tower/month_02/purchase_detail/OUT003_purchase_detail.csv,17904,f90b848774c384b48c5ef0c7bcfb6817d306dd3c70ab58337e29200d607c70f0
data/control_tower/month_02/recipe_consumption/OUT001_recipe_consumption.csv,59807,10ef786439cfa434a01b6854e521eebd7f7d13df80528a4f8c0ae2eea5498c38
data/control_tower/month_02/recipe_consumption/OUT002_recipe_consumption.csv,59762,02997dba401e06f9cc3bc10e057d8653d8aa9fda9365182217314527916a52d2
data/control_tower/month_02/recipe_consumption/OUT003_recipe_consumption.csv,59831,8f511a349a369661f7e6f64367a1694170bf7200439c13ddaacda850ef8b7942
data/control_tower/month_02/stock_in_stock_out/OUT001_stock_in_stock_out.csv,981,23e19725d52d98c84f0d84a65e630951335e64524409a7a74b90b3109fb07ab5
data/control_tower/month_02/stock_in_stock_out/OUT002_stock_in_stock_out.csv,786,aef979050f2ed541d7d0482bcd84c3113a0af62cfc98348b5d2b7f7907d3e604
data/control_tower/month_02/stock_in_stock_out/OUT003_stock_in_stock_out.csv,648,b002072836d2b6c1666a18c40e6ba68ed28425aa724c2824294d3426ef88e841
data/control_tower/month_03/bill_item_detail/OUT001_bill_item_detail.csv,424973,3999a692f96e0225ff63c4a6e2ef60e97be193858468fd42cd9d6cd802164a0b
data/control_tower/month_03/bill_item_detail/OUT002_bill_item_detail.csv,426890,13e8a6608313244ffcf6e00315d37d169e06cef35dc755bb5d58946fd278d0bc
data/control_tower/month_03/bill_item_detail/OUT003_bill_item_detail.csv,492261,f09c73b8ae53fd7ce281cf069d3d1c44ffae5b42b756b5f5b4fc5ec2e25b8788
data/control_tower/month_03/bulk_return/OUT001_bulk_return.csv,817,4b19b34928f4d0138ba1e04f30f1b4ce782db346ddcae91e01e8c160e91e9001
data/control_tower/month_03/bulk_return/OUT002_bulk_return.csv,284,f8e1088ec32a955432d2ac4c74809d59e50a8340b505b68cb2291a370d2c080b
data/control_tower/month_03/bulk_return/OUT003_bulk_return.csv,279,6e9a3af539d53141e1c675b3e2d87a446d841cae6cd315b7b00888726f4cc7bc
data/control_tower/month_03/closing_stock/OUT001_closing_stock.csv,6706,62aa588f42aa52603a77a58012ba46c5fdf12b19a0e8d728146d00fdcd13d4dc
data/control_tower/month_03/closing_stock/OUT002_closing_stock.csv,6428,91e8257f9d457f8008b05b7b3ed5dbdfcbf26c3a69b1af0d57d5300bb5959d80
data/control_tower/month_03/closing_stock/OUT003_closing_stock.csv,6586,c9e5bcce3e0c097acd33f7fe2764f29841bd792f1e03b969029ad95dea54175c
data/control_tower/month_03/enterprise_consumption_detail/OUT001_enterprise_consumption_detail.csv,13096,51742443f5f51b3c1e7198e21b7bdf70aa8ce1f3525cbaf69947b0be1d6f4634
data/control_tower/month_03/enterprise_consumption_detail/OUT002_enterprise_consumption_detail.csv,12728,3d5159f49f7f9a85ff06059e71ac02db69f7005c74bf5398b2e5d12193bbec7c
data/control_tower/month_03/enterprise_consumption_detail/OUT003_enterprise_consumption_detail.csv,12917,55f2854168854ae324f94aec3dc74ddc05bfd6be1f74453b80f3c3d2060b45aa
data/control_tower/month_03/enterprise_entry/OUT001_enterprise_entry.csv,21225,fd29579e56ac6d952bd26dfc3867aacee3be20399a6e836c15cf6aaaf022e337
data/control_tower/month_03/enterprise_entry/OUT002_enterprise_entry.csv,18774,bded6fc3c76524496028e0951c22cf2197f9bf1f0984c50e417035b29d53292a
data/control_tower/month_03/enterprise_entry/OUT003_enterprise_entry.csv,18738,ccfdfebd09ea62e297468ebe2b715fc86dfa2973833085576b42598015e66988
data/control_tower/month_03/enterprise_opening/OUT001_enterprise_opening.csv,6451,f97df413c8f15b4bb63da7527116968b34954fb7c993ee05745830a5f1138684
data/control_tower/month_03/enterprise_opening/OUT002_enterprise_opening.csv,6190,19d1ff2087128b4caeeb939605dcb0083f62c5b114f0d5505b2c50d62db4ad78
data/control_tower/month_03/enterprise_opening/OUT003_enterprise_opening.csv,6365,5937031617920a06b65c4552b3348932837f9ca7f13db362e9e6ac2941d8da9c
data/control_tower/month_03/enterprise_physical/OUT001_enterprise_physical.csv,8168,990c69ac0ccbc20176dc87ff41ebae5c3d01a2627855ab306a8e868d309093de
data/control_tower/month_03/enterprise_physical/OUT002_enterprise_physical.csv,7890,6b8175d8d113cbde73b7d9a32e4996ddaf63e426d8642e4dd281134f190d01e2
data/control_tower/month_03/enterprise_physical/OUT003_enterprise_physical.csv,8059,24dfc4a30b891ee2791fa66a2823a7ff63022838f838bae64ef28724bcc2f925
data/control_tower/month_03/enterprise_purchase_order/OUT001_enterprise_purchase_order.csv,18050,c63d1a2f53921977a2c704bcf1ba2d76c41b32e4e416ba8baa62955b7ffdc8da
data/control_tower/month_03/enterprise_purchase_order/OUT002_enterprise_purchase_order.csv,16066,dd700bdbcaad941132d0fd6dd5974b587a1527f4ec66539154c42cd25b6c09da
data/control_tower/month_03/enterprise_purchase_order/OUT003_enterprise_purchase_order.csv,15923,3cc48baa833ecc8e4e781f8798595da62efb9cc11fddc702c6c74a426e17c48f
data/control_tower/month_03/enterprise_reorder/OUT001_enterprise_reorder.csv,110,a3f14056449f9f17d81c2f0de67954983e524eeda2ca20a39ef176b5473d0d6a
data/control_tower/month_03/enterprise_reorder/OUT002_enterprise_reorder.csv,110,a3f14056449f9f17d81c2f0de67954983e524eeda2ca20a39ef176b5473d0d6a
data/control_tower/month_03/enterprise_reorder/OUT003_enterprise_reorder.csv,110,a3f14056449f9f17d81c2f0de67954983e524eeda2ca20a39ef176b5473d0d6a
data/control_tower/month_03/enterprise_stock_return/OUT001_enterprise_stock_return.csv,445,dfcc298fa5735bc1336bf843ea899a29fc49233ff366f6224fa89b76d69d140d
data/control_tower/month_03/enterprise_stock_return/OUT002_enterprise_stock_return.csv,445,dfcc298fa5735bc1336bf843ea899a29fc49233ff366f6224fa89b76d69d140d
data/control_tower/month_03/enterprise_stock_return/OUT003_enterprise_stock_return.csv,445,dfcc298fa5735bc1336bf843ea899a29fc49233ff366f6224fa89b76d69d140d
data/control_tower/month_03/enterprise_transfer_from/OUT001_enterprise_transfer_from.csv,851,44daa99bc1dfded353107af4acbdd7e4f5aac0a1c6410fdde6c19844863a5f91
data/control_tower/month_03/enterprise_transfer_from/OUT002_enterprise_transfer_from.csv,452,84bf2626c75b03ffbf00d2f151704776459d54dbf8c8d35bfb4f28f8d335295c
data/control_tower/month_03/enterprise_transfer_from/OUT003_enterprise_transfer_from.csv,653,fa07e752a1838804d0eff2c5e3487a4f71f567c8da083779942d5baf2d23d9c4
data/control_tower/month_03/enterprise_transfer_to/OUT001_enterprise_transfer_to.csv,624,02ab663b8c4c13e7f009987d0b90e4cab65f773bf20129463819d347329a3864
data/control_tower/month_03/enterprise_transfer_to/OUT002_enterprise_transfer_to.csv,816,2c86515c86296d08cb144e6d6075a76b5c1f8f43fb1b15eca853f6cb3d11a916
data/control_tower/month_03/enterprise_transfer_to/OUT003_enterprise_transfer_to.csv,420,9eb6719fde2b2203acbdf9ed223cd3512f36f5710a3dcd55a65a3c23d73afab4
data/control_tower/month_03/enterprise_variance_master/OUT001_enterprise_variance_master.csv,11051,b9f4303f7d4c6264ca4d4dc3cb06d2ffb3352deb92aebcc87f7c34a6b18668e6
data/control_tower/month_03/enterprise_variance_master/OUT002_enterprise_variance_master.csv,10746,b301ac95f582cf6400f2aab5481352226ca33ebb82c8029a5d25e0ba7a1cafb6
data/control_tower/month_03/enterprise_variance_master/OUT003_enterprise_variance_master.csv,10916,c2513548e200df7cce8a9aba3cc3a56fe732f5e754562f2be268d24abde066c1
data/control_tower/month_03/enterprise_variance_normal/OUT001_enterprise_variance_normal.csv,14983,94f86274fa8ddb33f87cc0867e8c1d6a6c585d8a03e78077215ed7137b4c8766
data/control_tower/month_03/enterprise_variance_normal/OUT002_enterprise_variance_normal.csv,14619,3154e718b453da603c72f49a2cb31c2d994dbe4c1d30e701166402699a4da427
data/control_tower/month_03/enterprise_variance_normal/OUT003_enterprise_variance_normal.csv,14821,294a0b73ac5282527c8b32a6481b5ec32607da3a32d891b6aa0e173ba7e3ecca
data/control_tower/month_03/enterprise_wastage_normal/OUT001_enterprise_wastage_normal.csv,2105,365ebf7aea5079e0dcef5f84ad06f72537f508e174775299e9b29d607ad2d6ef
data/control_tower/month_03/enterprise_wastage_normal/OUT002_enterprise_wastage_normal.csv,2028,a8819cbf821e6d2a9c06a707caf113cd4be7e8002a800c5c5adf6e65e6fed675
data/control_tower/month_03/enterprise_wastage_normal/OUT003_enterprise_wastage_normal.csv,2082,3c851449336873dd0976859bfb838b0467ce0a219f4cf74ebb520481d3d71b34
data/control_tower/month_03/gross_net_margin/OUT001_gross_net_margin.csv,392530,66cd3a8c07e85bfc741056d77f64cb0ea32718d3bb5c3fe575633cdb5467c367
data/control_tower/month_03/gross_net_margin/OUT002_gross_net_margin.csv,387444,e9eaa894ceffab40174c1589f145bc683f95b33901d7b2c50f67c9dfcc669d7c
