Deployment,Date,Generation Date,Generation Time,Item Code,Item Name,Super Category Code,Super Category Name,Category Code,Category Name,Unit Name,Average Price,GK2 Main Store,Total Qty,Total Amt
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,14.71,695.496,695.496,10230.75
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,44.36,479.4323,479.4323,21267.62
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,35.48,341.638,341.638,12121.32
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,48.09,302.1668,302.1668,14531.2
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,76.72,393.618,393.618,30198.37
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,265.91,133.4949,133.4949,35497.63
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,252.5,54.5511,54.5511,13774.15
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,250.26,123.2233,123.2233,30837.86
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,96.17,57.0967,57.0967,5490.99
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING020,Tea Leaves,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,640.17,95.8115,95.8115,61335.65
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING021,Matcha Powder,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,2171.5,6.004,6.004,13037.69
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING022,Ice,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,kg,12.39,947.5734,947.5734,11740.43
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING023,Lemon,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,110.72,47.5097,47.5097,5260.27
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING024,Hibiscus Concentrate,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,litre,401.32,37.6997,37.6997,15129.64
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING025,Mixed Berry Pulp,SUP-RAW,Raw Material,CAT-FRU,Fruit Inputs,kg,424.2,12.908,12.908,5475.57
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING026,Banana,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,69.22,246.0379,246.0379,17030.74
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING027,Butter,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,550.71,152.4959,152.4959,83981.02
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING028,Lettuce,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,94.01,28.7589,28.7589,2703.62
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING029,Onion,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,41.16,122.4471,122.4471,5039.92
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING030,Capsicum,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,0.0,24.2723,24.2723,0.0
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING031,Tomato,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,54.21,150.8883,150.8883,8179.65
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING032,Pesto Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,345.31,117.5297,117.5297,40584.18
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,295.8,60.3548,60.3548,17852.95
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,191.9,47.1033,47.1033,9039.12
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,324.02,66.3635,66.3635,21503.1
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.4,4665.305,4665.305,15862.04
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.87,4172.4682,4172.4682,11974.98
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.12,4951.2606,4951.2606,5545.41
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.56,3099.691,3099.691,1735.83
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.33,8951.1885,8951.1885,2953.89
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.02,812.8579,812.8579,4080.55
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.46,2455.9318,2455.9318,15865.32
ABNAH Cafe Saket Premium,2026-02-28,2026-02-28,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.83,1244.078,1244.078,7252.97
