Deployment,Date,Generation Date,Generation Time,Item Code,Item Name,Super Category Code,Super Category Name,Category Code,Category Name,Unit Name,Average Price,GK2 Main Store,Total Qty,Total Amt
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING031,Tomato,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,52.97,331.8817,331.8817,17579.77
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING032,Pesto Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,343.4,31.8294,31.8294,10930.22
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,0.0,31.8559,31.8559,0.0
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,191.9,35.8333,35.8333,6876.41
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,308.98,38.2807,38.2807,11827.97
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.3,6991.0068,6991.0068,23070.32
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.81,2820.4376,2820.4376,7925.43
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.09,77.9102,77.9102,84.92
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.57,2171.7248,2171.7248,1237.88
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.32,1054.5197,1054.5197,337.45
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.04,2042.6363,2042.6363,10294.89
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.58,2796.304,2796.304,18399.68
ABNAH Cafe Connaught Place,2026-02-28,2026-02-28,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.89,1847.872,1847.872,10883.97
