Deployment,Date,Generation Date,Generation Time,Item Code,Item Name,Super Category Code,Super Category Name,Category Code,Category Name,Unit Name,Average Price,GK2 Main Store,Total Qty,Total Amt
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,282.8,64.9767,64.9767,18375.41
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,191.9,40.1907,40.1907,7712.6
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,313.1,16.9309,16.9309,5301.06
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.33,8254.1608,8254.1608,27486.36
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.83,7785.3602,7785.3602,22032.57
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.14,4554.7035,4554.7035,5192.36
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.55,23.8726,23.8726,13.13
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.32,3787.8095,3787.8095,1212.1
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.05,614.7828,614.7828,3104.65
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.66,2073.05,2073.05,13806.51
ABNAH Cafe Hauz Khas,2026-02-28,2026-02-28,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.98,2214.905,2214.905,13245.13
