Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,Latest Physical,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty,Amt,Actual Consumption,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Saket Premium,Main Store,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,447.05,2026-03-01,12.908,kg,5770.52,23.15,10349.21,0.0,0.0,7.6797,3433.21,0,0,0.0,0.0,7.6797,3433.21,0.0,0.0,0,0,0.0,0.0,2026-03-31,28.3783,12686.52,2026-03-31,28.3783,12686.52,0.2237,100.01,3.0,0.0,0.0,7.6797,3433.21,28.602,12786.52,28.3783,12686.52
ABNAH Cafe Saket Premium,Main Store,ING026,Banana,Produce,Raw Material,76.37,2026-03-01,246.0379,kg,18789.91,201.99,15425.98,0.0,0.0,6.6389,507.01,0,0,0.0,0.0,6.6389,507.01,0.0,0.0,0,0,0.0,0.0,2026-03-31,441.389,33708.88,2026-03-31,441.317,33703.38,0.1429,10.91,2.2,-0.072,-5.5,6.6389,507.01,441.5319,33719.79,441.317,33703.38
ABNAH Cafe Saket Premium,Main Store,ING027,Butter,Dairy,Raw Material,558.01,2026-03-01,152.5439,kg,85121.02,34.57,19290.41,0.0,0.0,5.8173,3246.11,0,0,0.0,0.0,5.8173,3246.11,0.0,0.0,0,0,0.0,0.0,2026-03-31,181.2966,101165.32,2026-03-31,181.2966,101165.32,0.2823,157.53,5.1,0.0,0.0,5.8173,3246.11,181.5789,101322.84,181.2966,101165.32
ABNAH Cafe Saket Premium,Main Store,ING028,Lettuce,Produce,Raw Material,100.7,2026-03-01,28.8009,kg,2900.25,28.69,2889.08,0.0,0.0,3.2813,330.43,0,0,0.0,0.0,3.2813,330.43,0.0,0.0,0,0,0.0,0.0,2026-03-31,54.2096,5458.91,2026-03-31,54.1956,5457.5,0.0863,8.69,2.7,-0.014,-1.41,3.2813,330.43,54.2959,5467.6,54.1956,5457.5
ABNAH Cafe Saket Premium,Main Store,ING029,Onion,Produce,Raw Material,45.81,2026-03-01,122.4831,kg,5610.95,56.22,2575.44,0.0,0.0,0.7987,36.59,0,0,0.0,0.0,0.7987,36.59,0.0,0.0,0,0,0.0,0.0,2026-03-31,177.9044,8149.8,2026-03-31,177.8684,8148.15,0.0187,0.86,2.4,-0.036,-1.65,0.7987,36.59,177.9231,8150.66,177.8684,8148.15
ABNAH Cafe Saket Premium,Main Store,ING030,Capsicum,Produce,Raw Material,89.04,2026-03-01,24.2123,kg,2155.86,0.0,0.0,0.0,0.0,0.9974,88.81,0,0,0.0,0.0,0.9974,88.81,0.0,0.0,0,0,0.0,0.0,2026-03-31,23.2149,2067.05,2026-03-31,23.1749,2063.49,0.0224,1.99,2.3,-0.04,-3.56,0.9974,88.81,23.2373,2069.05,23.1749,2063.49
ABNAH Cafe Saket Premium,Main Store,ING031,Tomato,Produce,Raw Material,57.24,2026-03-01,150.9243,kg,8638.91,111.06,6357.07,0.0,0.0,3.3858,193.8,0,0,0.0,0.0,3.3858,193.8,0.0,0.0,0,0,0.0,0.0,2026-03-31,258.5985,14802.18,2026-03-31,258.6705,14806.3,0.0858,4.91,2.6,0.072,4.12,3.3858,193.8,258.6843,14807.09,258.6705,14806.3
ABNAH Cafe Saket Premium,Main Store,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,339.28,2026-03-01,117.4977,kg,39864.62,28.73,9747.51,0.0,0.0,0.6803,230.81,0,0,0.0,0.0,0.6803,230.81,0.0,0.0,0,0,0.0,0.0,2026-03-31,145.5474,49381.32,2026-03-31,145.5154,49370.46,0.0153,5.19,2.3,-0.032,-10.86,0.6803,230.81,145.5627,49386.51,145.5154,49370.46
ABNAH Cafe Saket Premium,Main Store,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,281.95,2026-03-01,60.3548,kg,17017.04,13.38,3772.49,0.0,0.0,2.6523,747.82,0,0,0.0,0.0,2.6523,747.82,0.0,0.0,0,0,0.0,0.0,2026-03-31,71.0825,20041.71,2026-03-31,71.0505,20032.69,0.0773,21.79,3.0,-0.032,-9.02,2.6523,747.82,71.1598,20063.51,71.0505,20032.69
ABNAH Cafe Saket Premium,Main Store,ING034,Salsa,Syrups & Sauces,Raw Material,205.35,2026-03-01,47.0553,kg,9662.81,20.5,4209.68,0.0,0.0,0.2567,52.71,0,0,0.0,0.0,0.2567,52.71,0.0,0.0,0,0,0.0,0.0,2026-03-31,67.2986,13819.77,2026-03-31,67.2986,13819.77,0.0067,1.38,2.68,0.0,0.0,0.2567,52.71,67.3053,13821.14,67.2986,13819.77
ABNAH Cafe Saket Premium,Main Store,ING035,Aioli,Syrups & Sauces,Raw Material,320.61,2026-03-01,66.3155,kg,21261.41,53.54,17165.46,0.0,0.0,0.8585,275.24,0,0,0.0,0.0,0.8585,275.24,0.0,0.0,0,0,0.0,0.0,2026-03-31,118.997,38151.63,2026-03-31,119.029,38161.89,0.0185,5.93,2.2,0.032,10.26,0.8585,275.24,119.0155,38157.56,119.029,38161.89
ABNAH Cafe Saket Premium,Main Store,ING036,Cold Cup,Packaging,Consumable,3.25,2026-03-01,4666.705,pcs,15166.79,0.0,0.0,0.0,0.0,940.032,3055.1,0,0,0.0,0.0,940.032,3055.1,11.7137,38.07,0,0,0.0,0.0,2026-03-31,3714.9593,12073.62,2026-03-31,3714.9593,12073.62,33.7457,109.67,3.68,0.0,0.0,951.7457,3093.17,3736.9913,12145.22,3714.9593,12073.62
ABNAH Cafe Saket Premium,Main Store,ING037,Hot Cup,Packaging,Consumable,2.92,2026-03-01,4171.0682,pcs,12179.52,3860.78,11273.48,0.0,0.0,1460.438,4264.48,0,0,0.0,0.0,1460.438,4264.48,18.234,53.24,0,0,0.0,0.0,2026-03-31,6553.1762,19135.27,2026-03-31,6555.9762,19143.45,49.672,145.04,3.48,2.8,8.18,1478.672,4317.72,6584.6142,19227.07,6555.9762,19143.45
ABNAH Cafe Saket Premium,Main Store,ING038,Lid,Packaging,Consumable,0.0,2026-03-01,4951.2606,pcs,0.0,0.0,0.0,0.0,0.0,2403.328,0.0,0,0,0.0,0.0,2403.328,0.0,29.9477,0.0,0,0,0.0,0.0,2026-03-31,2517.9849,0.0,2026-03-31,2513.7849,0.0,86.2757,0.0,3.68,-4.2,-0.0,2433.2757,0.0,2574.3129,0.0,2513.7849,0.0
ABNAH Cafe Saket Premium,Main Store,ING039,Straw,Packaging,Consumable,0.58,2026-03-01,3102.691,pcs,1799.56,1235.0,716.3,0.0,0.0,942.786,546.82,0,0,0.0,0.0,942.786,546.82,11.7137,6.79,0,0,0.0,0.0,2026-03-31,3383.1913,1962.25,2026-03-31,3384.1913,1962.83,36.4997,21.17,3.98,1.0,0.58,954.4997,553.61,3407.9773,1976.63,3384.1913,1962.83
ABNAH Cafe Saket Premium,Main Store,ING040,Napkin,Packaging,Consumable,0.33,2026-03-01,8949.3885,pcs,2953.3,3810.0,1257.3,0.0,0.0,3714.69,1225.85,0,0,0.0,0.0,3714.69,1225.85,46.0636,15.2,0,0,0.0,0.0,2026-03-31,8998.6349,2969.55,2026-03-31,8995.0349,2968.36,150.7536,49.75,4.18,-3.6,-1.19,3760.7536,1241.05,9103.3249,3004.1,8995.0349,2968.36
ABNAH Cafe Saket Premium,Main Store,ING041,Dessert Box,Packaging,Consumable,5.22,2026-03-01,812.4979,pcs,4241.24,870.0,4541.4,0.0,0.0,575.488,3004.05,0,0,0.0,0.0,575.488,3004.05,7.1711,37.43,0,0,0.0,0.0,2026-03-31,1099.8388,5741.16,2026-03-31,1100.5588,5744.92,20.6591,107.84,3.68,0.72,3.76,582.6591,3041.48,1113.3268,5811.57,1100.5588,5744.92
ABNAH Cafe Saket Premium,Main Store,ING042,Sandwich Box,Packaging,Consumable,6.62,2026-03-01,2455.5718,pcs,16255.89,729.0,4825.98,0.0,0.0,232.328,1538.01,0,0,0.0,0.0,232.328,1538.01,2.8838,19.09,0,0,0.0,0.0,2026-03-31,2949.36,19524.76,2026-03-31,2949.72,19527.15,9.2118,60.98,4.08,0.36,2.38,235.2118,1557.1,2955.688,19566.65,2949.72,19527.15
ABNAH Cafe Saket Premium,Main Store,ING043,Wrap Packaging,Packaging,Consumable,6.03,2026-03-01,1244.438,pcs,7503.96,2870.0,17306.1,0.0,0.0,40.092,241.75,0,0,0.0,0.0,40.092,241.75,0.0,0.0,0,0,0.0,0.0,2026-03-31,4074.346,24568.31,2026-03-31,4073.266,24561.79,1.092,6.58,2.8,-1.08,-6.51,40.092,241.75,4075.438,24574.89,4073.266,24561.79
