Type,Item Code,Item Name,Parent Item Quantity,Parent Price Per Unit,Parent Subtotal,Consumed Quantity,Unit,Price Per Unit,Subtotal,Consumption Source
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,26.0,pcs,0.32,8.32,Recipe:ING040
Menu Item,MENU0019,Sea Salt Mocha - Medium,,,,0.4472,litre,90.0,40.25,Recipe:ING019
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,0.585,litre,260.0,152.1,Recipe:ING016
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,0.4212,kg,980.0,412.78,Recipe:ING001
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,18.0,pcs,2.8,50.4,Recipe:ING037
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,18.0,pcs,1.1,19.8,Recipe:ING038
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,4.212,litre,72.0,303.26,Recipe:ING002
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,18.0,pcs,0.32,5.76,Recipe:ING040
Menu Item,MENU0020,Sea Salt Mocha - Large,,,,0.351,litre,90.0,31.59,Recipe:ING019
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,0.775,litre,260.0,201.5,Recipe:ING016
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,0.558,kg,980.0,546.84,Recipe:ING001
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,31.0,pcs,2.8,86.8,Recipe:ING037
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,31.0,pcs,1.1,34.1,Recipe:ING038
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,5.58,litre,72.0,401.76,Recipe:ING002
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,31.0,pcs,0.32,9.92,Recipe:ING040
Menu Item,MENU0021,Orange Zest Mocha - Regular,,,,0.465,litre,90.0,41.85,Recipe:ING019
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,0.8036,litre,260.0,208.94,Recipe:ING016
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,0.5796,kg,980.0,568.01,Recipe:ING001
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,28.0,pcs,2.8,78.4,Recipe:ING037
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,28.0,pcs,1.1,30.8,Recipe:ING038
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,5.796,litre,72.0,417.31,Recipe:ING002
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,28.0,pcs,0.32,8.96,Recipe:ING040
Menu Item,MENU0022,Orange Zest Mocha - Medium,,,,0.4816,litre,90.0,43.34,Recipe:ING019
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,0.65,litre,260.0,169.0,Recipe:ING016
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,0.468,kg,980.0,458.64,Recipe:ING001
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,20.0,pcs,2.8,56.0,Recipe:ING037
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,20.0,pcs,1.1,22.0,Recipe:ING038
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,4.68,litre,72.0,336.96,Recipe:ING002
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,20.0,pcs,0.32,6.4,Recipe:ING040
Menu Item,MENU0023,Orange Zest Mocha - Large,,,,0.39,litre,90.0,35.1,Recipe:ING019
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,0.85,litre,250.0,212.5,Recipe:ING017
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,0.612,kg,980.0,599.76,Recipe:ING001
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,34.0,pcs,2.8,95.2,Recipe:ING037
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,34.0,pcs,1.1,37.4,Recipe:ING038
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,6.12,litre,72.0,440.64,Recipe:ING002
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,34.0,pcs,0.32,10.88,Recipe:ING040
Menu Item,MENU0024,Caramel Macchiato - Regular,,,,0.51,litre,90.0,45.9,Recipe:ING019
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,0.9471,litre,250.0,236.78,Recipe:ING017
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,0.6831,kg,980.0,669.44,Recipe:ING001
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,33.0,pcs,2.8,92.4,Recipe:ING037
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,33.0,pcs,1.1,36.3,Recipe:ING038
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,6.831,litre,72.0,491.83,Recipe:ING002
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,33.0,pcs,0.32,10.56,Recipe:ING040
Menu Item,MENU0025,Caramel Macchiato - Medium,,,,0.5676,litre,90.0,51.08,Recipe:ING019
Menu Item,MENU0026,Caramel Macchiato - Large,,,,0.715,litre,250.0,178.75,Recipe:ING017
Menu Item,MENU0026,Caramel Macchiato - Large,,,,0.5148,kg,980.0,504.5,Recipe:ING001
Menu Item,MENU0026,Caramel Macchiato - Large,,,,22.0,pcs,2.8,61.6,Recipe:ING037
Menu Item,MENU0026,Caramel Macchiato - Large,,,,22.0,pcs,1.1,24.2,Recipe:ING038
Menu Item,MENU0026,Caramel Macchiato - Large,,,,5.148,litre,72.0,370.66,Recipe:ING002
Menu Item,MENU0026,Caramel Macchiato - Large,,,,22.0,pcs,0.32,7.04,Recipe:ING040
Menu Item,MENU0026,Caramel Macchiato - Large,,,,0.429,litre,90.0,38.61,Recipe:ING019
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,0.648,kg,980.0,635.04,Recipe:ING001
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,36.0,pcs,2.8,100.8,Recipe:ING037
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,36.0,pcs,1.1,39.6,Recipe:ING038
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,6.48,litre,72.0,466.56,Recipe:ING002
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,36.0,pcs,0.32,11.52,Recipe:ING040
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,0.54,litre,90.0,48.6,Recipe:ING019
Menu Item,MENU0027,French Vanilla Latte - Regular,,,,0.9,litre,240.0,216.0,Recipe:ING018
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,0.8073,kg,980.0,791.15,Recipe:ING001
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,39.0,pcs,2.8,109.2,Recipe:ING037
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,39.0,pcs,1.1,42.9,Recipe:ING038
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,8.073,litre,72.0,581.26,Recipe:ING002
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,39.0,pcs,0.32,12.48,Recipe:ING040
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,0.6708,litre,90.0,60.37,Recipe:ING019
Menu Item,MENU0028,French Vanilla Latte - Medium,,,,1.1193,litre,240.0,268.63,Recipe:ING018
Menu Item,MENU0029,French Vanilla Latte - Large,,,,0.6552,kg,980.0,642.1,Recipe:ING001
Menu Item,MENU0029,French Vanilla Latte - Large,,,,28.0,pcs,2.8,78.4,Recipe:ING037
Menu Item,MENU0029,French Vanilla Latte - Large,,,,28.0,pcs,1.1,30.8,Recipe:ING038
Menu Item,MENU0029,French Vanilla Latte - Large,,,,6.552,litre,72.0,471.74,Recipe:ING002
Menu Item,MENU0029,French Vanilla Latte - Large,,,,28.0,pcs,0.32,8.96,Recipe:ING040
Menu Item,MENU0029,French Vanilla Latte - Large,,,,0.546,litre,90.0,49.14,Recipe:ING019
Menu Item,MENU0029,French Vanilla Latte - Large,,,,0.91,litre,240.0,218.4,Recipe:ING018
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,0.72,kg,980.0,705.6,Recipe:ING001
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,40.0,pcs,3.2,128.0,Recipe:ING036
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,4.8,kg,12.0,57.6,Recipe:ING022
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,40.0,pcs,1.1,44.0,Recipe:ING038
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,40.0,pcs,0.32,12.8,Recipe:ING040
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,7.2,litre,185.0,1332.0,Recipe:ING003
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,40.0,pcs,0.55,22.0,Recipe:ING039
Menu Item,MENU0030,Vegan Iced Latte - Regular,,,,0.6,litre,90.0,54.0,Recipe:ING019
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,0.6831,kg,980.0,669.44,Recipe:ING001
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,33.0,pcs,3.2,105.6,Recipe:ING036
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,4.554,kg,12.0,54.65,Recipe:ING022
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,33.0,pcs,1.1,36.3,Recipe:ING038
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,33.0,pcs,0.32,10.56,Recipe:ING040
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,6.831,litre,185.0,1263.74,Recipe:ING003
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,33.0,pcs,0.55,18.15,Recipe:ING039
Menu Item,MENU0031,Vegan Iced Latte - Medium,,,,0.5676,litre,90.0,51.08,Recipe:ING019
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,0.3744,kg,980.0,366.91,Recipe:ING001
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,16.0,pcs,3.2,51.2,Recipe:ING036
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,2.496,kg,12.0,29.95,Recipe:ING022
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,16.0,pcs,1.1,17.6,Recipe:ING038
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,16.0,pcs,0.32,5.12,Recipe:ING040
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,3.744,litre,185.0,692.64,Recipe:ING003
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,16.0,pcs,0.55,8.8,Recipe:ING039
Menu Item,MENU0032,Vegan Iced Latte - Large,,,,0.312,litre,90.0,28.08,Recipe:ING019
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,0.36,kg,980.0,352.8,Recipe:ING001
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,20.0,pcs,3.2,64.0,Recipe:ING036
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,2.4,kg,12.0,28.8,Recipe:ING022
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,20.0,pcs,1.1,22.0,Recipe:ING038
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,20.0,pcs,0.32,6.4,Recipe:ING040
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,20.0,pcs,0.55,11.0,Recipe:ING039
Menu Item,MENU0033,Classic Cold Brew - Regular,,,,0.3,litre,90.0,27.0,Recipe:ING019
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,0.4761,kg,980.0,466.58,Recipe:ING001
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,23.0,pcs,3.2,73.6,Recipe:ING036
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,3.174,kg,12.0,38.09,Recipe:ING022
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,23.0,pcs,1.1,25.3,Recipe:ING038
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,23.0,pcs,0.32,7.36,Recipe:ING040
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,23.0,pcs,0.55,12.65,Recipe:ING039
Menu Item,MENU0034,Classic Cold Brew - Medium,,,,0.3956,litre,90.0,35.6,Recipe:ING019
Menu Item,MENU0035,Classic Cold Brew - Large,,,,0.1404,kg,980.0,137.59,Recipe:ING001
Menu Item,MENU0035,Classic Cold Brew - Large,,,,6.0,pcs,3.2,19.2,Recipe:ING036
Menu Item,MENU0035,Classic Cold Brew - Large,,,,0.936,kg,12.0,11.23,Recipe:ING022
Menu Item,MENU0035,Classic Cold Brew - Large,,,,6.0,pcs,1.1,6.6,Recipe:ING038
Menu Item,MENU0035,Classic Cold Brew - Large,,,,6.0,pcs,0.32,1.92,Recipe:ING040
Menu Item,MENU0035,Classic Cold Brew - Large,,,,6.0,pcs,0.55,3.3,Recipe:ING039
Menu Item,MENU0035,Classic Cold Brew - Large,,,,0.117,litre,90.0,10.53,Recipe:ING019
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,0.288,kg,980.0,282.24,Recipe:ING001
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,16.0,pcs,3.2,51.2,Recipe:ING036
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,1.92,kg,12.0,23.04,Recipe:ING022
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,0.56,kg,110.0,61.6,Recipe:ING023
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,16.0,pcs,1.1,17.6,Recipe:ING038
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,16.0,pcs,0.32,5.12,Recipe:ING040
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,16.0,pcs,0.55,8.8,Recipe:ING039
Menu Item,MENU0036,Coffee Lemonade - Regular,,,,0.24,litre,90.0,21.6,Recipe:ING019
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,0.4347,kg,980.0,426.01,Recipe:ING001
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,21.0,pcs,3.2,67.2,Recipe:ING036
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,2.898,kg,12.0,34.78,Recipe:ING022
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,0.8463,kg,110.0,93.09,Recipe:ING023
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,21.0,pcs,1.1,23.1,Recipe:ING038
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,21.0,pcs,0.32,6.72,Recipe:ING040
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,21.0,pcs,0.55,11.55,Recipe:ING039
Menu Item,MENU0037,Coffee Lemonade - Medium,,,,0.3612,litre,90.0,32.51,Recipe:ING019
Menu Item,MENU0038,Coffee Lemonade - Large,,,,0.3276,kg,980.0,321.05,Recipe:ING001
Menu Item,MENU0038,Coffee Lemonade - Large,,,,14.0,pcs,3.2,44.8,Recipe:ING036
Menu Item,MENU0038,Coffee Lemonade - Large,,,,2.184,kg,12.0,26.21,Recipe:ING022
Menu Item,MENU0038,Coffee Lemonade - Large,,,,0.637,kg,110.0,70.07,Recipe:ING023
Menu Item,MENU0038,Coffee Lemonade - Large,,,,14.0,pcs,1.1,15.4,Recipe:ING038
Menu Item,MENU0038,Coffee Lemonade - Large,,,,14.0,pcs,0.32,4.48,Recipe:ING040
Menu Item,MENU0038,Coffee Lemonade - Large,,,,14.0,pcs,0.55,7.7,Recipe:ING039
Menu Item,MENU0038,Coffee Lemonade - Large,,,,0.273,litre,90.0,24.57,Recipe:ING019
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,0.432,kg,980.0,423.36,Recipe:ING001
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,24.0,pcs,3.2,76.8,Recipe:ING036
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,2.88,kg,12.0,34.56,Recipe:ING022
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,24.0,pcs,1.1,26.4,Recipe:ING038
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,24.0,pcs,0.32,7.68,Recipe:ING040
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,24.0,pcs,0.55,13.2,Recipe:ING039
Menu Item,MENU0039,Vietnamese Shakerato - Regular,,,,0.36,litre,90.0,32.4,Recipe:ING019
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,0.3519,kg,980.0,344.86,Recipe:ING001
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,17.0,pcs,3.2,54.4,Recipe:ING036
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,2.346,kg,12.0,28.15,Recipe:ING022
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,17.0,pcs,1.1,18.7,Recipe:ING038
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,17.0,pcs,0.32,5.44,Recipe:ING040
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,17.0,pcs,0.55,9.35,Recipe:ING039
Menu Item,MENU0040,Vietnamese Shakerato - Medium,,,,0.2924,litre,90.0,26.32,Recipe:ING019
Menu Item,MENU0041,Vietnamese Shakerato - Large,,,,0.351,kg,980.0,343.98,Recipe:ING001
