Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,Latest Physical,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Variance Percent,PhysicalGain/Loss Qty,Amt,Actual Consumption,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Connaught Place,Main Store,ING029,Onion,Produce,Raw Material,41.16,2026-02-01,260.7343,kg,10731.82,39.36,1620.06,0.0,0.0,0.5864,24.14,0,0,0.0,0.0,0.5864,24.14,0.0,0.0,0,0,0.0,0.0,2026-02-28,299.5079,12327.75,2026-02-28,299.4719,12326.26,0.0064,0.26,1.1,-0.036,-1.48,0.5864,24.14,299.5143,12328.01,299.4719,12326.26
ABNAH Cafe Connaught Place,Main Store,ING030,Capsicum,Produce,Raw Material,85.12,2026-02-01,57.8796,kg,4926.71,47.56,4048.31,0.0,0.0,0.7315,62.27,0,0,0.0,0.0,0.7315,62.27,0.0,0.0,0,0,0.0,0.0,2026-02-28,104.7081,8912.75,2026-02-28,104.6481,8907.65,0.0065,0.55,0.9,-0.06,-5.11,0.7315,62.27,104.7146,8913.31,104.6481,8907.65
ABNAH Cafe Connaught Place,Main Store,ING031,Tomato,Produce,Raw Material,52.97,2026-02-01,140.5751,kg,7446.26,194.92,10324.91,0.0,0.0,3.6134,191.4,0,0,0.0,0.0,3.6134,191.4,0.0,0.0,0,0,0.0,0.0,2026-02-28,331.8817,17579.77,2026-02-28,331.7737,17574.05,0.0534,2.83,1.5,-0.108,-5.72,3.6134,191.4,331.9351,17582.6,331.7737,17574.05
ABNAH Cafe Connaught Place,Main Store,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,343.4,2026-02-01,32.5732,kg,11185.64,0.0,0.0,0.0,0.0,0.7438,255.42,0,0,0.0,0.0,0.7438,255.42,0.0,0.0,0,0,0.0,0.0,2026-02-28,31.8294,10930.22,2026-02-28,31.8774,10946.7,0.0088,3.02,1.2,0.048,16.48,0.7438,255.42,31.8382,10933.24,31.8774,10946.7
ABNAH Cafe Connaught Place,Main Store,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,0.0,2026-02-01,15.6122,kg,0.0,18.68,0.0,0.0,0.0,2.4363,0.0,0,0,0.0,0.0,2.4363,0.0,0.0,0.0,0,0,0.0,0.0,2026-02-28,31.8559,0.0,2026-02-28,31.8559,0.0,0.0313,0.0,1.3,0.0,0.0,2.4363,0.0,31.8872,0.0,31.8559,0.0
ABNAH Cafe Connaught Place,Main Store,ING034,Salsa,Syrups & Sauces,Raw Material,191.9,2026-02-01,36.0619,kg,6920.28,0.0,0.0,0.0,0.0,0.2286,43.87,0,0,0.0,0.0,0.2286,43.87,0.0,0.0,0,0,0.0,0.0,2026-02-28,35.8333,6876.41,2026-02-28,35.8813,6885.62,0.0036,0.69,1.6,0.048,9.21,0.2286,43.87,35.8369,6877.1,35.8813,6885.62
ABNAH Cafe Connaught Place,Main Store,ING035,Aioli,Syrups & Sauces,Raw Material,308.98,2026-02-01,17.3959,kg,5374.99,21.32,6587.45,0.0,0.0,0.4352,134.47,0,0,0.0,0.0,0.4352,134.47,0.0,0.0,0,0,0.0,0.0,2026-02-28,38.2807,11827.97,2026-02-28,38.2647,11823.03,0.0052,1.61,1.21,-0.016,-4.94,0.4352,134.47,38.2859,11829.58,38.2647,11823.03
ABNAH Cafe Connaught Place,Main Store,ING036,Cold Cup,Packaging,Consumable,3.3,2026-02-01,5027.714,pcs,16591.46,2735.0,9025.5,0.0,0.0,615.888,2032.43,0,0,151.2,498.96,767.088,2531.39,4.6192,15.24,0,0,0.0,0.0,2026-02-28,6991.0068,23070.32,2026-02-28,6993.8068,23079.56,9.5072,31.37,1.56,2.8,9.24,620.5072,2047.67,6995.8948,23086.45,6993.8068,23079.56
ABNAH Cafe Connaught Place,Main Store,ING037,Hot Cup,Packaging,Consumable,2.81,2026-02-01,2551.6,pcs,7170.0,1685.0,4734.85,0.0,0.0,1363.839,3832.39,0,0,0.0,0.0,1363.839,3832.39,10.1984,28.66,0,0,42.125,118.37,2026-02-28,2820.4376,7925.43,2026-02-28,2821.8376,7929.36,25.0374,70.36,1.86,1.4,3.93,1374.0374,3861.05,2835.2766,7967.13,2821.8376,7929.36
ABNAH Cafe Connaught Place,Main Store,ING038,Lid,Packaging,Consumable,1.09,2026-02-01,67.756,pcs,73.85,1880.0,2049.2,0.0,0.0,1855.0282,2021.98,0,0,0.0,0.0,1855.0282,2021.98,14.8176,16.15,0,0,0.0,0.0,2026-02-28,77.9102,84.92,2026-02-28,77.9102,84.92,-90.1542,-98.27,-4.6,0.0,0.0,1869.8458,2038.13,-27.0616,-29.5,77.9102,84.92
ABNAH Cafe Connaught Place,Main Store,ING039,Straw,Packaging,Consumable,0.57,2026-02-01,1654.676,pcs,943.17,1140.0,649.8,0.0,0.0,618.332,352.45,0,0,0.0,0.0,618.332,352.45,4.6192,2.63,0,0,0.0,0.0,2026-02-28,2171.7248,1237.88,2026-02-28,2174.7248,1239.59,11.9512,6.81,1.96,3.0,1.71,622.9512,355.08,2179.0568,1242.06,2174.7248,1239.59
ABNAH Cafe Connaught Place,Main Store,ING040,Napkin,Packaging,Consumable,0.32,2026-02-01,2530.193,pcs,809.66,1415.0,452.8,0.0,0.0,2869.218,918.15,0,0,0.0,0.0,2869.218,918.15,21.4553,6.87,0,0,0.0,0.0,2026-02-28,1054.5197,337.45,2026-02-28,1050.9197,336.29,52.6733,16.86,1.86,-3.6,-1.15,2890.6733,925.02,1085.7377,347.44,1050.9197,336.29
ABNAH Cafe Connaught Place,Main Store,ING041,Dessert Box,Packaging,Consumable,5.04,2026-02-01,1880.809,pcs,9479.28,430.0,2167.2,0.0,0.0,266.192,1341.61,0,0,0.0,0.0,266.192,1341.61,1.9807,9.98,0,0,0.0,0.0,2026-02-28,2042.6363,10294.89,2026-02-28,2043.7163,10300.33,6.1727,31.11,2.36,1.08,5.44,268.1727,1351.59,2046.8283,10316.01,2043.7163,10300.33
ABNAH Cafe Connaught Place,Main Store,ING042,Sandwich Box,Packaging,Consumable,6.58,2026-02-01,626.38,pcs,4121.58,2400.0,15792.0,0.0,0.0,228.375,1502.71,0,0,0.0,0.0,228.375,1502.71,1.701,11.19,0,0,0.0,0.0,2026-02-28,2796.304,18399.68,2026-02-28,2796.664,18402.05,5.076,33.4,2.26,0.36,2.37,230.076,1513.9,2799.679,18421.89,2796.664,18402.05
ABNAH Cafe Connaught Place,Main Store,ING043,Wrap Packaging,Packaging,Consumable,5.89,2026-02-01,1024.304,pcs,6033.15,815.0,4800.35,37.8,222.64,29.232,172.18,0,0,0.0,0.0,29.232,172.18,0.0,0.0,0,0,0.0,0.0,2026-02-28,1847.872,10883.97,2026-02-28,1847.872,10883.97,0.232,1.37,0.8,0.0,0.0,29.232,172.18,1848.104,10885.33,1847.872,10883.97
