Deployment,Store/Kitchen,Category,Item Type,Is Asset,Item Name,Unit,Price,Opening Qty,Opening Amt,Purchase Qty,Purchase Amt,Production Qty,Production Amt,Consumption Qty,Consumption Amt,Stock In Qty,Stock In Amt,Stock Out Qty,Stock Out Amt,Wastage Qty,Wastage Amt,Resue Qty,Reuse Amt,Return Qty,Return Amt,Closing Qty,Closing Amt,Physical Qty,Physical Amt,Variance Qty,Variance Amt,Physical Gain/Loss Qty,Physical Gain/Loss Amt,Actual Consumption Qty,Actual Consumption Amt,Physical Adjusted Closing Qty,Physical Adjusted Closing Amt
ABNAH Cafe Hauz Khas,Main Store,Bakery,Raw Material,No,Croissant Base,pcs,42.46,587.11,24928.69,0,0,0,0,156.285,6635.86,0.0,0.0,0,0,2.2831,96.94,0,0,0,0,563.5419,23927.99,563.8019,23939.03,7.5681,321.34,0.26,11.04,158.5681,6732.8,563.8019,23939.03
ABNAH Cafe Hauz Khas,Main Store,Dessert Inputs,Raw Material,No,Brownie Base,pcs,34.34,163.679,5620.74,0,0,0,0,24.816,852.18,19.44,667.57,0,0,0.0,0.0,0,0,0,0,158.303,5436.13,158.723,5450.55,0.816,28.02,0.42,14.42,24.816,852.18,158.723,5450.55
ABNAH Cafe Hauz Khas,Main Store,Dessert Inputs,Raw Material,No,Cake Base,pcs,44.98,191.383,8608.41,0,0,0,0,158.4622,7127.63,0.0,0.0,0,0,2.3194,104.33,0,0,0,0,205.6014,9247.95,205.3014,9234.46,7.3816,332.02,-0.3,-13.49,160.7816,7231.96,205.3014,9234.46
ABNAH Cafe Hauz Khas,Main Store,Dessert Inputs,Raw Material,No,Cheesecake Base,pcs,71.9,60.534,4352.39,0,0,0,0,25.925,1864.01,0.0,0.0,0,0,0.0,0.0,0,0,0,0,464.609,33405.39,464.399,33390.29,0.925,66.51,-0.21,-15.1,25.925,1864.01,464.399,33390.29
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Chocolate Sauce,litre,272.21,72.9135,19847.78,0,0,0,0,12.6065,3431.62,0.0,0.0,0,0,0.0,0.0,0,0,0,0,81.047,22061.8,81.119,22081.4,0.3909,106.41,0.072,19.6,12.6065,3431.62,81.119,22081.4
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Caramel Syrup,litre,249.14,19.4036,4834.21,0,0,0,0,4.6941,1169.49,0.0,0.0,0,0,0.0,0.0,0,0,0,0,51.3195,12785.74,51.2595,12770.79,0.1456,36.27,-0.06,-14.95,4.6941,1169.49,51.2595,12770.79
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Vanilla Syrup,litre,248.65,73.466,18267.32,0,0,0,0,1.3755,342.02,0.0,0.0,0,0,0.0,0.0,0,0,0,0,166.5205,41405.32,166.4805,41395.38,0.0414,10.29,-0.04,-9.95,1.3755,342.02,166.4805,41395.38
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Sugar Syrup,litre,88.82,49.35,4383.27,0,0,0,0,30.1684,2679.56,0.0,0.0,0,0,0.0,0.0,0,0,0,0,182.2051,16183.46,182.2051,16183.46,1.0483,93.11,0.0,0.0,30.1684,2679.56,182.2051,16183.46
ABNAH Cafe Hauz Khas,Main Store,Tea Inputs,Raw Material,No,Tea Leaves,kg,626.2,12.7627,7992.0,0,0,0,0,0.7012,439.09,0.0,0.0,0,0,0.0,0.0,0,0,0,0,12.0615,7552.91,12.0915,7571.7,0.0244,15.28,0.03,18.79,0.7012,439.09,12.0915,7571.7
ABNAH Cafe Hauz Khas,Main Store,Tea Inputs,Raw Material,No,Matcha Powder,kg,2134.18,22.618,48270.88,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0,0,0,0,33.178,70807.82,33.17,70790.75,0.0,0.0,-0.008,-17.07,0.0,0.0,33.17,70790.75
ABNAH Cafe Hauz Khas,Main Store,Beverage Inputs,Raw Material,No,Ice,kg,12.03,986.5335,11868.0,0,0,0,0,109.2703,1314.52,0.0,0.0,0,0,1.5917,19.15,0,0,0,0,1130.2915,13597.41,1129.8115,13591.63,5.592,67.27,-0.48,-5.77,110.862,1333.67,1129.8115,13591.63
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Lemon,kg,106.18,49.4892,5254.76,0,0,0,0,5.0268,533.75,0.0,0.0,0,0,0.0,0.0,0,0,0,0,67.6924,7187.58,67.6524,7183.33,0.2979,31.63,-0.04,-4.25,5.0268,533.75,67.6524,7183.33
ABNAH Cafe Hauz Khas,Main Store,Beverage Inputs,Raw Material,No,Hibiscus Concentrate,litre,400.82,28.1315,11275.67,0,0,0,0,2.5097,1005.94,0.0,0.0,0,0,0.0,0.0,0,0,0,0,71.0418,28474.97,71.0178,28465.35,0.0919,36.84,-0.024,-9.62,2.5097,1005.94,71.0178,28465.35
ABNAH Cafe Hauz Khas,Main Store,Fruit Inputs,Raw Material,No,Mixed Berry Pulp,kg,433.1,108.5661,47019.98,0,0,0,0,2.6024,1127.1,0.0,0.0,0,0,0.0,0.0,0,0,0,0,163.0437,70614.23,163.0637,70622.89,0.0904,39.15,0.02,8.66,2.6024,1127.1,163.0637,70622.89
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Banana,kg,70.56,181.7283,12822.75,0,0,0,0,2.9708,209.62,0.0,0.0,0,0,0.0,0.0,0,0,0,0,178.7575,12613.13,178.8295,12618.21,0.1708,12.05,0.072,5.08,2.9708,209.62,178.8295,12618.21
ABNAH Cafe Hauz Khas,Main Store,Dairy,Raw Material,No,Butter,kg,530.4,26.3201,13960.18,0,0,0,0,3.9856,2113.96,0.0,0.0,0,0,0.0,0.0,0,0,0,0,45.7045,24241.67,45.7525,24267.13,0.2256,119.66,0.048,25.46,3.9856,2113.96,45.7525,24267.13
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Lettuce,kg,94.09,14.4577,1360.32,0,0,0,0,3.2035,301.42,0.0,0.0,0,0,0.0,0.0,0,0,0,0,41.6242,3916.42,41.6662,3920.37,0.1785,16.8,0.042,3.95,3.2035,301.42,41.6662,3920.37
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Onion,kg,41.16,43.672,1797.54,0,0,0,0,1.0771,44.33,0.0,0.0,0,0,0.0,0.0,0,0,0,0,42.5949,1753.21,42.5589,1751.72,0.0571,2.35,-0.036,-1.48,1.0771,44.33,42.5589,1751.72
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Capsicum,kg,83.47,69.512,5802.17,0,0,0,0,1.354,113.02,0.0,0.0,0,0,0.0,0.0,0,0,0,0,207.788,17344.06,207.768,17342.39,0.079,6.59,-0.02,-1.67,1.354,113.02,207.768,17342.39
ABNAH Cafe Hauz Khas,Main Store,Produce,Raw Material,No,Tomato,kg,52.92,42.0315,2224.31,0,0,0,0,2.7296,144.45,0.0,0.0,0,0,0.0,0.0,0,0,0,0,39.3019,2079.86,39.2299,2076.05,0.1496,7.92,-0.072,-3.81,2.7296,144.45,39.2299,2076.05
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Pesto Sauce,kg,343.4,16.994,5835.74,0,0,0,0,0.8831,303.26,0.0,0.0,0,0,0.0,0.0,0,0,0,0,16.1109,5532.48,16.1269,5537.98,0.0331,11.37,0.016,5.49,0.8831,303.26,16.1269,5537.98
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Chipotle Sauce,kg,282.8,67.3151,19036.71,0,0,0,0,2.3384,661.3,0.0,0.0,0,0,0.0,0.0,0,0,0,0,64.9767,18375.41,64.9287,18361.84,0.0834,23.59,-0.048,-13.57,2.3384,661.3,64.9287,18361.84
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Salsa,kg,191.9,40.5281,7777.34,0,0,0,0,0.3374,64.75,0.0,0.0,0,0,0.0,0.0,0,0,0,0,40.1907,7712.6,40.2067,7715.67,0.0124,2.38,0.016,3.07,0.3374,64.75,40.2067,7715.67
ABNAH Cafe Hauz Khas,Main Store,Syrups & Sauces,Raw Material,No,Aioli,kg,313.1,17.5013,5479.66,0,0,0,0,0.5704,178.59,0.0,0.0,0,0,0.0,0.0,0,0,0,0,16.9309,5301.06,16.9309,5301.06,0.0204,6.39,0.0,0.0,0.5704,178.59,16.9309,5301.06
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Cold Cup,pcs,3.33,5242.3,17456.86,0,0,0,0,830.53,2765.66,151.2,503.5,0,0,11.8692,39.52,0,0,0,0,8254.1608,27486.36,8254.1608,27486.36,57.3992,191.14,0.0,0.0,842.3992,2805.19,8254.1608,27486.36
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Hot Cup,pcs,2.83,5537.32,15670.62,0,0,0,0,1006.776,2849.18,0.0,0.0,0,0,14.3338,40.56,0,0,0,0,7785.3602,22032.57,7786.7602,22036.53,73.1098,206.9,1.4,3.96,1021.1098,2889.74,7786.7602,22036.53
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Lid,pcs,1.14,2409.136,2746.42,0,0,0,0,1836.98,2094.16,0.0,0.0,0,0,26.203,29.87,0,0,0,0,4554.7035,5192.36,4554.7035,5192.36,130.183,148.41,0.0,0.0,1863.183,2124.03,4554.7035,5192.36
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Straw,pcs,0.55,596.816,328.25,0,0,0,0,561.0742,308.59,0.0,0.0,0,0,11.8692,6.53,0,0,0,0,23.8726,13.13,23.8726,13.13,-212.0566,-116.63,0.0,0.0,572.9434,315.12,23.8726,13.13
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Napkin,pcs,0.32,853.676,273.18,0,0,0,0,2839.74,908.72,0.0,0.0,0,0,40.5065,12.96,0,0,0,0,3787.8095,1212.1,3787.8095,1212.1,201.2465,64.4,0.0,0.0,2880.2465,921.68,3787.8095,1212.1
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Dessert Box,pcs,5.05,567.591,2866.33,0,0,0,0,381.24,1925.26,0.0,0.0,0,0,5.4432,27.49,0,0,0,0,614.7828,3104.65,614.7828,3104.65,26.6832,134.75,0.0,0.0,386.6832,1952.75,614.7828,3104.65
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Sandwich Box,pcs,6.66,849.98,5660.87,0,0,0,0,194.163,1293.13,0.0,0.0,0,0,2.767,18.43,0,0,0,0,2073.05,13806.51,2073.77,13811.31,13.93,92.77,0.72,4.8,196.93,1311.55,2073.77,13811.31
ABNAH Cafe Hauz Khas,Main Store,Packaging,Consumable,No,Wrap Packaging,pcs,5.98,1216.816,7276.56,0,0,0,0,54.111,323.58,0.0,0.0,0,0,0.0,0.0,0,0,0,0,2214.905,13245.13,2214.545,13242.98,3.111,18.6,-0.36,-2.15,54.111,323.58,2214.545,13242.98
