Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,52.1259,litre,404.52,21085.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,28.3783,kg,447.05,12686.52,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,441.317,kg,76.37,33703.38,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,181.2966,kg,558.01,101165.32,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,54.1956,kg,100.7,5457.5,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,177.8684,kg,45.81,8148.15,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,23.1749,kg,89.04,2063.49,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,258.6705,kg,57.24,14806.3,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,145.5154,kg,339.28,49370.46,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,71.0505,kg,281.95,20032.69,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,67.2986,kg,205.35,13819.77,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,119.029,kg,320.61,38161.89,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,3714.9593,pcs,3.25,12073.62,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,6555.9762,pcs,2.92,19143.45,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,2513.7849,pcs,0.0,0.0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,3384.1913,pcs,0.58,1962.83,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,8995.0349,pcs,0.33,2968.36,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,1100.5588,pcs,5.22,5744.92,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,2949.72,pcs,6.62,19527.15,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-31,PHY-OUT003-03-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,4073.266,pcs,6.03,24561.79,
