row_id,date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,store_stock_qty,total_qty,total_amt,outlet_code,outlet_name,market_area,inventory_date,low_stock_flag,inventory_pressure_band
INV_20260131_OUT001_ING010,2026-01-31,2026-01-31,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.22,764.8725,764.8725,21584.7,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING004,2026-01-31,2026-01-31,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,213.17,95.0684,95.0684,20265.73,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING003,2026-01-31,2026-01-31,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,180.27,111.2522,111.2522,20055.43,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING005,2026-01-31,2026-01-31,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,361.38,54.4193,54.4193,19666.05,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING014,2026-01-31,2026-01-31,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,45.16,405.0695,405.0695,18292.94,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING009,2026-01-31,2026-01-31,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,12.48,1440.4812,1440.4812,17977.21,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING025,2026-01-31,2026-01-31,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,430.12,39.8872,39.8872,17156.28,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING002,2026-01-31,2026-01-31,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,74.61,221.6065,221.6065,16534.06,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING032,2026-01-31,2026-01-31,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,341.73,45.382,45.382,15508.39,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING011,2026-01-31,2026-01-31,23:55:00,ING011,Tortilla,SUP001,Raw Material,,Bakery,pcs,15.12,835.8487,835.8487,12638.03,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING018,2026-01-31,2026-01-31,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,246.82,46.5508,46.5508,11489.67,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING029,2026-01-31,2026-01-31,23:55:00,ING029,Onion,SUP001,Raw Material,CAT010,Produce,kg,41.72,269.9357,269.9357,11261.72,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING035,2026-01-31,2026-01-31,23:55:00,ING035,Aioli,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,305.99,36.7211,36.7211,11236.29,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING012,2026-01-31,2026-01-31,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,41.1,256.1245,256.1245,10526.72,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING008,2026-01-31,2026-01-31,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.21,1412.3376,1412.3376,10182.95,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING031,2026-01-31,2026-01-31,23:55:00,ING031,Tomato,SUP001,Raw Material,CAT010,Produce,kg,54.17,180.9121,180.9121,9800.01,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING037,2026-01-31,2026-01-31,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.9,3063.7067,3063.7067,8884.75,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING023,2026-01-31,2026-01-31,23:55:00,ING023,Lemon,SUP001,Raw Material,,Produce,kg,108.75,77.5443,77.5443,8432.94,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING006,2026-01-31,2026-01-31,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,496.32,16.9608,16.9608,8417.98,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,Watch
INV_20260131_OUT001_ING016,2026-01-31,2026-01-31,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,263.76,31.6213,31.6213,8340.43,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING033,2026-01-31,2026-01-31,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,273.24,27.7877,27.7877,7592.71,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING030,2026-01-31,2026-01-31,23:55:00,ING030,Capsicum,SUP001,Raw Material,CAT010,Produce,kg,85.94,86.3399,86.3399,7420.05,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING022,2026-01-31,2026-01-31,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.2,577.6778,577.6778,7047.67,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING019,2026-01-31,2026-01-31,23:55:00,ING019,Sugar Syrup,,Raw Material,CAT007,Syrups & Sauces,litre,91.69,65.5174,65.5174,6007.29,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING026,2026-01-31,2026-01-31,23:55:00,ING026,Banana,SUP001,Raw Material,,Produce,kg,74.29,50.3365,50.3365,3739.5,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,OK
INV_20260131_OUT001_ING028,2026-01-31,2026-01-31,23:55:00,ING028,Lettuce,,Raw Material,CAT010,Produce,kg,96.24,19.9777,19.9777,1922.65,OUT001,ABNAH Cafe Connaught Place,Connaught Place,2026-01-31,0,Watch
INV_20260131_OUT002_ING001,2026-01-31,2026-01-31,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,992.49,0.9322,0.9322,925.2,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,1,Low
INV_20260131_OUT002_ING002,2026-01-31,2026-01-31,23:55:00,ING002,Milk,SUP001,Raw Material,CAT002,Dairy,litre,70.35,4.2972,4.2972,302.31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,1,Low
INV_20260131_OUT002_ING007,2026-01-31,2026-01-31,23:55:00,ING007,Chicken,SUP001,Raw Material,,Protein,kg,341.42,210.9883,210.9883,72035.63,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING021,2026-01-31,2026-01-31,23:55:00,ING021,Matcha Powder,SUP001,Raw Material,CAT008,Tea Inputs,kg,2163.59,29.0833,29.0833,62924.34,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING025,2026-01-31,2026-01-31,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,408.48,135.0499,135.0499,55165.18,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING027,2026-01-31,2026-01-31,23:55:00,ING027,Butter,SUP001,Raw Material,CAT002,Dairy,kg,534.08,70.4884,70.4884,37646.44,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING005,2026-01-31,2026-01-31,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,356.82,101.2548,101.2548,36129.74,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING012,2026-01-31,2026-01-31,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,41.4,809.4117,809.4117,33509.64,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING010,2026-01-31,2026-01-31,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.63,943.7072,943.7072,27018.34,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING011,2026-01-31,2026-01-31,23:55:00,ING011,Tortilla,SUP001,Raw Material,CAT005,Bakery,pcs,15.19,1682.1544,1682.1544,25551.93,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING016,2026-01-31,2026-01-31,23:55:00,ING016,Chocolate Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,268.43,91.3365,91.3365,24517.46,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING033,2026-01-31,2026-01-31,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,287.77,84.481,84.481,24311.1,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING036,2026-01-31,2026-01-31,23:55:00,ING036,Cold Cup,SUP002,Consumable,CAT012,Packaging,pcs,3.14,7363.9407,7363.9407,23122.77,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING018,2026-01-31,2026-01-31,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,236.9,82.7211,82.7211,19596.63,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING037,2026-01-31,2026-01-31,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.74,6649.7898,6649.7898,18220.42,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING009,2026-01-31,2026-01-31,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,11.79,1501.7218,1501.7218,17705.3,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING026,2026-01-31,2026-01-31,23:55:00,ING026,Banana,SUP001,Raw Material,CAT010,Produce,kg,69.9,235.0534,235.0534,16430.23,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING022,2026-01-31,2026-01-31,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.37,1275.7038,1275.7038,15780.46,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING013,2026-01-31,2026-01-31,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,33.85,459.9795,459.9795,15570.31,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING024,2026-01-31,2026-01-31,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,400.01,35.4166,35.4166,14166.99,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING014,2026-01-31,2026-01-31,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,46.67,273.1496,273.1496,12747.89,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING015,2026-01-31,2026-01-31,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,71.57,172.6852,172.6852,12359.08,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING006,2026-01-31,2026-01-31,23:55:00,ING006,Cheese,SUP001,Raw Material,CAT002,Dairy,kg,497.64,23.0788,23.0788,11484.93,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,Watch
INV_20260131_OUT002_ING020,2026-01-31,2026-01-31,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,CAT008,Tea Inputs,kg,642.44,17.7342,17.7342,11393.16,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,Watch
INV_20260131_OUT002_ING032,2026-01-31,2026-01-31,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,346.43,30.7847,30.7847,10664.74,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING035,2026-01-31,2026-01-31,23:55:00,ING035,Aioli,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,319.3,32.0592,32.0592,10236.5,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING004,2026-01-31,2026-01-31,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,209.95,46.2304,46.2304,9706.07,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING023,2026-01-31,2026-01-31,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,112.83,83.1945,83.1945,9386.84,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING017,2026-01-31,2026-01-31,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,244.64,36.2858,36.2858,8876.96,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING030,2026-01-31,2026-01-31,23:55:00,ING030,Capsicum,SUP001,Raw Material,CAT010,Produce,kg,84.25,102.5535,102.5535,8640.13,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING008,2026-01-31,2026-01-31,23:55:00,ING008,Egg,SUP001,Raw Material,CAT004,Protein,pcs,7.19,1073.2126,1073.2126,7716.4,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING019,2026-01-31,2026-01-31,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,91.7,83.8246,83.8246,7686.72,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING003,2026-01-31,2026-01-31,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,190.61,37.52,37.52,7151.69,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING031,2026-01-31,2026-01-31,23:55:00,ING031,Tomato,SUP001,Raw Material,CAT010,Produce,kg,55.48,57.3891,57.3891,3183.95,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING028,2026-01-31,2026-01-31,23:55:00,ING028,Lettuce,SUP001,Raw Material,,Produce,kg,93.0,28.2567,28.2567,2627.87,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT002_ING029,2026-01-31,2026-01-31,23:55:00,ING029,Onion,,Raw Material,,Produce,kg,40.99,62.755,62.755,2572.33,OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,2026-01-31,0,OK
INV_20260131_OUT003_ING001,2026-01-31,2026-01-31,23:55:00,ING001,Coffee Beans,SUP001,Raw Material,CAT001,Coffee Inputs,kg,952.31,1.44,1.44,1371.33,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,1,Low
INV_20260131_OUT003_ING002,2026-01-31,2026-01-31,23:55:00,ING002,Milk,SUP001,Raw Material,,Dairy,litre,71.86,9.7394,9.7394,699.87,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,1,Low
INV_20260131_OUT003_ING027,2026-01-31,2026-01-31,23:55:00,ING027,Butter,SUP001,Raw Material,CAT002,Dairy,kg,525.67,131.5873,131.5873,69171.5,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING006,2026-01-31,2026-01-31,23:55:00,ING006,Cheese,SUP001,Raw Material,,Dairy,kg,475.05,100.5081,100.5081,47746.37,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING012,2026-01-31,2026-01-31,23:55:00,ING012,Croissant Base,SUP001,Raw Material,CAT005,Bakery,pcs,43.37,766.7354,766.7354,33253.31,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING005,2026-01-31,2026-01-31,23:55:00,ING005,Paneer,SUP001,Raw Material,CAT002,Dairy,kg,366.44,86.5179,86.5179,31703.62,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING021,2026-01-31,2026-01-31,23:55:00,ING021,Matcha Powder,SUP001,Raw Material,CAT008,Tea Inputs,kg,2204.65,13.2043,13.2043,29110.86,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,Watch
INV_20260131_OUT003_ING015,2026-01-31,2026-01-31,23:55:00,ING015,Cheesecake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,72.39,398.7898,398.7898,28868.39,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING032,2026-01-31,2026-01-31,23:55:00,ING032,Pesto Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,332.17,86.307,86.307,28668.6,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING020,2026-01-31,2026-01-31,23:55:00,ING020,Tea Leaves,SUP001,Raw Material,CAT008,Tea Inputs,kg,608.74,43.7665,43.7665,26642.42,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING007,2026-01-31,2026-01-31,23:55:00,ING007,Chicken,SUP001,Raw Material,CAT004,Protein,kg,321.35,77.6148,77.6148,24941.52,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING004,2026-01-31,2026-01-31,23:55:00,ING004,Cream,SUP001,Raw Material,CAT002,Dairy,litre,211.13,107.4953,107.4953,22695.48,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING013,2026-01-31,2026-01-31,23:55:00,ING013,Brownie Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,35.06,581.5305,581.5305,20388.46,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING016,2026-01-31,2026-01-31,23:55:00,ING016,Chocolate Sauce,,Raw Material,CAT007,Syrups & Sauces,litre,262.58,69.3308,69.3308,18204.88,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING026,2026-01-31,2026-01-31,23:55:00,ING026,Banana,SUP001,Raw Material,CAT010,Produce,kg,69.93,253.1962,253.1962,17706.01,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING036,2026-01-31,2026-01-31,23:55:00,ING036,Cold Cup,SUP002,Consumable,CAT012,Packaging,pcs,3.25,5227.8596,5227.8596,16990.54,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING017,2026-01-31,2026-01-31,23:55:00,ING017,Caramel Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,249.85,67.3143,67.3143,16818.48,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING018,2026-01-31,2026-01-31,23:55:00,ING018,Vanilla Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,244.56,65.0867,65.0867,15917.6,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING025,2026-01-31,2026-01-31,23:55:00,ING025,Mixed Berry Pulp,SUP001,Raw Material,CAT011,Fruit Inputs,kg,426.63,33.8391,33.8391,14436.78,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING033,2026-01-31,2026-01-31,23:55:00,ING033,Chipotle Sauce,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,275.06,51.682,51.682,14215.65,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING037,2026-01-31,2026-01-31,23:55:00,ING037,Hot Cup,SUP002,Consumable,CAT012,Packaging,pcs,2.72,4852.0011,4852.0011,13197.44,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING014,2026-01-31,2026-01-31,23:55:00,ING014,Cake Base,SUP001,Raw Material,CAT006,Dessert Inputs,pcs,46.52,255.0118,255.0118,11863.15,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING031,2026-01-31,2026-01-31,23:55:00,ING031,Tomato,SUP001,Raw Material,CAT010,Produce,kg,55.12,206.461,206.461,11380.13,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING022,2026-01-31,2026-01-31,23:55:00,ING022,Ice,SUP001,Raw Material,CAT009,Beverage Inputs,kg,12.02,886.9995,886.9995,10661.73,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING010,2026-01-31,2026-01-31,23:55:00,ING010,Bagel,SUP001,Raw Material,CAT005,Bakery,pcs,28.46,369.7764,369.7764,10523.84,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING011,2026-01-31,2026-01-31,23:55:00,ING011,Tortilla,,Raw Material,CAT005,Bakery,pcs,14.74,695.6033,695.6033,10253.19,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING009,2026-01-31,2026-01-31,23:55:00,ING009,Bread,SUP001,Raw Material,CAT005,Bakery,pcs,11.71,719.0755,719.0755,8420.37,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING024,2026-01-31,2026-01-31,23:55:00,ING024,Hibiscus Concentrate,SUP001,Raw Material,CAT009,Beverage Inputs,litre,380.79,21.4769,21.4769,8178.19,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,Watch
INV_20260131_OUT003_ING029,2026-01-31,2026-01-31,23:55:00,ING029,Onion,SUP001,Raw Material,CAT010,Produce,kg,42.89,157.5439,157.5439,6757.06,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING035,2026-01-31,2026-01-31,23:55:00,ING035,Aioli,SUP001,Raw Material,CAT007,Syrups & Sauces,kg,318.74,20.372,20.372,6493.37,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,Watch
INV_20260131_OUT003_ING003,2026-01-31,2026-01-31,23:55:00,ING003,Oat Milk,SUP001,Raw Material,CAT003,Dairy Alternative,litre,182.77,32.3448,32.3448,5911.66,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING019,2026-01-31,2026-01-31,23:55:00,ING019,Sugar Syrup,SUP001,Raw Material,CAT007,Syrups & Sauces,litre,91.59,51.1222,51.1222,4682.28,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
INV_20260131_OUT003_ING023,2026-01-31,2026-01-31,23:55:00,ING023,Lemon,SUP001,Raw Material,CAT010,Produce,kg,112.4,37.7815,37.7815,4246.64,OUT003,ABNAH Cafe Saket Premium,Saket,2026-01-31,0,OK
