outlet_code,outlet_name,market_area,item_number,item_name,super_category,category,total_qty,total_net_sale,avg_realized_unit_price,selling_days,sales_rank_in_outlet
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,19,4626.3,244.0744642857143,14,56.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0078,Shredded Chicken Wrap,Food,Wraps,16,4615.09,287.3327777777778,12,57.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,21,4521.14,214.69433333333333,15,58.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0038,Coffee Lemonade - Large,Beverage,Cold Brew,16,4455.46,278.00772727272727,11,59.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0088,Scallion Pepper Cream Cheese Bagel,Food,Breakfast,17,4420.05,258.52726190476193,14,60.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0096,Chocolate Croissant,Food,Baked Goods,19,4392.29,230.76321428571427,14,61.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0077,Spicy Paneer Wrap,Food,Wraps,16,4302.74,268.6273076923077,13,62.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0097,Mushroom Cheese Croissant,Food,Baked Goods,17,4236.58,249.3083333333333,12,63.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0084,Chicken Pepperoni Avocado Toast,Food,Toasts,13,4201.75,323.7375,12,64.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0087,Cream Cheese Bagel,Food,Breakfast,17,4191.78,246.55958333333334,12,65.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,18,4001.9700000000003,222.3544871794872,13,66.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0099,Cinnamon Roll with Cream Cheese,Dessert,Baked Goods,18,3941.46,218.8738888888889,12,67.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0037,Coffee Lemonade - Medium,Beverage,Cold Brew,15,3803.25,254.17115384615383,13,68.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,16,3610.27,225.66964285714286,14,69.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0104,Classic Chocolate Fudge Brownie,Dessert,Desserts,19,3607.14,190.12690476190477,14,70.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0098,Sriracha Chicken Croissant,Food,Baked Goods,13,3508.83,270.00136363636364,11,71.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0034,Classic Cold Brew - Medium,Beverage,Cold Brew,14,3415.36,244.45181818181817,11,72.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0071,Mixed Berry Shake - Regular,Beverage,Shake,11,3401.25,308.097,10,73.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0101,Lemon Raspberry Tea Cake,Dessert,Baked Goods,16,3376.4,211.23216666666667,10,74.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0109,Basque Cheesecake,Dessert,Desserts,11,3343.58,303.896875,8,75.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0074,Seasonal Smoothie - Regular,Beverage,Smoothie,11,3323.17,302.15700000000004,10,76.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0020,Sea Salt Mocha - Large,Beverage,Signature Coffee,10,3283.24,328.32399999999996,10,77.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0070,Choco Chip Shake - Large,Beverage,Shake,9,3238.16,359.79555555555555,9,78.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,16,3209.94,200.86678571428573,14,79.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0091,Pesto Sundried Tomato Pin Wheel,Food,Snacks,14,3099.2200000000003,221.7684615384615,13,80.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0073,Mixed Berry Shake - Large,Beverage,Shake,8,2969.46,370.93642857142856,7,81.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0035,Classic Cold Brew - Large,Beverage,Cold Brew,11,2943.18,268.0705,10,82.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0095,Almond Croissant,Food,Baked Goods,12,2890.49,240.467,10,83.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0054,Himalayan Green Tea,Beverage,Tea,14,2870.1,205.529,10,84.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0108,Apple Pie,Dessert,Desserts,10,2686.83,267.73375,8,85.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,9,2674.26,297.1125,8,86.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,11,2438.72,221.58649999999997,10,87.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0089,Masala Egg Bun,Food,Breakfast,11,2411.85,219.969375,8,88.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,7,2335.5099999999998,335.4775,6,89.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,13,2314.2799999999997,177.42999999999998,9,90.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0093,Turnover with Brioche Dough Veg,Food,Snacks,10,2310.95,231.125,9,91.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0068,Choco Chip Shake - Regular,Beverage,Shake,8,2298.96,286.67571428571426,7,92.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0094,Butter Croissant,Food,Baked Goods,12,2292.56,191.20545454545456,11,93.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0060,Lemon Iced Tea - Large,Beverage,Iced Tea,9,2285.51,254.00666666666666,6,94.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0026,Caramel Macchiato - Large,Beverage,Signature Coffee,7,2251.96,321.7085714285714,7,95.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0100,Banana Walnut Tea Cake,Dessert,Baked Goods,11,2210.9,200.9909090909091,11,96.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0063,Hibiscus Lime Iced Tea - Large,Beverage,Iced Tea,8,2115.8,263.7133333333333,6,97.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0092,Turnover with Brioche Dough Chicken,Food,Snacks,8,2020.27,251.88714285714286,7,98.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0076,Seasonal Smoothie - Large,Beverage,Smoothie,5,1874.4099999999999,374.88199999999995,5,99.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0107,Jaggery Parmesan Cookie,Dessert,Desserts,10,1668.23,167.20055555555555,9,100.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0083,Chilli Cheese Garlic Toast,Food,Toasts,7,1598.52,228.4991666666667,6,101.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0085,Hummus and Pita Platter,Food,Platter,5,1536.69,307.338,5,102.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0064,Hot Chocolate - Regular,Beverage,Kids Beverage,7,1501.69,214.52714285714288,7,103.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0065,Hot Chocolate - Medium,Beverage,Kids Beverage,6,1415.52,235.92,6,104.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,6,1126.37,188.138,5,105.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0090,Marinara Cheese Pin Wheels,Food,Snacks,5,1057.97,211.594,5,106.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0001,Espresso Shot - Solo,Beverage,Espresso,4,574.3,143.575,4,107.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0002,Espresso Shot - Doppio,Beverage,Espresso,3,557.59,185.86333333333334,3,108.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0067,Babyccino - Regular,Beverage,Kids Beverage,3,474.52,158.17333333333332,3,109.0
OUT001,ABNAH Cafe Connaught Place,Connaught Place,MENU0066,Hot Chocolate - Large,Beverage,Kids Beverage,1,262.23,262.23,1,110.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0043,Classic Cold Coffee - Medium,Beverage,Cold Coffee,58,16454.75,281.8657243589744,26,1.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0004,Americano - Medium,Beverage,Coffee Classics,69,14273.85,205.88632183908044,29,2.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0009,Cappuccino - Regular,Beverage,Coffee Classics,60,13147.91,219.85678333333334,25,3.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0007,Latte - Medium,Beverage,Coffee Classics,53,12938.1,245.08932716049384,27,4.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0048,Caramel Cold Coffee - Regular,Beverage,Cold Coffee,45,12580.38,279.8230277777778,24,5.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0045,Mocha Cold Coffee - Regular,Beverage,Cold Coffee,45,12530.02,278.87253333333337,25,6.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0006,Latte - Regular,Beverage,Coffee Classics,56,12304.95,219.68349999999998,25,7.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0042,Classic Cold Coffee - Regular,Beverage,Cold Coffee,47,11717.27,249.64651984126985,24,8.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0016,Mocha - Medium,Beverage,Coffee Classics,44,11668.06,265.5646363636364,22,9.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0046,Mocha Cold Coffee - Medium,Beverage,Cold Coffee,36,11414.49,315.7561578947369,19,10.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0003,Americano - Regular,Beverage,Coffee Classics,56,10205.86,181.86426282051283,26,11.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0013,Flat White - Medium,Beverage,Coffee Classics,39,9983.91,255.8218115942029,23,12.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0014,Flat White - Large,Beverage,Coffee Classics,35,9890.52,280.053375,20,13.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0012,Flat White - Regular,Beverage,Coffee Classics,43,9858.32,229.18152777777777,24,14.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0015,Mocha - Regular,Beverage,Coffee Classics,41,9846.86,240.08710144927537,23,15.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0049,Caramel Cold Coffee - Medium,Beverage,Cold Coffee,30,9488.06,314.02970588235297,17,16.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0005,Americano - Large,Beverage,Coffee Classics,40,9291.16,231.64340909090907,22,17.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0017,Mocha - Large,Beverage,Coffee Classics,31,8936.35,288.34671052631575,19,18.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0010,Cappuccino - Medium,Beverage,Coffee Classics,36,8818.81,244.81241228070175,19,19.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0008,Latte - Large,Beverage,Coffee Classics,32,8609.69,268.7921666666667,20,20.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0077,Spicy Paneer Wrap,Food,Wraps,32,8568.82,268.4976515151515,22,21.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0078,Shredded Chicken Wrap,Food,Wraps,29,8408.95,290.6278703703704,18,22.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0044,Classic Cold Coffee - Large,Beverage,Cold Coffee,26,8338.7,320.18433333333337,15,23.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0031,Vegan Iced Latte - Medium,Beverage,Signature Coffee,25,7669.7,306.54657894736846,19,24.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0082,Tandoori Chicken Sandwich,Food,Sandwiches,24,7643.83,316.76988095238096,14,25.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0061,Hibiscus Lime Iced Tea - Regular,Beverage,Iced Tea,34,7487.1,219.1352777777778,21,26.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0028,French Vanilla Latte - Medium,Beverage,Signature Coffee,25,7277.84,288.64030952380955,14,27.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0072,Mixed Berry Shake - Medium,Beverage,Shake,21,7268.67,345.72761904761904,14,28.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0011,Cappuccino - Large,Beverage,Coffee Classics,27,7196.14,267.28847222222225,18,29.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0080,Pesto Veg Sandwich,Food,Sandwiches,25,6873.59,275.5073958333333,16,30.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0047,Mocha Cold Coffee - Large,Beverage,Cold Coffee,20,6863.2,344.04375,16,31.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0027,French Vanilla Latte - Regular,Beverage,Signature Coffee,25,6486.5,259.09194444444444,18,32.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0025,Caramel Macchiato - Medium,Beverage,Signature Coffee,22,6387.43,290.6230208333333,16,33.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0109,Basque Cheesecake,Dessert,Desserts,21,6371.88,303.10058823529414,17,34.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0102,Double Chocolate Truffle Cake,Dessert,Desserts,21,6094.13,288.7404761904762,14,35.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0022,Orange Zest Mocha - Medium,Beverage,Signature Coffee,20,5882.72,292.8385714285714,14,36.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0030,Vegan Iced Latte - Regular,Beverage,Signature Coffee,21,5879.57,279.83866666666665,15,37.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0058,Lemon Iced Tea - Regular,Beverage,Iced Tea,29,5851.0,201.29291666666666,20,38.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0062,Hibiscus Lime Iced Tea - Medium,Beverage,Iced Tea,24,5837.38,243.52588235294115,17,39.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0079,Smoked Chipotle Paneer Sandwich,Food,Sandwiches,20,5732.87,287.17346153846154,13,40.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0018,Sea Salt Mocha - Regular,Beverage,Signature Coffee,21,5633.7,268.2557142857143,14,41.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0021,Orange Zest Mocha - Regular,Beverage,Signature Coffee,21,5600.49,267.0323076923077,13,42.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0032,Vegan Iced Latte - Large,Beverage,Signature Coffee,17,5588.64,329.44,16,43.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0023,Orange Zest Mocha - Large,Beverage,Signature Coffee,17,5494.64,323.3020833333333,12,44.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0099,Cinnamon Roll with Cream Cheese,Dessert,Baked Goods,25,5370.4800000000005,213.79916666666668,16,45.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0075,Seasonal Smoothie - Medium,Beverage,Smoothie,16,5332.61,334.8373611111111,12,46.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0097,Mushroom Cheese Croissant,Food,Baked Goods,21,5233.89,249.07627450980388,17,47.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0106,Death by Chocolate Cookie,Dessert,Desserts,28,5205.93,186.1154411764706,17,48.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0092,Turnover with Brioche Dough Chicken,Food,Snacks,21,5203.02,248.36384615384617,13,49.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0059,Lemon Iced Tea - Medium,Beverage,Iced Tea,23,5162.7,223.38903846153846,13,50.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0103,Banoffee Pie,Dessert,Desserts,18,5084.98,281.2443333333333,10,51.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0098,Sriracha Chicken Croissant,Food,Baked Goods,19,5076.47,267.24375,16,52.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0051,Masala Chai Latte - Regular,Beverage,Tea,26,5016.57,192.43017543859648,19,53.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0052,Masala Chai Latte - Medium,Beverage,Tea,23,4977.6,216.6286842105263,19,54.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0040,Vietnamese Shakerato - Medium,Beverage,Cold Brew,18,4971.2,275.64599999999996,15,55.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0024,Caramel Macchiato - Regular,Beverage,Signature Coffee,19,4968.72,260.9576666666666,15,56.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0105,Soft-Centred Caramel Cookie,Dessert,Desserts,28,4960.650000000001,177.78833333333336,20,57.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0050,Caramel Cold Coffee - Large,Beverage,Cold Coffee,14,4887.91,349.161,10,58.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0033,Classic Cold Brew - Regular,Beverage,Cold Brew,22,4826.18,219.14601851851853,18,59.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0096,Chocolate Croissant,Food,Baked Goods,21,4788.31,228.90055555555557,12,60.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0041,Vietnamese Shakerato - Large,Beverage,Cold Brew,16,4780.9,298.1910606060606,11,61.0
OUT002,ABNAH Cafe Hauz Khas,Hauz Khas,MENU0086,Breakfast Pancakes,Food,Breakfast,17,4717.57,278.49961538461537,13,62.0
