row_id,deployment,store_name,vendor_name,po_number,po_date,expected_delivery,po_status,item_code,item_name,category_name,super_category_name,total_processed_qty,remaining_balance_qty,quantity,unit,unit_price,subtotal,tax,total_item_cost
PUR_20260219_OUT002_ING002_0054,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260219-OUT002-0053,2026-02-19,2026-02-22,Closed,ING002,Milk,Dairy,Raw Material,189.7,0.0,189.7,litre,71.23,13512.33,675.62,14187.95
PUR_20260219_OUT002_ING004_0054,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260219-OUT002-0053,2026-02-19,2026-02-22,Closed,ING004,Cream,Dairy,Raw Material,47.01,0.0,47.01,litre,209.97,9870.69,493.53,10364.22
PUR_20260219_OUT002_ING022_0054,ABNAH Cafe Hauz Khas,Main Store,Metro Wholesale Delhi,PO-20260219-OUT002-0053,2026-02-19,2026-02-22,Partially Received,ING022,Ice,Beverage Inputs,Raw Material,254.62,264.17,518.79,kg,11.91,6178.79,308.94,6487.73
PUR_20260219_OUT002_ING023_0054,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260219-OUT002-0053,2026-02-19,2026-02-20,Partially Received,ING023,Lemon,Produce,Raw Material,23.23,7.83,31.06,kg,108.35,3365.35,168.27,3533.62
PUR_20260219_OUT002_ING043_0054,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260219-OUT002-0053,2026-02-19,2026-02-20,Closed,ING043,Wrap Packaging,Packaging,Consumable,430.0,0.0,430.0,pcs,5.68,2442.4,439.63,2882.03
PUR_20260222_OUT002_ING010_0057,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT002-0056,2026-02-22,2026-02-23,Pending,ING010,Bagel,Bakery,Raw Material,0.0,210.0,210.0,pcs,27.97,5873.7,293.69,6167.39
PUR_20260222_OUT002_ING011_0057,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT002-0056,2026-02-22,2026-02-23,Cancelled,ING011,Tortilla,Bakery,Raw Material,0.0,0.0,255.0,pcs,15.33,3909.15,195.46,4104.61
PUR_20260222_OUT002_ING012_0057,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260222-OUT002-0056,2026-02-22,2026-02-23,Closed,ING012,Croissant Base,Bakery,Raw Material,135.0,0.0,135.0,pcs,42.04,5675.4,283.77,5959.17
PUR_20260222_OUT002_ING018_0057,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260222-OUT002-0056,2026-02-22,2026-02-25,Closed,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,25.04,0.0,25.04,litre,241.31,6042.4,1087.63,7130.03
PUR_20260222_OUT002_ING024_0057,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260222-OUT002-0056,2026-02-22,2026-02-25,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,15.97,0.0,15.97,litre,375.66,5999.29,1079.87,7079.16
PUR_20260222_OUT002_ING030_0057,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260222-OUT002-0056,2026-02-22,2026-02-23,Closed,ING030,Capsicum,Produce,Raw Material,22.67,0.0,22.67,kg,82.25,1864.61,93.23,1957.84
PUR_20260222_OUT002_ING038_0057,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260222-OUT002-0056,2026-02-22,2026-02-25,Partially Received,ING038,Lid,Packaging,Consumable,794.38,480.62,1275.0,pcs,1.14,1453.5,261.63,1715.13
PUR_20260225_OUT002_ING003_0060,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260225-OUT002-0059,2026-02-25,2026-02-28,Closed,ING003,Oat Milk,Dairy Alternative,Raw Material,39.54,0.0,39.54,litre,190.08,7515.76,375.79,7891.55
PUR_20260225_OUT002_ING006_0060,ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260225-OUT002-0059,2026-02-25,2026-02-26,Closed,ING006,Cheese,Dairy,Raw Material,25.81,0.0,25.81,kg,463.8,11970.68,598.53,12569.21
PUR_20260225_OUT002_ING014_0060,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260225-OUT002-0059,2026-02-25,2026-02-28,Cancelled,ING014,Cake Base,Dessert Inputs,Raw Material,0.0,0.0,115.0,pcs,44.85,5157.75,928.39,6086.14
PUR_20260225_OUT002_ING016_0060,ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260225-OUT002-0059,2026-02-25,2026-02-28,Closed,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,20.74,0.0,20.74,litre,264.4,5483.66,987.06,6470.72
PUR_20260225_OUT002_ING024_0060,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260225-OUT002-0059,2026-02-25,2026-02-26,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,18.65,0.0,18.65,litre,409.44,7636.06,1374.49,9010.55
PUR_20260225_OUT002_ING025_0060,ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260225-OUT002-0059,2026-02-25,2026-02-27,Closed,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,34.64,0.0,34.64,kg,430.2,14902.13,2682.38,17584.51
PUR_20260225_OUT002_ING036_0060,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260225-OUT002-0059,2026-02-25,2026-02-27,Partially Received,ING036,Cold Cup,Packaging,Consumable,1163.06,291.94,1455.0,pcs,3.37,4903.35,882.6,5785.95
PUR_20260225_OUT002_ING038_0060,ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260225-OUT002-0059,2026-02-25,2026-02-28,Partially Received,ING038,Lid,Packaging,Consumable,1104.23,1010.77,2115.0,pcs,1.14,2411.1,434.0,2845.1
PUR_20260228_OUT002_ING001_0063,ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260228-OUT002-0062,2026-02-28,2026-03-03,Closed,ING001,Coffee Beans,Coffee Inputs,Raw Material,15.17,0.0,15.17,kg,960.65,14573.06,728.65,15301.71
PUR_20260228_OUT002_ING009_0063,ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260228-OUT002-0062,2026-02-28,2026-03-01,Partially Received,ING009,Bread,Bakery,Raw Material,294.29,220.71,515.0,pcs,11.71,6030.65,301.53,6332.18
PUR_20260228_OUT002_ING016_0063,ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260228-OUT002-0062,2026-02-28,2026-03-02,Closed,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,40.36,0.0,40.36,litre,272.15,10983.97,1977.11,12961.08
PUR_20260228_OUT002_ING024_0063,ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260228-OUT002-0062,2026-02-28,2026-03-03,Closed,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,17.71,0.0,17.71,litre,393.61,6970.83,1254.75,8225.58
PUR_20260228_OUT002_ING030_0063,ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260228-OUT002-0062,2026-02-28,2026-03-02,Closed,ING030,Capsicum,Produce,Raw Material,33.39,0.0,33.39,kg,83.11,2775.04,138.75,2913.79
