Deployment,Store Name,Vendor Name,PO Number,PR Number,PR Deployment,PO Date,Expected Delivery,PO Close Date/Partial Recieve Date,PO Status,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Total Processed Qty,Remaining Balance Qty,Quantity,Unit,Unit Price,Subtotal,Item Wise Discount Amount,Bill Wise Discount Amount,New Subtotal,Tax,Total Item Cost,
ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-08,2026-01-07,Closed,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,42.48,0.0,42.48,litre,266.55,11323.04,0,0,11323.04,2038.15,13361.19,
ABNAH Cafe Hauz Khas,Main Store,Metro Wholesale Delhi,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-10,2026-01-10,Closed,ING022,Ice,,Beverage Inputs,Raw Material,,295.67,0.0,295.67,kg,12.57,3716.57,0,0,3716.57,185.83,3902.4,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260107-OUT002-0008,,,2026-01-07,2026-01-10,,Pending,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,0.0,14.67,14.67,litre,410.63,6023.94,0,0,6023.94,1084.31,7108.25,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260110-OUT002-0011,,,2026-01-10,2026-01-11,2026-01-11,Closed,ING011,Tortilla,,Bakery,Raw Material,,310.0,0.0,310.0,pcs,15.56,4823.6,0,0,4823.6,241.18,5064.78,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260110-OUT002-0011,,,2026-01-10,2026-01-11,2026-01-10,Closed,ING012,Croissant Base,,Bakery,Raw Material,,250.0,0.0,250.0,pcs,44.52,11130.0,0,0,11130.0,556.5,11686.5,
ABNAH Cafe Hauz Khas,Main Store,Metro Wholesale Delhi,PO-20260110-OUT002-0011,,,2026-01-10,2026-01-11,2026-01-12,Closed,ING022,Ice,,Beverage Inputs,Raw Material,,499.49,0.0,499.49,kg,11.88,5933.94,0,0,5933.94,296.7,6230.64,
ABNAH Cafe Hauz Khas,Main Store,FrozenBerry Traders,PO-20260110-OUT002-0011,,,2026-01-10,2026-01-12,2026-01-13,Closed,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,,30.56,0.0,30.56,kg,407.7,12459.31,0,0,12459.31,2242.68,14701.99,
ABNAH Cafe Hauz Khas,Main Store,SpiceRoot Foods,PO-20260110-OUT002-0011,,,2026-01-10,2026-01-13,,Pending,ING034,Salsa,,Syrups & Sauces,Raw Material,,0.0,25.56,25.56,kg,195.36,4993.4,0,0,4993.4,898.81,5892.21,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260110-OUT002-0011,,,2026-01-10,2026-01-13,2026-01-12,Closed,ING036,Cold Cup,,Packaging,Consumable,,1460.0,0.0,1460.0,pcs,3.3,4818.0,0,0,4818.0,867.24,5685.24,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260113-OUT002-0014,,,2026-01-13,2026-01-14,2026-01-16,Closed,ING007,Chicken,,Protein,Raw Material,,59.15,0.0,59.15,kg,325.47,19251.55,0,0,19251.55,962.58,20214.13,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260113-OUT002-0014,,,2026-01-13,2026-01-14,2026-01-15,Closed,ING010,Bagel,,Bakery,Raw Material,,220.0,0.0,220.0,pcs,27.26,5997.2,0,0,5997.2,299.86,6297.06,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260113-OUT002-0014,,,2026-01-13,2026-01-15,2026-01-16,Closed,ING012,Croissant Base,,Bakery,Raw Material,,165.0,0.0,165.0,pcs,41.75,6888.75,0,0,6888.75,344.44,7233.19,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260113-OUT002-0014,,,2026-01-13,2026-01-15,2026-01-15,Closed,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,,18.94,0.0,18.94,litre,405.03,7671.27,0,0,7671.27,1380.83,9052.1,
ABNAH Cafe Hauz Khas,Main Store,SpiceRoot Foods,PO-20260113-OUT002-0014,,,2026-01-13,2026-01-16,2026-01-18,Partially Received,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,17.35,14.23,31.58,kg,295.61,9335.36,0,0,9335.36,1680.36,11015.72,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-19,,Cancelled,ING005,Paneer,,Dairy,Raw Material,,0.0,0.0,44.8,kg,347.41,15563.97,0,0,15563.97,778.2,16342.17,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-18,2026-01-17,Closed,ING009,Bread,,Bakery,Raw Material,,450.0,0.0,450.0,pcs,11.56,5202.0,0,0,5202.0,260.1,5462.1,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-19,2026-01-19,Closed,ING012,Croissant Base,,Bakery,Raw Material,,185.0,0.0,185.0,pcs,40.45,7483.25,0,0,7483.25,374.16,7857.41,
ABNAH Cafe Hauz Khas,Main Store,TeaLeaf Traders NCR,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-19,2026-01-19,Closed,ING021,Matcha Powder,,Tea Inputs,Raw Material,,7.94,0.0,7.94,kg,2088.93,16586.1,0,0,16586.1,2985.5,19571.6,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-19,2026-01-20,Closed,ING036,Cold Cup,,Packaging,Consumable,,1605.0,0.0,1605.0,pcs,3.32,5328.6,0,0,5328.6,959.15,6287.75,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-17,,Pending,ING041,Dessert Box,,Packaging,Consumable,,0.0,605.0,605.0,pcs,5.19,3139.95,0,0,3139.95,565.19,3705.14,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260116-OUT002-0017,,,2026-01-16,2026-01-18,2026-01-18,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,530.0,0.0,530.0,pcs,5.92,3137.6,0,0,3137.6,564.77,3702.37,
ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-21,2026-01-21,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,11.03,0.0,11.03,kg,992.45,10946.72,0,0,10946.72,547.34,11494.06,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-22,2026-01-24,Closed,ING005,Paneer,,Dairy,Raw Material,,40.35,0.0,40.35,kg,350.84,14156.39,0,0,14156.39,707.82,14864.21,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-20,,Pending,ING007,Chicken,,Protein,Raw Material,,0.0,37.83,37.83,kg,326.4,12347.71,0,0,12347.71,617.39,12965.1,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-22,2026-01-23,Closed,ING008,Egg,,Protein,Raw Material,,385.0,0.0,385.0,pcs,7.1,2733.5,0,0,2733.5,136.68,2870.18,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-21,2026-01-22,Closed,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,,41.45,0.0,41.45,litre,89.48,3708.95,0,0,3708.95,667.61,4376.56,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-22,2026-01-21,Closed,ING037,Hot Cup,,Packaging,Consumable,,1660.0,0.0,1660.0,pcs,2.93,4863.8,0,0,4863.8,875.48,5739.28,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260119-OUT002-0020,,,2026-01-19,2026-01-22,2026-01-21,Closed,ING040,Napkin,,Packaging,Consumable,,1340.0,0.0,1340.0,pcs,0.32,428.8,0,0,428.8,77.18,505.98,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-23,,Pending,ING006,Cheese,,Dairy,Raw Material,,0.0,23.57,23.57,kg,469.21,11059.28,0,0,11059.28,552.96,11612.24,
ABNAH Cafe Hauz Khas,Main Store,NorthStar Poultry,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-23,2026-01-24,Closed,ING007,Chicken,,Protein,Raw Material,,62.59,0.0,62.59,kg,329.81,20642.81,0,0,20642.81,1032.14,21674.95,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING011,Tortilla,,Bakery,Raw Material,,365.0,0.0,365.0,pcs,15.08,5504.2,0,0,5504.2,275.21,5779.41,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-25,2026-01-26,Closed,ING023,Lemon,,Produce,Raw Material,,27.29,0.0,27.29,kg,105.67,2883.73,0,0,2883.73,144.19,3027.92,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-24,2026-01-27,Closed,ING026,Banana,,Produce,Raw Material,,74.57,0.0,74.57,kg,70.34,5245.25,0,0,5245.25,262.26,5507.51,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-25,2026-01-27,Closed,ING030,Capsicum,,Produce,Raw Material,,44.09,0.0,44.09,kg,80.96,3569.53,0,0,3569.53,178.48,3748.01,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-24,2026-01-23,Closed,ING037,Hot Cup,,Packaging,Consumable,,2090.0,0.0,2090.0,pcs,2.75,5747.5,0,0,5747.5,1034.55,6782.05,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260122-OUT002-0023,,,2026-01-22,2026-01-24,2026-01-24,Closed,ING041,Dessert Box,,Packaging,Consumable,,555.0,0.0,555.0,pcs,5.07,2813.85,0,0,2813.85,506.49,3320.34,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-26,,Pending,ING005,Paneer,,Dairy,Raw Material,,0.0,46.56,46.56,kg,379.55,17671.85,0,0,17671.85,883.59,18555.44,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-28,2026-01-29,Closed,ING009,Bread,,Bakery,Raw Material,,630.0,0.0,630.0,pcs,12.04,7585.2,0,0,7585.2,379.26,7964.46,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-26,2026-01-25,Closed,ING010,Bagel,,Bakery,Raw Material,,240.0,0.0,240.0,pcs,28.07,6736.8,0,0,6736.8,336.84,7073.64,
ABNAH Cafe Hauz Khas,Main Store,Delhi Bakery Supply Co,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-27,2026-01-27,Closed,ING011,Tortilla,,Bakery,Raw Material,,350.0,0.0,350.0,pcs,15.44,5404.0,0,0,5404.0,270.2,5674.2,
ABNAH Cafe Hauz Khas,Main Store,ChocoCraft Ingredients,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-27,2026-01-28,Partially Received,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,,17.62,18.25,35.87,litre,253.2,9082.28,0,0,9082.28,1634.81,10717.09,
ABNAH Cafe Hauz Khas,Main Store,SpiceRoot Foods,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-26,2026-01-27,Closed,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,,34.72,0.0,34.72,kg,270.27,9383.77,0,0,9383.77,1689.08,11072.85,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-28,2026-01-27,Closed,ING042,Sandwich Box,,Packaging,Consumable,,680.0,0.0,680.0,pcs,6.85,4658.0,0,0,4658.0,838.44,5496.44,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260125-OUT002-0026,,,2026-01-25,2026-01-27,2026-01-26,Closed,ING043,Wrap Packaging,,Packaging,Consumable,,390.0,0.0,390.0,pcs,5.96,2324.4,0,0,2324.4,418.39,2742.79,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-31,2026-02-02,Closed,ING027,Butter,,Dairy,Raw Material,,23.37,0.0,23.37,kg,548.17,12810.73,0,0,12810.73,1537.29,14348.02,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-30,2026-01-30,Closed,ING036,Cold Cup,,Packaging,Consumable,,1330.0,0.0,1330.0,pcs,3.36,4468.8,0,0,4468.8,804.38,5273.18,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-30,2026-01-29,Closed,ING037,Hot Cup,,Packaging,Consumable,,1365.0,0.0,1365.0,pcs,2.72,3712.8,0,0,3712.8,668.3,4381.1,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-29,2026-01-30,Closed,ING038,Lid,,Packaging,Consumable,,1280.0,0.0,1280.0,pcs,1.07,1369.6,0,0,1369.6,246.52,1616.12,
ABNAH Cafe Hauz Khas,Main Store,PackPro Disposables,PO-20260128-OUT002-0029,,,2026-01-28,2026-01-29,2026-01-29,Partially Received,ING039,Straw,,Packaging,Consumable,,327.26,392.74,720.0,pcs,0.55,396.0,0,0,396.0,71.28,467.28,
ABNAH Cafe Hauz Khas,Main Store,BeanCraft Roasters Delhi,PO-20260131-OUT002-0032,,,2026-01-31,2026-02-02,2026-02-03,Closed,ING001,Coffee Beans,,Coffee Inputs,Raw Material,,11.64,0.0,11.64,kg,1018.69,11857.55,0,0,11857.55,592.88,12450.43,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260131-OUT002-0032,,,2026-01-31,2026-02-03,2026-02-05,Partially Received,ING002,Milk,,Dairy,Raw Material,,112.52,41.55,154.07,litre,71.95,11085.34,0,0,11085.34,554.27,11639.61,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260131-OUT002-0032,,,2026-01-31,2026-02-03,2026-02-04,Closed,ING004,Cream,,Dairy,Raw Material,,29.66,0.0,29.66,litre,211.4,6270.12,0,0,6270.12,313.51,6583.63,
ABNAH Cafe Hauz Khas,Main Store,FreshDairy Foods NCR,PO-20260131-OUT002-0032,,,2026-01-31,2026-02-01,2026-02-02,Partially Received,ING005,Paneer,,Dairy,Raw Material,,18.39,20.66,39.05,kg,371.18,14494.58,0,0,14494.58,724.73,15219.31,
ABNAH Cafe Hauz Khas,Main Store,SweetBase Foods,PO-20260131-OUT002-0032,,,2026-01-31,2026-02-02,2026-02-04,Closed,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,,31.13,0.0,31.13,litre,237.99,7408.63,0,0,7408.63,1333.55,8742.18,
ABNAH Cafe Hauz Khas,Main Store,GreenLeaf Produce Delhi,PO-20260131-OUT002-0032,,,2026-01-31,2026-02-01,2026-02-03,Partially Received,ING030,Capsicum,,Produce,Raw Material,,34.42,13.3,47.72,kg,88.64,4229.9,0,0,4229.9,211.5,4441.4,
