Deployment Name,StoreKitchen Name,Item Code,Item Name,Category Name,Super Category Name,Average Price,Opening Date,Opening Qty,Unit,Amt,Purchase Qty,Amt,Indent Receive Qty,Amt,Indent Dispatch Qty,Amt,InternalIndent Receive Qty,Amt,InternalIndent Dispatch Qty,Amt,Stock In Qty,Amt,Consumption Qty,Amt,Yield Wastage,Amt,Stock Out Qty,Amt,Total (Stock Out + Consumption Qty),Amt,Wastage Qty,Amt,Reuse Qty,Amt,Return Qty,Amt,Closing Date,Closing Qty,Amt,PhysicalGain/Loss Qty,Amt,Ideal Closing Qty,Amt,Physical Adjusted Closing Qty,Amt
ABNAH Cafe Hauz Khas,Main Store,ING011,Tortilla,Bakery,Raw Material,15.71,2026-02-01,1492.065,pcs,23440.34,425.0,6676.75,0,0,0,0,0,0,0,0,0.0,0.0,52.989,832.46,0,0,0.0,0.0,52.989,832.46,0.0,0.0,0,0,0.0,0.0,2026-02-28,1864.076,29284.63,-0.6,-9.43,1866.065,29315.88,1863.476,29275.21
ABNAH Cafe Hauz Khas,Main Store,ING012,Croissant Base,Bakery,Raw Material,42.46,2026-02-01,587.11,pcs,24928.69,135.0,5732.1,0,0,0,0,0,0,0,0,0.0,0.0,156.285,6635.86,0,0,0.0,0.0,156.285,6635.86,2.2831,96.94,0,0,0.0,0.0,2026-02-28,563.5419,23927.99,0.26,11.04,568.8269,24152.39,563.8019,23939.03
ABNAH Cafe Hauz Khas,Main Store,ING013,Brownie Base,Dessert Inputs,Raw Material,34.34,2026-02-01,163.679,pcs,5620.74,0.0,0.0,0,0,0,0,0,0,0,0,19.44,667.57,24.816,852.18,0,0,0.0,0.0,24.816,852.18,0.0,0.0,0,0,0.0,0.0,2026-02-28,158.303,5436.13,0.42,14.42,159.119,5464.15,158.723,5450.55
ABNAH Cafe Hauz Khas,Main Store,ING014,Cake Base,Dessert Inputs,Raw Material,44.98,2026-02-01,191.383,pcs,8608.41,175.0,7871.5,0,0,0,0,0,0,0,0,0.0,0.0,158.4622,7127.63,0,0,0.0,0.0,158.4622,7127.63,2.3194,104.33,0,0,0.0,0.0,2026-02-28,205.6014,9247.95,-0.3,-13.49,210.6636,9475.65,205.3014,9234.46
ABNAH Cafe Hauz Khas,Main Store,ING015,Cheesecake Base,Dessert Inputs,Raw Material,71.9,2026-02-01,60.534,pcs,4352.39,430.0,30917.0,0,0,0,0,0,0,0,0,0.0,0.0,25.925,1864.01,0,0,0.0,0.0,25.925,1864.01,0.0,0.0,0,0,0.0,0.0,2026-02-28,464.609,33405.39,-0.21,-15.1,465.534,33471.89,464.399,33390.29
ABNAH Cafe Hauz Khas,Main Store,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,272.21,2026-02-01,72.9135,litre,19847.78,20.74,5645.64,0,0,0,0,0,0,0,0,0.0,0.0,12.6065,3431.62,0,0,0.0,0.0,12.6065,3431.62,0.0,0.0,0,0,0.0,0.0,2026-02-28,81.047,22061.8,0.072,19.6,81.4379,22168.21,81.119,22081.4
ABNAH Cafe Hauz Khas,Main Store,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,249.14,2026-02-01,19.4036,litre,4834.21,36.61,9121.02,0,0,0,0,0,0,0,0,0.0,0.0,4.6941,1169.49,0,0,0.0,0.0,4.6941,1169.49,0.0,0.0,0,0,0.0,0.0,2026-02-28,51.3195,12785.74,-0.06,-14.95,51.4651,12822.02,51.2595,12770.79
ABNAH Cafe Hauz Khas,Main Store,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,248.65,2026-02-01,73.466,litre,18267.32,94.43,23480.02,0,0,0,0,0,0,0,0,0.0,0.0,1.3755,342.02,0,0,0.0,0.0,1.3755,342.02,0.0,0.0,0,0,0.0,0.0,2026-02-28,166.5205,41405.32,-0.04,-9.95,166.5619,41415.62,166.4805,41395.38
ABNAH Cafe Hauz Khas,Main Store,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,88.82,2026-02-01,49.35,litre,4383.27,164.75,14633.09,0,0,0,0,0,0,0,0,0.0,0.0,30.1684,2679.56,0,0,0.0,0.0,30.1684,2679.56,0.0,0.0,0,0,1.7265,153.35,2026-02-28,182.2051,16183.46,0.0,0.0,183.2534,16276.57,182.2051,16183.46
ABNAH Cafe Hauz Khas,Main Store,ING020,Tea Leaves,Tea Inputs,Raw Material,626.2,2026-02-01,12.7627,kg,7992.0,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.7012,439.09,0,0,0.0,0.0,0.7012,439.09,0.0,0.0,0,0,0.0,0.0,2026-02-28,12.0615,7552.91,0.03,18.79,12.0859,7568.19,12.0915,7571.7
ABNAH Cafe Hauz Khas,Main Store,ING021,Matcha Powder,Tea Inputs,Raw Material,2134.18,2026-02-01,22.618,kg,48270.88,10.56,22536.94,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0.0,0.0,2026-02-28,33.178,70807.82,-0.008,-17.07,33.178,70807.82,33.17,70790.75
ABNAH Cafe Hauz Khas,Main Store,ING022,Ice,Beverage Inputs,Raw Material,12.03,2026-02-01,986.5335,kg,11868.0,254.62,3063.08,0,0,0,0,0,0,0,0,0.0,0.0,109.2703,1314.52,0,0,0.0,0.0,109.2703,1314.52,1.5917,19.15,0,0,0.0,0.0,2026-02-28,1130.2915,13597.41,-0.48,-5.77,1134.2918,13645.53,1129.8115,13591.63
ABNAH Cafe Hauz Khas,Main Store,ING023,Lemon,Produce,Raw Material,106.18,2026-02-01,49.4892,kg,5254.76,23.23,2466.56,0,0,0,0,0,0,0,0,0.0,0.0,5.0268,533.75,0,0,0.0,0.0,5.0268,533.75,0.0,0.0,0,0,0.0,0.0,2026-02-28,67.6924,7187.58,-0.04,-4.25,67.9903,7219.21,67.6524,7183.33
ABNAH Cafe Hauz Khas,Main Store,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,400.82,2026-02-01,28.1315,litre,11275.67,45.42,18205.24,0,0,0,0,0,0,0,0,0.0,0.0,2.5097,1005.94,0,0,0.0,0.0,2.5097,1005.94,0.0,0.0,0,0,0.0,0.0,2026-02-28,71.0418,28474.97,-0.024,-9.62,71.1337,28511.81,71.0178,28465.35
ABNAH Cafe Hauz Khas,Main Store,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,433.1,2026-02-01,108.5661,kg,47019.98,57.08,24721.35,0,0,0,0,0,0,0,0,0.0,0.0,2.6024,1127.1,0,0,0.0,0.0,2.6024,1127.1,0.0,0.0,0,0,0.0,0.0,2026-02-28,163.0437,70614.23,0.02,8.66,163.1341,70653.38,163.0637,70622.89
ABNAH Cafe Hauz Khas,Main Store,ING026,Banana,Produce,Raw Material,70.56,2026-02-01,181.7283,kg,12822.75,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.9708,209.62,0,0,0.0,0.0,2.9708,209.62,0.0,0.0,0,0,0.0,0.0,2026-02-28,178.7575,12613.13,0.072,5.08,178.9283,12625.18,178.8295,12618.21
ABNAH Cafe Hauz Khas,Main Store,ING027,Butter,Dairy,Raw Material,530.4,2026-02-01,26.3201,kg,13960.18,23.37,12395.45,0,0,0,0,0,0,0,0,0.0,0.0,3.9856,2113.96,0,0,0.0,0.0,3.9856,2113.96,0.0,0.0,0,0,0.0,0.0,2026-02-28,45.7045,24241.67,0.048,25.46,45.9301,24361.33,45.7525,24267.13
ABNAH Cafe Hauz Khas,Main Store,ING028,Lettuce,Produce,Raw Material,94.09,2026-02-01,14.4577,kg,1360.32,30.37,2857.51,0,0,0,0,0,0,0,0,0.0,0.0,3.2035,301.42,0,0,0.0,0.0,3.2035,301.42,0.0,0.0,0,0,0.0,0.0,2026-02-28,41.6242,3916.42,0.042,3.95,41.8027,3933.22,41.6662,3920.37
ABNAH Cafe Hauz Khas,Main Store,ING029,Onion,Produce,Raw Material,41.16,2026-02-01,43.672,kg,1797.54,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,1.0771,44.33,0,0,0.0,0.0,1.0771,44.33,0.0,0.0,0,0,0.0,0.0,2026-02-28,42.5949,1753.21,-0.036,-1.48,42.652,1755.56,42.5589,1751.72
ABNAH Cafe Hauz Khas,Main Store,ING030,Capsicum,Produce,Raw Material,83.47,2026-02-01,69.512,kg,5802.17,139.63,11654.92,0,0,0,0,0,0,0,0,0.0,0.0,1.354,113.02,0,0,0.0,0.0,1.354,113.02,0.0,0.0,0,0,0.0,0.0,2026-02-28,207.788,17344.06,-0.02,-1.67,207.867,17350.66,207.768,17342.39
ABNAH Cafe Hauz Khas,Main Store,ING031,Tomato,Produce,Raw Material,52.92,2026-02-01,42.0315,kg,2224.31,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.7296,144.45,0,0,0.0,0.0,2.7296,144.45,0.0,0.0,0,0,0.0,0.0,2026-02-28,39.3019,2079.86,-0.072,-3.81,39.4515,2087.77,39.2299,2076.05
ABNAH Cafe Hauz Khas,Main Store,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,343.4,2026-02-01,16.994,kg,5835.74,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.8831,303.26,0,0,0.0,0.0,0.8831,303.26,0.0,0.0,0,0,0.0,0.0,2026-02-28,16.1109,5532.48,0.016,5.49,16.144,5543.85,16.1269,5537.98
ABNAH Cafe Hauz Khas,Main Store,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,282.8,2026-02-01,67.3151,kg,19036.71,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,2.3384,661.3,0,0,0.0,0.0,2.3384,661.3,0.0,0.0,0,0,0.0,0.0,2026-02-28,64.9767,18375.41,-0.048,-13.57,65.0601,18399.0,64.9287,18361.84
ABNAH Cafe Hauz Khas,Main Store,ING034,Salsa,Syrups & Sauces,Raw Material,191.9,2026-02-01,40.5281,kg,7777.34,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.3374,64.75,0,0,0.0,0.0,0.3374,64.75,0.0,0.0,0,0,0.0,0.0,2026-02-28,40.1907,7712.6,0.016,3.07,40.2031,7714.97,40.2067,7715.67
ABNAH Cafe Hauz Khas,Main Store,ING035,Aioli,Syrups & Sauces,Raw Material,313.1,2026-02-01,17.5013,kg,5479.66,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,0.5704,178.59,0,0,0.0,0.0,0.5704,178.59,0.0,0.0,0,0,0.0,0.0,2026-02-28,16.9309,5301.06,0.0,0.0,16.9513,5307.45,16.9309,5301.06
ABNAH Cafe Hauz Khas,Main Store,ING036,Cold Cup,Packaging,Consumable,3.33,2026-02-01,5242.3,pcs,17456.86,3703.06,12331.19,0,0,0,0,0,0,0,0,151.2,503.5,830.53,2765.66,0,0,0.0,0.0,830.53,2765.66,11.8692,39.52,0,0,0.0,0.0,2026-02-28,8254.1608,27486.36,0.0,0.0,8299.6908,27637.97,8254.1608,27486.36
ABNAH Cafe Hauz Khas,Main Store,ING037,Hot Cup,Packaging,Consumable,2.83,2026-02-01,5537.32,pcs,15670.62,3269.15,9251.69,0,0,0,0,0,0,0,0,0.0,0.0,1006.776,2849.18,0,0,0.0,0.0,1006.776,2849.18,14.3338,40.56,0,0,0.0,0.0,2026-02-28,7785.3602,22032.57,1.4,3.96,7844.1362,22198.91,7786.7602,22036.53
ABNAH Cafe Hauz Khas,Main Store,ING038,Lid,Packaging,Consumable,1.14,2026-02-01,2409.136,pcs,2746.42,4028.61,4592.62,0,0,0,0,0,0,0,0,0.0,0.0,1836.98,2094.16,0,0,0.0,0.0,1836.98,2094.16,26.203,29.87,0,0,19.8595,22.64,2026-02-28,4554.7035,5192.36,0.0,0.0,4658.6835,5310.9,4554.7035,5192.36
ABNAH Cafe Hauz Khas,Main Store,ING039,Straw,Packaging,Consumable,0.55,2026-02-01,596.816,pcs,328.25,0.0,0.0,0,0,0,0,0,0,0,0,0.0,0.0,561.0742,308.59,0,0,0.0,0.0,561.0742,308.59,11.8692,6.53,0,0,0.0,0.0,2026-02-28,23.8726,13.13,0.0,0.0,-200.0532,-110.03,23.8726,13.13
ABNAH Cafe Hauz Khas,Main Store,ING040,Napkin,Packaging,Consumable,0.32,2026-02-01,853.676,pcs,273.18,5814.38,1860.6,0,0,0,0,0,0,0,0,0.0,0.0,2839.74,908.72,0,0,0.0,0.0,2839.74,908.72,40.5065,12.96,0,0,0.0,0.0,2026-02-28,3787.8095,1212.1,0.0,0.0,3948.5495,1263.54,3787.8095,1212.1
ABNAH Cafe Hauz Khas,Main Store,ING041,Dessert Box,Packaging,Consumable,5.05,2026-02-01,567.591,pcs,2866.33,445.0,2247.25,0,0,0,0,0,0,0,0,0.0,0.0,381.24,1925.26,0,0,0.0,0.0,381.24,1925.26,5.4432,27.49,0,0,11.125,56.18,2026-02-28,614.7828,3104.65,0.0,0.0,636.0228,3211.92,614.7828,3104.65
ABNAH Cafe Hauz Khas,Main Store,ING042,Sandwich Box,Packaging,Consumable,6.66,2026-02-01,849.98,pcs,5660.87,1420.0,9457.2,0,0,0,0,0,0,0,0,0.0,0.0,194.163,1293.13,0,0,0.0,0.0,194.163,1293.13,2.767,18.43,0,0,0.0,0.0,2026-02-28,2073.05,13806.51,0.72,4.8,2084.213,13880.86,2073.77,13811.31
ABNAH Cafe Hauz Khas,Main Store,ING043,Wrap Packaging,Packaging,Consumable,5.98,2026-02-01,1216.816,pcs,7276.56,1090.0,6518.2,0,0,0,0,0,0,0,0,0.0,0.0,54.111,323.58,0,0,37.8,226.04,91.911,549.63,0.0,0.0,0,0,0.0,0.0,2026-02-28,2214.905,13245.13,-0.36,-2.15,2218.016,13263.74,2214.545,13242.98
