Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Sub Total,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING014,ING014,Cake Base,Dessert Inputs,Raw Material,,101.0505,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING015,ING015,Cheesecake Base,Dessert Inputs,Raw Material,,341.762,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING016,ING016,Chocolate Sauce,Syrups & Sauces,Raw Material,,45.1169,litre,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING017,ING017,Caramel Syrup,Syrups & Sauces,Raw Material,,60.2206,litre,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING018,ING018,Vanilla Syrup,Syrups & Sauces,Raw Material,,61.6005,litre,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING019,ING019,Sugar Syrup,Syrups & Sauces,Raw Material,,41.9916,litre,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING020,ING020,Tea Leaves,Tea Inputs,Raw Material,,36.6221,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING021,ING021,Matcha Powder,Tea Inputs,Raw Material,,6.004,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING022,ING022,Ice,Beverage Inputs,Raw Material,,538.9568,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING023,ING023,Lemon,Produce,Raw Material,,22.7924,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING024,ING024,Hibiscus Concentrate,Beverage Inputs,Raw Material,,10.6522,litre,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING025,ING025,Mixed Berry Pulp,Fruit Inputs,Raw Material,,17.6486,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING026,ING026,Banana,Produce,Raw Material,,208.1101,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING027,ING027,Butter,Dairy,Raw Material,,125.3457,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING028,ING028,Lettuce,Produce,Raw Material,,31.8198,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING029,ING029,Onion,Produce,Raw Material,,123.4106,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING030,ING030,Capsicum,Produce,Raw Material,,25.4779,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING031,ING031,Tomato,Produce,Raw Material,,153.6639,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING032,ING032,Pesto Sauce,Syrups & Sauces,Raw Material,,68.1662,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING033,ING033,Chipotle Sauce,Syrups & Sauces,Raw Material,,36.291,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING034,ING034,Salsa,Syrups & Sauces,Raw Material,,17.7598,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING035,ING035,Aioli,Syrups & Sauces,Raw Material,,17.6684,kg,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING036,ING036,Cold Cup,Packaging,Consumable,,3530.338,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING037,ING037,Hot Cup,Packaging,Consumable,,3462.29,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING038,ING038,Lid,Packaging,Consumable,,5193.5255,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING039,ING039,Straw,Packaging,Consumable,,2139.307,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING040,ING040,Napkin,Packaging,Consumable,,6285.275,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING041,ING041,Dessert Box,Packaging,Consumable,,979.24,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING042,ING042,Sandwich Box,Packaging,Consumable,,1582.988,pcs,0,0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-01,OPEN-OUT003-02-ING043,ING043,Wrap Packaging,Packaging,Consumable,,1292.347,pcs,0,0,
