Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-19,WST-OUT001-01-011,ING012,Croissant Base,Bakery,Raw Material,Shelf-life loss,0.763,pcs,42.0,32.05,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-01-20,WST-OUT001-01-012,ING022,Ice,Beverage Inputs,Raw Material,Quality rejection,0.5658,kg,12.0,6.79,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-09,WST-OUT002-01-001,ING040,Napkin,Packaging,Consumable,Shelf-life loss,39.564,pcs,0.32,12.66,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-10,WST-OUT002-01-002,ING038,Lid,Packaging,Consumable,Shelf-life loss,25.368,pcs,1.1,27.9,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-11,WST-OUT002-01-003,ING037,Hot Cup,Packaging,Consumable,Quality rejection,14.56,pcs,2.8,40.77,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-12,WST-OUT002-01-004,ING036,Cold Cup,Packaging,Consumable,Preparation loss,10.808,pcs,3.2,34.59,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-13,WST-OUT002-01-005,ING039,Straw,Packaging,Consumable,Shelf-life loss,10.808,pcs,0.55,5.94,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-14,WST-OUT002-01-006,ING041,Dessert Box,Packaging,Consumable,Shelf-life loss,4.998,pcs,5.0,24.99,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-15,WST-OUT002-01-007,ING002,Milk,Dairy,Raw Material,Quality rejection,5.1766,litre,72.0,372.72,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-16,WST-OUT002-01-008,ING009,Bread,Bakery,Raw Material,Shelf-life loss,3.416,pcs,12.0,40.99,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-17,WST-OUT002-01-009,ING042,Sandwich Box,Packaging,Consumable,Preparation loss,2.94,pcs,6.5,19.11,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-18,WST-OUT002-01-010,ING014,Cake Base,Dessert Inputs,Raw Material,Quality rejection,2.2435,pcs,46.0,103.2,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-19,WST-OUT002-01-011,ING012,Croissant Base,Bakery,Raw Material,Shelf-life loss,2.184,pcs,42.0,91.73,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-01-20,WST-OUT002-01-012,ING022,Ice,Beverage Inputs,Raw Material,Shelf-life loss,1.4507,kg,12.0,17.41,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-09,WST-OUT003-01-001,ING040,Napkin,Packaging,Consumable,Quality rejection,33.385,pcs,0.32,10.68,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-10,WST-OUT003-01-002,ING038,Lid,Packaging,Consumable,Quality rejection,21.45,pcs,1.1,23.6,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-11,WST-OUT003-01-003,ING037,Hot Cup,Packaging,Consumable,Quality rejection,12.793,pcs,2.8,35.82,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-12,WST-OUT003-01-004,ING036,Cold Cup,Packaging,Consumable,Preparation loss,8.657,pcs,3.2,27.7,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-13,WST-OUT003-01-005,ING039,Straw,Packaging,Consumable,Preparation loss,8.657,pcs,0.55,4.76,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-14,WST-OUT003-01-006,ING041,Dessert Box,Packaging,Consumable,Preparation loss,5.038,pcs,5.0,25.19,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-15,WST-OUT003-01-007,ING002,Milk,Dairy,Raw Material,Preparation loss,5.0407,litre,72.0,362.93,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-16,WST-OUT003-01-008,ING009,Bread,Bakery,Raw Material,Shelf-life loss,2.53,pcs,12.0,30.36,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-17,WST-OUT003-01-009,ING014,Cake Base,Dessert Inputs,Raw Material,Quality rejection,2.3996,pcs,46.0,110.38,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-18,WST-OUT003-01-010,ING042,Sandwich Box,Packaging,Consumable,Quality rejection,2.057,pcs,6.5,13.37,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-19,WST-OUT003-01-011,ING012,Croissant Base,Bakery,Raw Material,Shelf-life loss,1.782,pcs,42.0,74.84,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-20,WST-OUT003-01-012,ING022,Ice,Beverage Inputs,Raw Material,Shelf-life loss,1.1731,kg,12.0,14.08,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-09,WST-OUT001-02-001,ING040,Napkin,Packaging,Consumable,Quality rejection,21.4553,pcs,0.32,6.87,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-10,WST-OUT001-02-002,ING038,Lid,Packaging,Consumable,Quality rejection,14.8176,pcs,1.11,16.45,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-11,WST-OUT001-02-003,ING037,Hot Cup,Packaging,Consumable,Preparation loss,10.1984,pcs,2.81,28.66,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-12,WST-OUT001-02-004,ING036,Cold Cup,Packaging,Consumable,Shelf-life loss,4.6192,pcs,3.22,14.87,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-13,WST-OUT001-02-005,ING039,Straw,Packaging,Consumable,Preparation loss,4.6192,pcs,0.55,2.54,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-14,WST-OUT001-02-006,ING002,Milk,Dairy,Raw Material,Shelf-life loss,4.0805,litre,73.44,299.67,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-15,WST-OUT001-02-007,ING009,Bread,Bakery,Raw Material,Preparation loss,2.1168,pcs,12.12,25.66,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-16,WST-OUT001-02-008,ING041,Dessert Box,Packaging,Consumable,Quality rejection,1.9807,pcs,5.02,9.94,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-17,WST-OUT001-02-009,ING042,Sandwich Box,Packaging,Consumable,Quality rejection,1.701,pcs,6.53,11.11,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-18,WST-OUT001-02-010,ING012,Croissant Base,Bakery,Raw Material,Shelf-life loss,0.9374,pcs,42.42,39.76,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-19,WST-OUT001-02-011,ING014,Cake Base,Dessert Inputs,Raw Material,Quality rejection,0.8909,pcs,46.46,41.39,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-20,WST-OUT001-02-012,ING022,Ice,Beverage Inputs,Raw Material,Preparation loss,0.6225,kg,12.12,7.54,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-09,WST-OUT002-02-001,ING040,Napkin,Packaging,Consumable,Preparation loss,40.5065,pcs,0.32,12.96,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-10,WST-OUT002-02-002,ING038,Lid,Packaging,Consumable,Quality rejection,26.203,pcs,1.11,29.09,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-11,WST-OUT002-02-003,ING037,Hot Cup,Packaging,Consumable,Shelf-life loss,14.3338,pcs,2.81,40.28,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-12,WST-OUT002-02-004,ING036,Cold Cup,Packaging,Consumable,Quality rejection,11.8692,pcs,3.22,38.22,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-13,WST-OUT002-02-005,ING039,Straw,Packaging,Consumable,Quality rejection,11.8692,pcs,0.55,6.53,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-14,WST-OUT002-02-006,ING041,Dessert Box,Packaging,Consumable,Quality rejection,5.4432,pcs,5.02,27.32,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-15,WST-OUT002-02-007,ING002,Milk,Dairy,Raw Material,Quality rejection,5.4154,litre,73.44,397.71,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-16,WST-OUT002-02-008,ING009,Bread,Bakery,Raw Material,Quality rejection,3.2962,pcs,12.12,39.95,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-17,WST-OUT002-02-009,ING042,Sandwich Box,Packaging,Consumable,Shelf-life loss,2.767,pcs,6.53,18.07,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-18,WST-OUT002-02-010,ING014,Cake Base,Dessert Inputs,Raw Material,Preparation loss,2.3194,pcs,46.46,107.76,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-19,WST-OUT002-02-011,ING012,Croissant Base,Bakery,Raw Material,Quality rejection,2.2831,pcs,42.42,96.85,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-02-20,WST-OUT002-02-012,ING022,Ice,Beverage Inputs,Raw Material,Shelf-life loss,1.5917,kg,12.12,19.29,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-09,WST-OUT003-02-001,ING040,Napkin,Packaging,Consumable,Preparation loss,34.4045,pcs,0.32,11.01,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-10,WST-OUT003-02-002,ING038,Lid,Packaging,Consumable,Shelf-life loss,21.9899,pcs,1.11,24.41,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-11,WST-OUT003-02-003,ING037,Hot Cup,Packaging,Consumable,Preparation loss,13.2818,pcs,2.81,37.32,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-12,WST-OUT003-02-004,ING036,Cold Cup,Packaging,Consumable,Preparation loss,8.708,pcs,3.22,28.04,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-13,WST-OUT003-02-005,ING039,Straw,Packaging,Consumable,Shelf-life loss,8.708,pcs,0.55,4.79,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-14,WST-OUT003-02-006,ING041,Dessert Box,Packaging,Consumable,Shelf-life loss,5.2391,pcs,5.02,26.3,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-15,WST-OUT003-02-007,ING002,Milk,Dairy,Raw Material,Shelf-life loss,5.1522,litre,73.44,378.38,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-16,WST-OUT003-02-008,ING009,Bread,Bakery,Raw Material,Shelf-life loss,2.7205,pcs,12.12,32.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-17,WST-OUT003-02-009,ING014,Cake Base,Dessert Inputs,Raw Material,Quality rejection,2.4152,pcs,46.46,112.21,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-18,WST-OUT003-02-010,ING042,Sandwich Box,Packaging,Consumable,Shelf-life loss,2.1622,pcs,6.53,14.12,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-19,WST-OUT003-02-011,ING012,Croissant Base,Bakery,Raw Material,Quality rejection,2.0077,pcs,42.42,85.17,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-02-20,WST-OUT003-02-012,ING022,Ice,Beverage Inputs,Raw Material,Shelf-life loss,1.1741,kg,12.12,14.23,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-09,WST-OUT001-03-001,ING040,Napkin,Packaging,Consumable,Preparation loss,25.3912,pcs,0.32,8.13,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-10,WST-OUT001-03-002,ING038,Lid,Packaging,Consumable,Quality rejection,16.8084,pcs,1.12,18.83,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-11,WST-OUT001-03-003,ING037,Hot Cup,Packaging,Consumable,Shelf-life loss,11.4979,pcs,2.84,32.65,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-12,WST-OUT001-03-004,ING036,Cold Cup,Packaging,Consumable,Quality rejection,5.3105,pcs,3.25,17.26,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-13,WST-OUT001-03-005,ING039,Straw,Packaging,Consumable,Quality rejection,5.3105,pcs,0.56,2.97,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-14,WST-OUT001-03-006,ING009,Bread,Bakery,Raw Material,Quality rejection,2.9394,pcs,12.3,36.15,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-15,WST-OUT001-03-007,ING041,Dessert Box,Packaging,Consumable,Preparation loss,2.4928,pcs,5.07,12.64,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-16,WST-OUT001-03-008,ING002,Milk,Dairy,Raw Material,Preparation loss,4.6012,litre,75.24,346.19,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-17,WST-OUT001-03-009,ING042,Sandwich Box,Packaging,Consumable,Preparation loss,2.2736,pcs,6.6,15.01,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-18,WST-OUT001-03-010,ING012,Croissant Base,Bakery,Raw Material,Quality rejection,1.2586,pcs,43.05,54.18,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-19,WST-OUT001-03-011,ING014,Cake Base,Dessert Inputs,Raw Material,Preparation loss,1.0203,pcs,46.92,47.87,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-03-20,WST-OUT001-03-012,ING022,Ice,Beverage Inputs,Raw Material,Preparation loss,0.7166,kg,12.24,8.77,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-09,WST-OUT002-03-001,ING040,Napkin,Packaging,Consumable,Preparation loss,48.2978,pcs,0.32,15.46,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-10,WST-OUT002-03-002,ING038,Lid,Packaging,Consumable,Shelf-life loss,32.3826,pcs,1.12,36.27,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-11,WST-OUT002-03-003,ING037,Hot Cup,Packaging,Consumable,Preparation loss,18.1076,pcs,2.84,51.43,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-12,WST-OUT002-03-004,ING036,Cold Cup,Packaging,Consumable,Shelf-life loss,14.275,pcs,3.25,46.39,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-13,WST-OUT002-03-005,ING039,Straw,Packaging,Consumable,Preparation loss,14.275,pcs,0.56,7.99,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-14,WST-OUT002-03-006,ING041,Dessert Box,Packaging,Consumable,Preparation loss,5.4891,pcs,5.07,27.83,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-15,WST-OUT002-03-007,ING002,Milk,Dairy,Raw Material,Shelf-life loss,6.7849,litre,75.24,510.5,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-16,WST-OUT002-03-008,ING009,Bread,Bakery,Raw Material,Shelf-life loss,3.4591,pcs,12.3,42.55,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-17,WST-OUT002-03-009,ING042,Sandwich Box,Packaging,Consumable,Quality rejection,3.4429,pcs,6.6,22.72,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-18,WST-OUT002-03-010,ING014,Cake Base,Dessert Inputs,Raw Material,Shelf-life loss,2.8209,pcs,46.92,132.36,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-19,WST-OUT002-03-011,ING012,Croissant Base,Bakery,Raw Material,Quality rejection,2.0462,pcs,43.05,88.09,
ABNAH Cafe Hauz Khas,Main Store,inventory.lead,2026-03-20,WST-OUT002-03-012,ING022,Ice,Beverage Inputs,Raw Material,Preparation loss,1.9094,kg,12.24,23.37,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-09,WST-OUT003-03-001,ING040,Napkin,Packaging,Consumable,Preparation loss,46.0636,pcs,0.32,14.74,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-10,WST-OUT003-03-002,ING038,Lid,Packaging,Consumable,Preparation loss,29.9477,pcs,1.12,33.54,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-11,WST-OUT003-03-003,ING037,Hot Cup,Packaging,Consumable,Preparation loss,18.234,pcs,2.84,51.78,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-12,WST-OUT003-03-004,ING036,Cold Cup,Packaging,Consumable,Quality rejection,11.7137,pcs,3.25,38.07,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-13,WST-OUT003-03-005,ING039,Straw,Packaging,Consumable,Quality rejection,11.7137,pcs,0.56,6.56,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-14,WST-OUT003-03-006,ING041,Dessert Box,Packaging,Consumable,Shelf-life loss,7.1711,pcs,5.07,36.36,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-15,WST-OUT003-03-007,ING002,Milk,Dairy,Raw Material,Preparation loss,6.928,litre,75.24,521.26,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-16,WST-OUT003-03-008,ING009,Bread,Bakery,Raw Material,Quality rejection,3.6876,pcs,12.3,45.36,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-17,WST-OUT003-03-009,ING014,Cake Base,Dessert Inputs,Raw Material,Shelf-life loss,3.3572,pcs,46.92,157.52,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-18,WST-OUT003-03-010,ING042,Sandwich Box,Packaging,Consumable,Shelf-life loss,2.8838,pcs,6.6,19.03,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-19,WST-OUT003-03-011,ING012,Croissant Base,Bakery,Raw Material,Quality rejection,2.6413,pcs,43.05,113.71,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-03-20,WST-OUT003-03-012,ING022,Ice,Beverage Inputs,Raw Material,Preparation loss,1.5882,kg,12.24,19.44,
