Deployment Name,Store/Kitchen Name,User Name,Date,Transaction Number,Item Code,Item Name,Item Brand,Category Name,Super Category Name,Comment,Quantity,Unit,Unit Price,Amount,Source
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING007,ING007,Chicken,,Protein,Raw Material,Month-end physical stock take,22.6677,kg,335.94,7614.99,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING008,ING008,Egg,,Protein,Raw Material,Month-end physical stock take,262.512,pcs,7.09,1861.21,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING009,ING009,Bread,,Bakery,Raw Material,Month-end physical stock take,93.26,pcs,12.0,1119.12,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING010,ING010,Bagel,,Bakery,Raw Material,Month-end physical stock take,108.87,pcs,28.0,3048.36,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING011,ING011,Tortilla,,Bakery,Raw Material,Month-end physical stock take,524.893,pcs,14.44,7579.45,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING012,ING012,Croissant Base,,Bakery,Raw Material,Month-end physical stock take,468.214,pcs,42.66,19974.01,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING013,ING013,Brownie Base,,Dessert Inputs,Raw Material,Month-end physical stock take,223.352,pcs,33.38,7455.49,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING014,ING014,Cake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,101.0505,pcs,45.74,4622.05,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING015,ING015,Cheesecake Base,,Dessert Inputs,Raw Material,Month-end physical stock take,341.762,pcs,74.96,25618.48,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING016,ING016,Chocolate Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,45.1169,litre,256.62,11577.9,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING017,ING017,Caramel Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,60.2206,litre,252.66,15215.34,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING018,ING018,Vanilla Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,61.6005,litre,237.73,14644.29,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING019,ING019,Sugar Syrup,,Syrups & Sauces,Raw Material,Month-end physical stock take,41.9916,litre,91.16,3827.95,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING020,ING020,Tea Leaves,,Tea Inputs,Raw Material,Month-end physical stock take,36.6221,kg,615.19,22529.55,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING021,ING021,Matcha Powder,,Tea Inputs,Raw Material,Month-end physical stock take,6.004,kg,2150.0,12908.6,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING022,ING022,Ice,,Beverage Inputs,Raw Material,Month-end physical stock take,538.9568,kg,12.48,6726.18,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING023,ING023,Lemon,,Produce,Raw Material,Month-end physical stock take,22.7924,kg,110.0,2507.16,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING024,ING024,Hibiscus Concentrate,,Beverage Inputs,Raw Material,Month-end physical stock take,10.6522,litre,0.0,0.0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING025,ING025,Mixed Berry Pulp,,Fruit Inputs,Raw Material,Month-end physical stock take,17.6486,kg,420.0,7412.41,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING026,ING026,Banana,,Produce,Raw Material,Month-end physical stock take,208.1101,kg,73.42,15279.44,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING027,ING027,Butter,,Dairy,Raw Material,Month-end physical stock take,125.3457,kg,530.54,66500.91,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING028,ING028,Lettuce,,Produce,Raw Material,Month-end physical stock take,31.8198,kg,91.77,2920.1,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING029,ING029,Onion,,Produce,Raw Material,Month-end physical stock take,123.4106,kg,42.33,5223.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING030,ING030,Capsicum,,Produce,Raw Material,Month-end physical stock take,25.4779,kg,84.0,2140.14,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING031,ING031,Tomato,,Produce,Raw Material,Month-end physical stock take,153.6639,kg,55.27,8493.0,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING032,ING032,Pesto Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,68.1662,kg,340.17,23188.1,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING033,ING033,Chipotle Sauce,,Syrups & Sauces,Raw Material,Month-end physical stock take,36.291,kg,290.76,10551.97,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING034,ING034,Salsa,,Syrups & Sauces,Raw Material,Month-end physical stock take,17.7598,kg,187.35,3327.3,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING035,ING035,Aioli,,Syrups & Sauces,Raw Material,Month-end physical stock take,17.6684,kg,310.0,5477.2,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING036,ING036,Cold Cup,,Packaging,Consumable,Month-end physical stock take,3530.338,pcs,3.34,11791.33,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING037,ING037,Hot Cup,,Packaging,Consumable,Month-end physical stock take,3462.29,pcs,2.91,10075.26,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING038,ING038,Lid,,Packaging,Consumable,Month-end physical stock take,5193.5255,pcs,1.1,5712.88,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING039,ING039,Straw,,Packaging,Consumable,Month-end physical stock take,2139.307,pcs,0.55,1176.62,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING040,ING040,Napkin,,Packaging,Consumable,Month-end physical stock take,6285.275,pcs,0.33,2074.14,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING041,ING041,Dessert Box,,Packaging,Consumable,Month-end physical stock take,979.24,pcs,5.13,5023.5,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING042,ING042,Sandwich Box,,Packaging,Consumable,Month-end physical stock take,1582.988,pcs,6.65,10526.87,
ABNAH Cafe Saket Premium,Main Store,inventory.lead,2026-01-31,PHY-OUT003-01-ING043,ING043,Wrap Packaging,,Packaging,Consumable,Month-end physical stock take,1292.347,pcs,5.66,7314.68,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING001,ING001,Coffee Beans,,Coffee Inputs,Raw Material,Month-end physical stock take,0.1829,kg,989.38,180.96,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING002,ING002,Milk,,Dairy,Raw Material,Month-end physical stock take,343.8342,litre,73.48,25264.94,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING003,ING003,Oat Milk,,Dairy Alternative,Raw Material,Month-end physical stock take,83.0674,litre,0.0,0.0,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING004,ING004,Cream,,Dairy,Raw Material,Month-end physical stock take,169.1757,litre,215.81,36509.81,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING005,ING005,Paneer,,Dairy,Raw Material,Month-end physical stock take,88.0528,kg,374.74,32996.91,
ABNAH Cafe Connaught Place,Main Store,inventory.lead,2026-02-28,PHY-OUT001-02-ING006,ING006,Cheese,,Dairy,Raw Material,Month-end physical stock take,53.0157,kg,485.15,25720.57,
