source_period_code,source_outlet_code,source_outlet_name,source_period_start,source_period_end,deployment_name,stock_date,generation_date,generation_time,item_code,item_name,super_category_code,super_category_name,category_code,category_name,unit_name,average_price,gk2_main_store_qty,total_qty,total_amt
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,15.24,667.296,667.296,10169.59
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,0.0,37.948,37.948,0.0
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,33.56,640.696,640.696,21501.76
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,46.49,324.7111,324.7111,15095.82
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,70.96,316.412,316.412,22452.6
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,254.25,13.6953,13.6953,3482.03
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,243.9,100.4279,100.4279,24494.36
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,240.0,21.3872,21.3872,5132.93
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,89.51,41.9468,41.9468,3754.66
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING020,Tea Leaves,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,615.77,25.3087,25.3087,15584.34
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING021,Matcha Powder,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,2158.58,13.3,13.3,28709.11
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING022,Ice,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,kg,12.0,217.5575,217.5575,2610.69
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING023,Lemon,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,116.37,71.6412,71.6412,8336.89
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING024,Hibiscus Concentrate,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,litre,391.4,46.8809,46.8809,18349.18
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING025,Mixed Berry Pulp,SUP-RAW,Raw Material,CAT-FRU,Fruit Inputs,kg,420.0,18.7977,18.7977,7895.03
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING026,Banana,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,72.0,42.141,42.141,3034.15
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING027,Butter,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,525.55,42.1895,42.1895,22172.69
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING028,Lettuce,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,95.0,14.9599,14.9599,1421.19
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING029,Onion,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,41.9,260.6623,260.6623,10921.75
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING030,Capsicum,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,85.17,57.8996,57.8996,4931.31
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING031,Tomato,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,54.97,140.5031,140.5031,7723.46
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING032,Pesto Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,341.63,32.5892,32.5892,11133.45
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,280.19,15.5962,15.5962,4369.9
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,187.86,36.0139,36.0139,6765.57
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,310.0,17.4439,17.4439,5407.61
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.18,5030.514,5030.514,15997.03
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.88,2548.8,2548.8,7340.54
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.1,69.156,69.156,76.07
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.55,1657.676,1657.676,911.72
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.33,2530.193,2530.193,834.96
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.17,1881.889,1881.889,9729.37
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.73,626.38,626.38,4215.54
month_01,OUT001,ABNAH Cafe Connaught Place,2026-01-01,2026-01-31,ABNAH Cafe Connaught Place,2026-01-31,2026-01-31,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.89,1023.584,1023.584,6028.91
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING001,Coffee Beans,SUP-RAW,Raw Material,CAT-COF,Coffee Inputs,kg,1005.92,6.8295,6.8295,6869.93
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING002,Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,71.95,9.7979,9.7979,704.96
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING003,Oat Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy Alternative,litre,185.0,17.3755,17.3755,3214.47
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING004,Cream,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,215.36,33.7053,33.7053,7258.77
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING005,Paneer,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,362.26,88.1753,88.1753,31942.38
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING006,Cheese,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,0.0,15.077,15.077,0.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING007,Chicken,SUP-RAW,Raw Material,CAT-PRO,Protein,kg,327.71,182.7602,182.7602,59892.35
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING008,Egg,SUP-RAW,Raw Material,CAT-PRO,Protein,pcs,7.1,658.012,658.012,4671.89
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING009,Bread,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,11.84,1162.032,1162.032,13758.46
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING010,Bagel,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,27.8,676.296,676.296,18801.03
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,15.47,1491.865,1491.865,23079.15
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,42.5,586.98,586.98,24946.65
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,34.0,163.259,163.259,5550.81
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,45.71,191.283,191.283,8743.55
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,72.0,60.744,60.744,4373.57
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING016,Chocolate Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,262.64,72.9135,72.9135,19150.0
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING017,Caramel Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,250.0,19.4036,19.4036,4850.9
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING018,Vanilla Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,241.71,73.526,73.526,17771.97
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING019,Sugar Syrup,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,litre,89.48,49.242,49.242,4406.17
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING020,Tea Leaves,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,620.0,12.7727,12.7727,7919.07
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING021,Matcha Powder,SUP-RAW,Raw Material,CAT-TEA,Tea Inputs,kg,2085.57,22.63,22.63,47196.45
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING022,Ice,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,kg,12.14,986.7735,986.7735,11979.43
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING023,Lemon,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,105.67,49.4892,49.4892,5229.52
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING024,Hibiscus Concentrate,SUP-RAW,Raw Material,CAT-BEV,Beverage Inputs,litre,405.03,28.1395,28.1395,11397.34
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING025,Mixed Berry Pulp,SUP-RAW,Raw Material,CAT-FRU,Fruit Inputs,kg,417.53,108.5461,108.5461,45321.25
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING026,Banana,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,71.94,181.8363,181.8363,13081.3
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING027,Butter,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,537.38,26.3041,26.3041,14135.3
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING028,Lettuce,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,95.0,14.4297,14.4297,1370.82
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING029,Onion,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,42.0,43.708,43.708,1835.74
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING030,Capsicum,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,84.33,69.472,69.472,5858.57
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING031,Tomato,SUP-RAW,Raw Material,CAT-PRO,Produce,kg,54.0,42.1035,42.1035,2273.59
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING032,Pesto Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,340.0,16.962,16.962,5767.08
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING033,Chipotle Sauce,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,278.71,67.2991,67.2991,18756.93
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING034,Salsa,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,192.56,40.5761,40.5761,7813.33
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING035,Aioli,SUP-RAW,Raw Material,CAT-SYR,Syrups & Sauces,kg,310.0,17.5013,17.5013,5425.4
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING036,Cold Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,3.33,5245.1,5245.1,17466.18
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING037,Hot Cup,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,2.8,5540.12,5540.12,15512.34
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING038,Lid,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,1.12,2413.336,2413.336,2702.94
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING039,Straw,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.55,595.816,595.816,327.7
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING040,Napkin,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,0.32,848.276,848.276,271.45
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING041,Dessert Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.07,566.511,566.511,2872.21
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING042,Sandwich Box,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,6.85,849.62,849.62,5819.9
month_01,OUT002,ABNAH Cafe Hauz Khas,2026-01-01,2026-01-31,ABNAH Cafe Hauz Khas,2026-01-31,2026-01-31,23:59:00,ING043,Wrap Packaging,SUP-CON,Consumable,CAT-PAC,Packaging,pcs,5.94,1216.096,1216.096,7223.61
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING001,Coffee Beans,SUP-RAW,Raw Material,CAT-COF,Coffee Inputs,kg,980.0,1.3516,1.3516,1324.57
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING002,Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,72.86,52.4799,52.4799,3823.69
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING003,Oat Milk,SUP-RAW,Raw Material,CAT-DAI,Dairy Alternative,litre,185.0,7.629,7.629,1411.37
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING004,Cream,SUP-RAW,Raw Material,CAT-DAI,Dairy,litre,210.37,84.6019,84.6019,17797.7
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING005,Paneer,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,360.28,58.238,58.238,20981.99
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING006,Cheese,SUP-RAW,Raw Material,CAT-DAI,Dairy,kg,485.59,87.4209,87.4209,42450.71
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING007,Chicken,SUP-RAW,Raw Material,CAT-PRO,Protein,kg,335.94,22.6677,22.6677,7614.99
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING008,Egg,SUP-RAW,Raw Material,CAT-PRO,Protein,pcs,7.09,262.992,262.992,1864.61
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING009,Bread,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,12.0,94.16,94.16,1129.92
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING010,Bagel,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,28.0,108.75,108.75,3045.0
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING011,Tortilla,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,14.44,525.093,525.093,7582.34
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING012,Croissant Base,SUP-RAW,Raw Material,CAT-BAK,Bakery,pcs,42.66,468.604,468.604,19990.65
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING013,Brownie Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,33.38,223.212,223.212,7450.82
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING014,Cake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,45.74,100.7505,100.7505,4608.33
month_01,OUT003,ABNAH Cafe Saket Premium,2026-01-01,2026-01-31,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,23:59:00,ING015,Cheesecake Base,SUP-RAW,Raw Material,CAT-DES,Dessert Inputs,pcs,74.96,341.902,341.902,25628.97
