Item Code,Item Name,Company,Deployment,Date,Invoice Date,PO Date,Po Number,Transaction Number,Vendor Code,Vendor Name,Invoice Number,Batch Number,Category Code,Category Name,Super Category Code,Super Category Name,PO Qty,PO Unit,PO Unit Price,PO Amount,PO Comment,Purchase Quantity,Purchase Unit,Purchase Unit Price,Purchase Amount,Discount,CGST Tax,SGST Tax,IGST Tax,Other Taxes,Total
ING038,Lid,,ABNAH Cafe Saket Premium,2026-01-07,2026-01-07,2026-01-04,PO-20260104-OUT003-0006,GRN-OUT003-260107-00036,VEND004,PackPro Disposables,INV-2601-00036,,CAT-PAC,Packaging,SUP-CON,Consumable,1130.0,pcs,1.16,1310.8,,926.46,pcs,1.16,1074.69,0.0,96.72,96.72,0,0,1268.13
ING002,Milk,,ABNAH Cafe Saket Premium,2026-01-08,2026-01-08,2026-01-07,PO-20260107-OUT003-0009,GRN-OUT003-260108-00047,VEND002,FreshDairy Foods NCR,INV-2601-00047,,CAT-DAI,Dairy,SUP-RAW,Raw Material,102.59,litre,72.86,7474.71,,102.59,litre,72.86,7474.71,0.0,186.87,186.87,0,0,7848.45
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-01-12,2026-01-12,2026-01-07,PO-20260107-OUT003-0009,GRN-OUT003-260112-00048,VEND002,FreshDairy Foods NCR,INV-2601-00048,,CAT-DAI,Dairy,SUP-RAW,Raw Material,31.11,kg,483.83,15051.95,,17.12,kg,483.83,8283.17,0.0,207.08,207.08,0,0,8697.33
ING026,Banana,,ABNAH Cafe Saket Premium,2026-01-12,2026-01-12,2026-01-07,PO-20260107-OUT003-0009,GRN-OUT003-260112-00049,VEND005,GreenLeaf Produce Delhi,INV-2601-00049,,CAT-PRO,Produce,SUP-RAW,Raw Material,61.24,kg,71.81,4397.64,,61.24,kg,71.81,4397.64,0.0,109.94,109.94,0,0,4617.52
ING027,Butter,,ABNAH Cafe Saket Premium,2026-01-10,2026-01-10,2026-01-07,PO-20260107-OUT003-0009,GRN-OUT003-260110-00050,VEND002,FreshDairy Foods NCR,INV-2601-00050,,CAT-DAI,Dairy,SUP-RAW,Raw Material,28.36,kg,531.94,15085.82,,28.36,kg,531.94,15085.82,0.0,905.15,905.15,0,0,16896.12
ING032,Pesto Sauce,,ABNAH Cafe Saket Premium,2026-01-10,2026-01-10,2026-01-07,PO-20260107-OUT003-0009,GRN-OUT003-260110-00051,VEND006,SpiceRoot Foods,INV-2601-00051,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,19.86,kg,338.5,6722.61,,19.86,kg,338.5,6722.61,0.0,605.03,605.04,0,0,7932.68
ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-01-07,2026-01-07,2026-01-07,PO-20260107-OUT003-0009,GRN-OUT003-260107-00052,VEND004,PackPro Disposables,INV-2601-00052,,CAT-PAC,Packaging,SUP-CON,Consumable,350.0,pcs,6.84,2394.0,,350.0,pcs,6.84,2394.0,0.0,215.46,215.46,0,0,2824.92
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-01-13,2026-01-13,2026-01-10,PO-20260110-OUT003-0012,GRN-OUT003-260113-00065,VEND002,FreshDairy Foods NCR,INV-2601-00065,,CAT-DAI,Dairy,SUP-RAW,Raw Material,18.57,kg,469.42,8717.13,,18.57,kg,469.42,8717.13,87.17,215.75,215.75,0,0,9061.46
ING018,Vanilla Syrup,,ABNAH Cafe Saket Premium,2026-01-12,2026-01-12,2026-01-10,PO-20260110-OUT003-0012,GRN-OUT003-260112-00066,VEND012,SweetBase Foods,INV-2601-00066,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,40.1,litre,231.76,9293.58,,40.1,litre,231.76,9293.58,0.0,836.42,836.42,0,0,10966.42
ING022,Ice,,ABNAH Cafe Saket Premium,2026-01-11,2026-01-11,2026-01-10,PO-20260110-OUT003-0012,GRN-OUT003-260111-00067,VEND010,Metro Wholesale Delhi,INV-2601-00067,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,349.44,kg,12.48,4361.01,,349.44,kg,12.48,4361.01,0.0,109.03,109.02,0,0,4579.06
ING028,Lettuce,,ABNAH Cafe Saket Premium,2026-01-14,2026-01-14,2026-01-10,PO-20260110-OUT003-0012,GRN-OUT003-260114-00068,VEND005,GreenLeaf Produce Delhi,INV-2601-00068,,CAT-PRO,Produce,SUP-RAW,Raw Material,17.17,kg,91.77,1575.69,,17.17,kg,91.77,1575.69,0.0,39.39,39.39,0,0,1654.47
ING039,Straw,,ABNAH Cafe Saket Premium,2026-01-11,2026-01-11,2026-01-10,PO-20260110-OUT003-0012,GRN-OUT003-260111-00069,VEND004,PackPro Disposables,INV-2601-00069,,CAT-PAC,Packaging,SUP-CON,Consumable,955.0,pcs,0.56,534.8,,955.0,pcs,0.56,534.8,0.0,48.13,48.13,0,0,631.06
ING043,Wrap Packaging,,ABNAH Cafe Saket Premium,2026-01-11,2026-01-11,2026-01-10,PO-20260110-OUT003-0012,GRN-OUT003-260111-00070,VEND004,PackPro Disposables,INV-2601-00070,,CAT-PAC,Packaging,SUP-CON,Consumable,675.0,pcs,5.62,3793.5,,675.0,pcs,5.62,3793.5,0.0,341.42,341.41,0,0,4476.33
ING013,Brownie Base,,ABNAH Cafe Saket Premium,2026-01-13,2026-01-13,2026-01-13,PO-20260113-OUT003-0015,GRN-OUT003-260113-00083,VEND008,ChocoCraft Ingredients,INV-2601-00083,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,150.0,pcs,33.38,5007.0,,108.7,pcs,33.38,3628.41,36.28,323.29,323.29,0,0,4238.71
ING019,Sugar Syrup,,ABNAH Cafe Saket Premium,2026-01-16,2026-01-16,2026-01-13,PO-20260113-OUT003-0015,GRN-OUT003-260116-00084,VEND012,SweetBase Foods,INV-2601-00084,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,36.62,litre,91.16,3338.28,,36.62,litre,91.16,3338.28,0.0,300.44,300.45,0,0,3939.17
ING026,Banana,,ABNAH Cafe Saket Premium,2026-01-16,2026-01-16,2026-01-13,PO-20260113-OUT003-0015,GRN-OUT003-260116-00085,VEND005,GreenLeaf Produce Delhi,INV-2601-00085,,CAT-PRO,Produce,SUP-RAW,Raw Material,48.6,kg,73.22,3558.49,,48.6,kg,73.22,3558.49,0.0,88.96,88.96,0,0,3736.41
ING029,Onion,,ABNAH Cafe Saket Premium,2026-01-16,2026-01-16,2026-01-13,PO-20260113-OUT003-0015,GRN-OUT003-260116-00086,VEND005,GreenLeaf Produce Delhi,INV-2601-00086,,CAT-PRO,Produce,SUP-RAW,Raw Material,79.47,kg,42.33,3363.97,,79.47,kg,42.33,3363.97,0.0,84.1,84.1,0,0,3532.17
ING031,Tomato,,ABNAH Cafe Saket Premium,2026-01-16,2026-01-16,2026-01-13,PO-20260113-OUT003-0015,GRN-OUT003-260116-00087,VEND005,GreenLeaf Produce Delhi,INV-2601-00087,,CAT-PRO,Produce,SUP-RAW,Raw Material,54.36,kg,52.13,2833.79,,34.26,kg,52.13,1785.97,0.0,44.65,44.65,0,0,1875.27
ING032,Pesto Sauce,,ABNAH Cafe Saket Premium,2026-01-15,2026-01-15,2026-01-13,PO-20260113-OUT003-0015,GRN-OUT003-260115-00088,VEND006,SpiceRoot Foods,INV-2601-00088,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,14.65,kg,344.09,4990.51,,14.65,kg,344.09,5040.92,0.0,453.69,453.68,0,0,5948.29
ING004,Cream,,ABNAH Cafe Saket Premium,2026-01-18,2026-01-18,2026-01-16,PO-20260116-OUT003-0018,GRN-OUT003-260118-00100,VEND002,FreshDairy Foods NCR,INV-2601-00100,,CAT-DAI,Dairy,SUP-RAW,Raw Material,32.84,litre,221.03,7258.63,,32.84,litre,221.03,7258.63,0.0,181.47,181.46,0,0,7621.56
ING011,Tortilla,,ABNAH Cafe Saket Premium,2026-01-19,2026-01-19,2026-01-16,PO-20260116-OUT003-0018,GRN-OUT003-260119-00101,VEND003,Delhi Bakery Supply Co,INV-2601-00101,,CAT-BAK,Bakery,SUP-RAW,Raw Material,360.0,pcs,14.44,5198.4,,360.0,pcs,14.44,5198.4,0.0,129.96,129.96,0,0,5458.32
ING016,Chocolate Sauce,,ABNAH Cafe Saket Premium,2026-01-18,2026-01-18,2026-01-16,PO-20260116-OUT003-0018,GRN-OUT003-260118-00102,VEND008,ChocoCraft Ingredients,INV-2601-00102,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,34.98,litre,256.62,8976.57,,34.98,litre,256.62,8976.57,0.0,807.89,807.89,0,0,10592.35
ING020,Tea Leaves,,ABNAH Cafe Saket Premium,2026-01-16,2026-01-16,2026-01-16,PO-20260116-OUT003-0018,GRN-OUT003-260116-00103,VEND011,TeaLeaf Traders NCR,INV-2601-00103,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,23.61,kg,615.19,14524.64,,23.61,kg,615.19,14524.64,0.0,363.12,363.11,0,0,15250.87
ING027,Butter,,ABNAH Cafe Saket Premium,2026-01-17,2026-01-17,2026-01-16,PO-20260116-OUT003-0018,GRN-OUT003-260117-00104,VEND002,FreshDairy Foods NCR,INV-2601-00104,,CAT-DAI,Dairy,SUP-RAW,Raw Material,29.09,kg,541.99,15766.49,,29.09,kg,541.99,15766.49,0.0,945.99,945.99,0,0,17658.47
ING036,Cold Cup,,ABNAH Cafe Saket Premium,2026-01-20,2026-01-20,2026-01-16,PO-20260116-OUT003-0018,GRN-OUT003-260120-00105,VEND004,PackPro Disposables,INV-2601-00105,,CAT-PAC,Packaging,SUP-CON,Consumable,1810.0,pcs,3.35,6063.5,,1810.0,pcs,3.35,6063.5,0.0,545.72,545.71,0,0,7154.93
ING006,Cheese,,ABNAH Cafe Saket Premium,2026-01-23,2026-01-23,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260123-00119,VEND002,FreshDairy Foods NCR,INV-2601-00119,,CAT-DAI,Dairy,SUP-RAW,Raw Material,26.06,kg,491.77,12815.53,,26.06,kg,491.77,12815.53,0.0,320.39,320.39,0,0,13456.31
ING014,Cake Base,,ABNAH Cafe Saket Premium,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260121-00120,VEND003,Delhi Bakery Supply Co,INV-2601-00120,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,135.0,pcs,45.74,6174.9,,135.0,pcs,45.74,6174.9,0.0,555.74,555.74,0,0,7286.38
ING027,Butter,,ABNAH Cafe Saket Premium,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260121-00121,VEND002,FreshDairy Foods NCR,INV-2601-00121,,CAT-DAI,Dairy,SUP-RAW,Raw Material,29.18,kg,515.98,15056.3,,29.18,kg,515.98,15056.3,0.0,903.38,903.38,0,0,16863.06
ING031,Tomato,,ABNAH Cafe Saket Premium,2026-01-23,2026-01-23,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260123-00122,VEND005,GreenLeaf Produce Delhi,INV-2601-00122,,CAT-PRO,Produce,SUP-RAW,Raw Material,77.19,kg,56.66,4373.59,,77.19,kg,56.66,4373.59,0.0,109.34,109.34,0,0,4592.27
ING036,Cold Cup,,ABNAH Cafe Saket Premium,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260121-00123,VEND004,PackPro Disposables,INV-2601-00123,,CAT-PAC,Packaging,SUP-CON,Consumable,1430.0,pcs,3.33,4761.9,,995.67,pcs,3.33,3315.58,33.16,295.42,295.42,0,0,3873.26
ING037,Hot Cup,,ABNAH Cafe Saket Premium,2026-01-23,2026-01-23,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260123-00124,VEND004,PackPro Disposables,INV-2601-00124,,CAT-PAC,Packaging,SUP-CON,Consumable,1795.0,pcs,2.97,5331.15,,835.26,pcs,2.97,2480.72,0.0,223.26,223.27,0,0,2927.25
ING038,Lid,,ABNAH Cafe Saket Premium,2026-01-22,2026-01-22,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260122-00125,VEND004,PackPro Disposables,INV-2601-00125,,CAT-PAC,Packaging,SUP-CON,Consumable,1070.0,pcs,1.07,1144.9,,808.58,pcs,1.07,865.18,0.0,77.86,77.87,0,0,1020.91
ING041,Dessert Box,,ABNAH Cafe Saket Premium,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT003-0021,GRN-OUT003-260121-00126,VEND004,PackPro Disposables,INV-2601-00126,,CAT-PAC,Packaging,SUP-CON,Consumable,500.0,pcs,4.96,2480.0,,500.0,pcs,4.96,2480.0,0.0,223.2,223.2,0,0,2926.4
ING012,Croissant Base,,ABNAH Cafe Saket Premium,2026-01-26,2026-01-26,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260126-00140,VEND003,Delhi Bakery Supply Co,INV-2601-00140,,CAT-BAK,Bakery,SUP-RAW,Raw Material,240.0,pcs,44.02,10564.8,,240.0,pcs,44.02,10564.8,0.0,264.12,264.12,0,0,11093.04
ING015,Cheesecake Base,,ABNAH Cafe Saket Premium,2026-01-25,2026-01-25,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260125-00141,VEND003,Delhi Bakery Supply Co,INV-2601-00141,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,100.0,pcs,75.85,7585.0,,100.0,pcs,75.85,7585.0,0.0,682.65,682.65,0,0,8950.3
ING032,Pesto Sauce,,ABNAH Cafe Saket Premium,2026-01-27,2026-01-27,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260127-00142,VEND006,SpiceRoot Foods,INV-2601-00142,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,28.28,kg,338.69,9578.15,,16.42,kg,338.69,5561.29,0.0,500.51,500.52,0,0,6562.32
ING037,Hot Cup,,ABNAH Cafe Saket Premium,2026-01-25,2026-01-25,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260125-00143,VEND004,PackPro Disposables,INV-2601-00143,,CAT-PAC,Packaging,SUP-CON,Consumable,1555.0,pcs,2.86,4447.3,,1555.0,pcs,2.86,4447.3,0.0,400.25,400.26,0,0,5247.81
ING040,Napkin,,ABNAH Cafe Saket Premium,2026-01-23,2026-01-23,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260123-00144,VEND004,PackPro Disposables,INV-2601-00144,,CAT-PAC,Packaging,SUP-CON,Consumable,2960.0,pcs,0.33,976.8,,2960.0,pcs,0.33,976.8,0.0,87.91,87.91,0,0,1152.62
ING041,Dessert Box,,ABNAH Cafe Saket Premium,2026-01-24,2026-01-24,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260124-00145,VEND004,PackPro Disposables,INV-2601-00145,,CAT-PAC,Packaging,SUP-CON,Consumable,715.0,pcs,5.21,3725.15,,541.07,pcs,5.21,2818.97,0.0,253.71,253.7,0,0,3326.38
ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-01-22,2026-01-22,2026-01-22,PO-20260122-OUT003-0024,GRN-OUT003-260122-00146,VEND004,PackPro Disposables,INV-2601-00146,,CAT-PAC,Packaging,SUP-CON,Consumable,330.0,pcs,6.37,2102.1,,330.0,pcs,6.37,2102.1,0.0,189.19,189.19,0,0,2480.48
ING004,Cream,,ABNAH Cafe Saket Premium,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260128-00162,VEND002,FreshDairy Foods NCR,INV-2601-00162,,CAT-DAI,Dairy,SUP-RAW,Raw Material,45.15,litre,202.61,9147.84,,45.15,litre,202.61,9147.84,0.0,228.69,228.7,0,0,9605.23
ING038,Lid,,ABNAH Cafe Saket Premium,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260126-00163,VEND004,PackPro Disposables,INV-2601-00163,,CAT-PAC,Packaging,SUP-CON,Consumable,2415.0,pcs,1.1,2656.5,,2415.0,pcs,1.1,2656.5,0.0,239.09,239.08,0,0,3134.67
ING039,Straw,,ABNAH Cafe Saket Premium,2026-01-29,2026-01-29,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260129-00164,VEND004,PackPro Disposables,INV-2601-00164,,CAT-PAC,Packaging,SUP-CON,Consumable,900.0,pcs,0.55,495.0,,900.0,pcs,0.55,495.0,0.0,44.55,44.55,0,0,584.1
ING040,Napkin,,ABNAH Cafe Saket Premium,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260128-00165,VEND004,PackPro Disposables,INV-2601-00165,,CAT-PAC,Packaging,SUP-CON,Consumable,1515.0,pcs,0.34,515.1,,1515.0,pcs,0.34,515.1,0.0,46.36,46.36,0,0,607.82
ING042,Sandwich Box,,ABNAH Cafe Saket Premium,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT003-0027,GRN-OUT003-260126-00166,VEND004,PackPro Disposables,INV-2601-00166,,CAT-PAC,Packaging,SUP-CON,Consumable,370.0,pcs,6.82,2523.4,,370.0,pcs,6.82,2523.4,25.23,224.84,224.83,0,0,2947.84
ING005,Paneer,,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260131-00175,VEND002,FreshDairy Foods NCR,INV-2601-00175,,CAT-DAI,Dairy,SUP-RAW,Raw Material,29.48,kg,353.83,10430.91,,29.48,kg,353.83,10430.91,0.0,260.77,260.78,0,0,10952.46
ING015,Cheesecake Base,,ABNAH Cafe Saket Premium,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260130-00177,VEND003,Delhi Bakery Supply Co,INV-2601-00177,,CAT-DES,Dessert Inputs,SUP-RAW,Raw Material,75.0,pcs,74.66,5543.5,,75.0,pcs,74.66,5599.5,0.0,503.95,503.96,0,0,6607.41
ING017,Caramel Syrup,,ABNAH Cafe Saket Premium,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260130-00178,VEND012,SweetBase Foods,INV-2601-00178,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,41.58,litre,252.66,10505.6,,41.58,litre,252.66,10505.6,0.0,945.5,945.51,0,0,12396.61
ING027,Butter,,ABNAH Cafe Saket Premium,2026-01-31,2026-01-31,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260131-00179,VEND002,FreshDairy Foods NCR,INV-2601-00179,,CAT-DAI,Dairy,SUP-RAW,Raw Material,25.26,kg,532.59,13385.95,,25.26,kg,532.59,13453.22,134.53,799.12,799.12,0,0,14916.93
ING038,Lid,,ABNAH Cafe Saket Premium,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT003-0030,GRN-OUT003-260130-00180,VEND004,PackPro Disposables,INV-2601-00180,,CAT-PAC,Packaging,SUP-CON,Consumable,1330.0,pcs,1.06,1409.8,,1330.0,pcs,1.06,1409.8,0.0,126.88,126.88,0,0,1663.56
