Item Code,Item Name,Company,Deployment,Date,Invoice Date,PO Date,Po Number,Transaction Number,Vendor Code,Vendor Name,Invoice Number,Batch Number,Category Code,Category Name,Super Category Code,Super Category Name,PO Qty,PO Unit,PO Unit Price,PO Amount,PO Comment,Purchase Quantity,Purchase Unit,Purchase Unit Price,Purchase Amount,Discount,CGST Tax,SGST Tax,IGST Tax,Other Taxes,Total
ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-01-06,2026-01-06,2026-01-04,PO-20260104-OUT002-0005,GRN-OUT002-260106-00031,VEND009,FrozenBerry Traders,INV-2601-00031,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,22.55,kg,408.33,9207.84,,22.55,kg,408.33,9207.84,0.0,828.71,828.7,0,0,10865.25
ING026,Banana,,ABNAH Cafe Hauz Khas,2026-01-08,2026-01-08,2026-01-04,PO-20260104-OUT002-0005,GRN-OUT002-260108-00032,VEND005,GreenLeaf Produce Delhi,INV-2601-00032,,CAT-PRO,Produce,SUP-RAW,Raw Material,68.08,kg,73.69,5016.82,,68.08,kg,73.69,5016.82,0.0,125.42,125.42,0,0,5267.66
ING034,Salsa,,ABNAH Cafe Hauz Khas,2026-01-09,2026-01-09,2026-01-04,PO-20260104-OUT002-0005,GRN-OUT002-260109-00033,VEND006,SpiceRoot Foods,INV-2601-00033,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,23.04,kg,192.56,4436.58,,23.04,kg,192.56,4436.58,0.0,399.29,399.29,0,0,5235.16
ING004,Cream,,ABNAH Cafe Hauz Khas,2026-01-11,2026-01-11,2026-01-07,PO-20260107-OUT002-0008,GRN-OUT002-260111-00043,VEND002,FreshDairy Foods NCR,INV-2601-00043,,CAT-DAI,Dairy,SUP-RAW,Raw Material,30.04,litre,221.53,6654.76,,19.05,litre,221.53,4220.15,0.0,105.5,105.51,0,0,4431.16
ING007,Chicken,,ABNAH Cafe Hauz Khas,2026-01-12,2026-01-12,2026-01-07,PO-20260107-OUT002-0008,GRN-OUT002-260112-00044,VEND007,NorthStar Poultry,INV-2601-00044,,CAT-PRO,Protein,SUP-RAW,Raw Material,38.57,kg,327.72,12640.16,,38.57,kg,327.72,12640.16,0.0,316.0,316.01,0,0,13272.17
ING016,Chocolate Sauce,,ABNAH Cafe Hauz Khas,2026-01-07,2026-01-07,2026-01-07,PO-20260107-OUT002-0008,GRN-OUT002-260107-00045,VEND008,ChocoCraft Ingredients,INV-2601-00045,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,42.48,litre,266.55,11323.04,,42.48,litre,266.55,11323.04,0.0,1019.08,1019.07,0,0,13361.19
ING022,Ice,,ABNAH Cafe Hauz Khas,2026-01-10,2026-01-10,2026-01-07,PO-20260107-OUT002-0008,GRN-OUT002-260110-00046,VEND010,Metro Wholesale Delhi,INV-2601-00046,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,295.67,kg,12.57,3716.57,,295.67,kg,12.57,3716.57,0.0,92.92,92.91,0,0,3902.4
ING011,Tortilla,,ABNAH Cafe Hauz Khas,2026-01-11,2026-01-11,2026-01-10,PO-20260110-OUT002-0011,GRN-OUT002-260111-00060,VEND003,Delhi Bakery Supply Co,INV-2601-00060,,CAT-BAK,Bakery,SUP-RAW,Raw Material,310.0,pcs,15.56,4823.6,,310.0,pcs,15.56,4823.6,0.0,120.59,120.59,0,0,5064.78
ING012,Croissant Base,,ABNAH Cafe Hauz Khas,2026-01-10,2026-01-10,2026-01-10,PO-20260110-OUT002-0011,GRN-OUT002-260110-00061,VEND003,Delhi Bakery Supply Co,INV-2601-00061,,CAT-BAK,Bakery,SUP-RAW,Raw Material,250.0,pcs,44.52,11130.0,,250.0,pcs,44.52,11130.0,0.0,278.25,278.25,0,0,11686.5
ING022,Ice,,ABNAH Cafe Hauz Khas,2026-01-12,2026-01-12,2026-01-10,PO-20260110-OUT002-0011,GRN-OUT002-260112-00062,VEND010,Metro Wholesale Delhi,INV-2601-00062,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,499.49,kg,11.88,5933.94,,499.49,kg,11.88,5933.94,0.0,148.35,148.35,0,0,6230.64
ING025,Mixed Berry Pulp,,ABNAH Cafe Hauz Khas,2026-01-13,2026-01-13,2026-01-10,PO-20260110-OUT002-0011,GRN-OUT002-260113-00063,VEND009,FrozenBerry Traders,INV-2601-00063,,CAT-FRU,Fruit Inputs,SUP-RAW,Raw Material,30.56,kg,407.7,12459.31,,30.56,kg,407.7,12459.31,0.0,1121.34,1121.34,0,0,14701.99
ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-01-12,2026-01-12,2026-01-10,PO-20260110-OUT002-0011,GRN-OUT002-260112-00064,VEND004,PackPro Disposables,INV-2601-00064,,CAT-PAC,Packaging,SUP-CON,Consumable,1460.0,pcs,3.3,4793.91,,1460.0,pcs,3.3,4818.0,48.18,429.29,429.28,0,0,5628.39
ING007,Chicken,,ABNAH Cafe Hauz Khas,2026-01-16,2026-01-16,2026-01-13,PO-20260113-OUT002-0014,GRN-OUT002-260116-00078,VEND007,NorthStar Poultry,INV-2601-00078,,CAT-PRO,Protein,SUP-RAW,Raw Material,59.15,kg,325.47,19251.55,,59.15,kg,325.47,19251.55,0.0,481.29,481.29,0,0,20214.13
ING010,Bagel,,ABNAH Cafe Hauz Khas,2026-01-15,2026-01-15,2026-01-13,PO-20260113-OUT002-0014,GRN-OUT002-260115-00079,VEND003,Delhi Bakery Supply Co,INV-2601-00079,,CAT-BAK,Bakery,SUP-RAW,Raw Material,220.0,pcs,27.26,5997.2,,220.0,pcs,27.26,5997.2,0.0,149.93,149.93,0,0,6297.06
ING012,Croissant Base,,ABNAH Cafe Hauz Khas,2026-01-16,2026-01-16,2026-01-13,PO-20260113-OUT002-0014,GRN-OUT002-260116-00080,VEND003,Delhi Bakery Supply Co,INV-2601-00080,,CAT-BAK,Bakery,SUP-RAW,Raw Material,165.0,pcs,41.75,6888.75,,165.0,pcs,41.75,6888.75,0.0,172.22,172.22,0,0,7233.19
ING024,Hibiscus Concentrate,,ABNAH Cafe Hauz Khas,2026-01-15,2026-01-15,2026-01-13,PO-20260113-OUT002-0014,GRN-OUT002-260115-00081,VEND012,SweetBase Foods,INV-2601-00081,,CAT-BEV,Beverage Inputs,SUP-RAW,Raw Material,18.94,litre,405.03,7671.27,,18.94,litre,405.03,7671.27,0.0,690.41,690.42,0,0,9052.1
ING033,Chipotle Sauce,,ABNAH Cafe Hauz Khas,2026-01-18,2026-01-18,2026-01-13,PO-20260113-OUT002-0014,GRN-OUT002-260118-00082,VEND006,SpiceRoot Foods,INV-2601-00082,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,31.58,kg,295.61,9335.36,,17.35,kg,295.61,5128.83,0.0,461.6,461.59,0,0,6052.02
ING009,Bread,,ABNAH Cafe Hauz Khas,2026-01-17,2026-01-17,2026-01-16,PO-20260116-OUT002-0017,GRN-OUT002-260117-00095,VEND003,Delhi Bakery Supply Co,INV-2601-00095,,CAT-BAK,Bakery,SUP-RAW,Raw Material,450.0,pcs,11.56,5202.0,,450.0,pcs,11.56,5202.0,0.0,130.05,130.05,0,0,5462.1
ING012,Croissant Base,,ABNAH Cafe Hauz Khas,2026-01-19,2026-01-19,2026-01-16,PO-20260116-OUT002-0017,GRN-OUT002-260119-00096,VEND003,Delhi Bakery Supply Co,INV-2601-00096,,CAT-BAK,Bakery,SUP-RAW,Raw Material,185.0,pcs,40.45,7445.83,,185.0,pcs,40.45,7483.25,0.0,187.08,187.08,0,0,7857.41
ING021,Matcha Powder,,ABNAH Cafe Hauz Khas,2026-01-19,2026-01-19,2026-01-16,PO-20260116-OUT002-0017,GRN-OUT002-260119-00097,VEND011,TeaLeaf Traders NCR,INV-2601-00097,,CAT-TEA,Tea Inputs,SUP-RAW,Raw Material,7.94,kg,2088.93,16586.1,,7.94,kg,2088.93,16586.1,0.0,1492.75,1492.75,0,0,19571.6
ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-01-20,2026-01-20,2026-01-16,PO-20260116-OUT002-0017,GRN-OUT002-260120-00098,VEND004,PackPro Disposables,INV-2601-00098,,CAT-PAC,Packaging,SUP-CON,Consumable,1605.0,pcs,3.32,5328.6,,1605.0,pcs,3.32,5328.6,53.29,474.78,474.78,0,0,6224.87
ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-01-18,2026-01-18,2026-01-16,PO-20260116-OUT002-0017,GRN-OUT002-260118-00099,VEND004,PackPro Disposables,INV-2601-00099,,CAT-PAC,Packaging,SUP-CON,Consumable,530.0,pcs,5.92,3137.6,,530.0,pcs,5.92,3137.6,0.0,282.38,282.39,0,0,3702.37
ING001,Coffee Beans,,ABNAH Cafe Hauz Khas,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT002-0020,GRN-OUT002-260121-00113,VEND001,BeanCraft Roasters Delhi,INV-2601-00113,,CAT-COF,Coffee Inputs,SUP-RAW,Raw Material,11.03,kg,992.45,10946.72,,11.03,kg,992.45,10946.72,0.0,273.67,273.67,0,0,11494.06
ING005,Paneer,,ABNAH Cafe Hauz Khas,2026-01-24,2026-01-24,2026-01-19,PO-20260119-OUT002-0020,GRN-OUT002-260124-00114,VEND002,FreshDairy Foods NCR,INV-2601-00114,,CAT-DAI,Dairy,SUP-RAW,Raw Material,40.35,kg,350.84,14156.39,,40.35,kg,350.84,14156.39,0.0,353.91,353.91,0,0,14864.21
ING008,Egg,,ABNAH Cafe Hauz Khas,2026-01-23,2026-01-23,2026-01-19,PO-20260119-OUT002-0020,GRN-OUT002-260123-00115,VEND007,NorthStar Poultry,INV-2601-00115,,CAT-PRO,Protein,SUP-RAW,Raw Material,385.0,pcs,7.1,2733.5,,385.0,pcs,7.1,2733.5,0.0,68.34,68.34,0,0,2870.18
ING019,Sugar Syrup,,ABNAH Cafe Hauz Khas,2026-01-22,2026-01-22,2026-01-19,PO-20260119-OUT002-0020,GRN-OUT002-260122-00116,VEND012,SweetBase Foods,INV-2601-00116,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,41.45,litre,89.48,3708.95,,41.45,litre,89.48,3708.95,0.0,333.81,333.8,0,0,4376.56
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT002-0020,GRN-OUT002-260121-00117,VEND004,PackPro Disposables,INV-2601-00117,,CAT-PAC,Packaging,SUP-CON,Consumable,1660.0,pcs,2.93,4863.8,,1660.0,pcs,2.93,4863.8,0.0,437.74,437.74,0,0,5739.28
ING040,Napkin,,ABNAH Cafe Hauz Khas,2026-01-21,2026-01-21,2026-01-19,PO-20260119-OUT002-0020,GRN-OUT002-260121-00118,VEND004,PackPro Disposables,INV-2601-00118,,CAT-PAC,Packaging,SUP-CON,Consumable,1340.0,pcs,0.32,428.8,,1340.0,pcs,0.32,428.8,0.0,38.59,38.59,0,0,505.98
ING007,Chicken,,ABNAH Cafe Hauz Khas,2026-01-24,2026-01-24,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260124-00133,VEND007,NorthStar Poultry,INV-2601-00133,,CAT-PRO,Protein,SUP-RAW,Raw Material,62.59,kg,329.81,20642.81,,62.59,kg,329.81,20642.81,0.0,516.07,516.07,0,0,21674.95
ING011,Tortilla,,ABNAH Cafe Hauz Khas,2026-01-26,2026-01-26,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260126-00134,VEND003,Delhi Bakery Supply Co,INV-2601-00134,,CAT-BAK,Bakery,SUP-RAW,Raw Material,365.0,pcs,15.08,5504.2,,365.0,pcs,15.08,5504.2,0.0,137.6,137.61,0,0,5779.41
ING023,Lemon,,ABNAH Cafe Hauz Khas,2026-01-26,2026-01-26,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260126-00135,VEND005,GreenLeaf Produce Delhi,INV-2601-00135,,CAT-PRO,Produce,SUP-RAW,Raw Material,27.29,kg,105.67,2883.73,,27.29,kg,105.67,2883.73,0.0,72.09,72.1,0,0,3027.92
ING026,Banana,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260127-00136,VEND005,GreenLeaf Produce Delhi,INV-2601-00136,,CAT-PRO,Produce,SUP-RAW,Raw Material,74.57,kg,70.34,5219.02,,74.57,kg,70.34,5245.25,0.0,131.13,131.13,0,0,5507.51
ING030,Capsicum,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260127-00137,VEND005,GreenLeaf Produce Delhi,INV-2601-00137,,CAT-PRO,Produce,SUP-RAW,Raw Material,44.09,kg,80.96,3569.53,,44.09,kg,80.96,3569.53,0.0,89.24,89.24,0,0,3748.01
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-01-23,2026-01-23,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260123-00138,VEND004,PackPro Disposables,INV-2601-00138,,CAT-PAC,Packaging,SUP-CON,Consumable,2090.0,pcs,2.75,5690.02,,2090.0,pcs,2.75,5747.5,0.0,517.27,517.28,0,0,6782.05
ING041,Dessert Box,,ABNAH Cafe Hauz Khas,2026-01-24,2026-01-24,2026-01-22,PO-20260122-OUT002-0023,GRN-OUT002-260124-00139,VEND004,PackPro Disposables,INV-2601-00139,,CAT-PAC,Packaging,SUP-CON,Consumable,555.0,pcs,5.07,2799.78,,555.0,pcs,5.07,2813.85,0.0,253.25,253.24,0,0,3320.34
ING009,Bread,,ABNAH Cafe Hauz Khas,2026-01-29,2026-01-29,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260129-00155,VEND003,Delhi Bakery Supply Co,INV-2601-00155,,CAT-BAK,Bakery,SUP-RAW,Raw Material,630.0,pcs,12.04,7585.2,,630.0,pcs,12.04,7585.2,0.0,189.63,189.63,0,0,7964.46
ING010,Bagel,,ABNAH Cafe Hauz Khas,2026-01-25,2026-01-25,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260125-00156,VEND003,Delhi Bakery Supply Co,INV-2601-00156,,CAT-BAK,Bakery,SUP-RAW,Raw Material,240.0,pcs,28.07,6736.8,,240.0,pcs,28.07,6736.8,0.0,168.42,168.42,0,0,7073.64
ING011,Tortilla,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260127-00157,VEND003,Delhi Bakery Supply Co,INV-2601-00157,,CAT-BAK,Bakery,SUP-RAW,Raw Material,350.0,pcs,15.44,5404.0,,350.0,pcs,15.44,5404.0,0.0,135.1,135.1,0,0,5674.2
ING016,Chocolate Sauce,,ABNAH Cafe Hauz Khas,2026-01-28,2026-01-28,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260128-00158,VEND008,ChocoCraft Ingredients,INV-2601-00158,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,35.87,litre,253.2,9082.28,,17.62,litre,253.2,4461.38,0.0,401.52,401.53,0,0,5264.43
ING033,Chipotle Sauce,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260127-00159,VEND006,SpiceRoot Foods,INV-2601-00159,,CAT-SYR,Syrups & Sauces,SUP-RAW,Raw Material,34.72,kg,270.27,9383.77,,34.72,kg,270.27,9383.77,0.0,844.54,844.54,0,0,11072.85
ING042,Sandwich Box,,ABNAH Cafe Hauz Khas,2026-01-27,2026-01-27,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260127-00160,VEND004,PackPro Disposables,INV-2601-00160,,CAT-PAC,Packaging,SUP-CON,Consumable,680.0,pcs,6.85,4611.42,,680.0,pcs,6.85,4658.0,0.0,419.22,419.22,0,0,5496.44
ING043,Wrap Packaging,,ABNAH Cafe Hauz Khas,2026-01-26,2026-01-26,2026-01-25,PO-20260125-OUT002-0026,GRN-OUT002-260126-00161,VEND004,PackPro Disposables,INV-2601-00161,,CAT-PAC,Packaging,SUP-CON,Consumable,390.0,pcs,5.96,2324.4,,390.0,pcs,5.96,2324.4,0.0,209.19,209.2,0,0,2742.79
ING036,Cold Cup,,ABNAH Cafe Hauz Khas,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260130-00171,VEND004,PackPro Disposables,INV-2601-00171,,CAT-PAC,Packaging,SUP-CON,Consumable,1330.0,pcs,3.36,4468.8,,1330.0,pcs,3.36,4468.8,0.0,402.19,402.19,0,0,5273.18
ING037,Hot Cup,,ABNAH Cafe Hauz Khas,2026-01-29,2026-01-29,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260129-00172,VEND004,PackPro Disposables,INV-2601-00172,,CAT-PAC,Packaging,SUP-CON,Consumable,1365.0,pcs,2.72,3712.8,,1365.0,pcs,2.72,3712.8,0.0,334.15,334.15,0,0,4381.1
ING038,Lid,,ABNAH Cafe Hauz Khas,2026-01-30,2026-01-30,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260130-00173,VEND004,PackPro Disposables,INV-2601-00173,,CAT-PAC,Packaging,SUP-CON,Consumable,1280.0,pcs,1.07,1362.75,,1280.0,pcs,1.07,1369.6,0.0,123.27,123.26,0,0,1616.13
ING039,Straw,,ABNAH Cafe Hauz Khas,2026-01-29,2026-01-29,2026-01-28,PO-20260128-OUT002-0029,GRN-OUT002-260129-00174,VEND004,PackPro Disposables,INV-2601-00174,,CAT-PAC,Packaging,SUP-CON,Consumable,720.0,pcs,0.55,396.0,,327.26,pcs,0.55,179.99,0.0,16.2,16.2,0,0,212.39
